,entity,gender
4452,Ашшур-этель-илани,m
4453,Император Бурэцу,m
4454,Аль-Мунзир IV,m
4455,Такшонь,m
4456,Персей из Кития,m
4457,Оуайн ап Хивел,m
4458,Энгус мак Над Фройх,m
4459,Руфий Ахилий Сивидий,m
4460,Фридрих III,m
4461,Онесикрит,m
4462,Аргутай,m
4463,Никомаха,f
4464,Маний Ацилий Глабрион,m
4465,Генрих I,m
4466,Аврелий Аниций Симмах,m
4467,Бавон,m
4468,Алонсо де Саласар,m
4469,Гвенддолеу ап Кейдио,m
4470,Ангерран IV де Куси,m
4471,Гибульд,m
4472,Бенсио,m
4473,Дуода,f
4474,Кутулмыш,m
4475,Абдуллах ибн Мухаммед,m
4476,Мухаммад ибн Абу Бакр,m
4477,Александр Александрийский,m
4478,Арат Младший,m
4479,Алкман,m
4480,Рыкса Шведская,f
4481,Владимир Ольгердович,m
4482,Иосиф Филиппович,m
4483,Иом-Тоб Липман-Мюльгаузен,m
4484,Василий Чарторыйский,m
4485,Беатриса Савойская,f
4486,Альфонсо Фройлас,m
4487,Кроний,m
4488,Алиса Бургундская,m
4489,Уильям II,m
4490,Нума Помпилий,m
4491,Юний Басс,m
4492,Прискиан Лидийский,m
4493,Бартоломео I Делла Скала,m
4494,Василий Михайлович,m
4495,Хуго ван дер Гус,m
4496,Гней Педаний Фуск Салинатор,m
4497,Абу Сулейман аль-Хаттаби,m
4498,Павел Гродзицкий,m
4499,Эдит Английская,f
4500,Агафон Чудотворец,m
4501,Евдокия Палеолог,f
4502,2-й граф Арундел Уильям д’Обиньи,m
4503,Веннемар фон Брюггеноэ,m
4504,Абу-ль-Музаффар аль-Мустанджид Биллах,m
4505,Торос,m
4506,Педро Алонсо Ниньо,m
4507,Гарольд II Годвинсон,m
4508,Тит Клодий Пупиен Пульхр Максим,m
4509,Гай Леканий Басс,m
4510,Мани,m
4511,Марк Эмилий Скавр,m
4512,Луи,m
4513,Григорис,m
4514,Костантино Нигра,m
4515,Савиниан из Санса,m
4516,Штрикер,m
4517,Жан,m
4518,Бенедетто Кастелли,m
4519,Сисенна Статилий Тавр,m
4520,Беренгар Турский,m
4521,Генри Перси,m
4522,Гай Цезоний Макр Руфиниан,m
4523,Екатерина Воздвиженская,f
4524,Гримоальд,m
4525,Геркус Мантас,m
4526,Кунобелин,m
4527,Джованни Берарди,m
4528,Антоний Великий,m
4529,Генрих IV,m
4530,Лалли,m
4531,Адриан с острова Мэй,m
4532,Сэссю,m
4533,Евфим,m
4534,Самудрагупта,m
4535,Евфимия Глебовна,m
4536,Хадаан-тайши,m
4537,Эга,m
4538,Флавия Юлия Констанция,m
4539,Карл III,m
4540,Мария Кейстутовна,m
4541,Филинна,f
4542,Митридат II,m
4543,Юлия Соэмия,m
4544,Иван Васильевич,m
4545,Луций Публилий Цельс,m
4546,Чжэн Хэ,m
4547,Альбрехт I,m
4548,Альбрехт III,m
4549,Эймерик Бургундский,m
4550,Мария Вудстокская,f
4551,Ибн Марван,m
4552,Джон,m
4553,Афонсу II,m
4554,Никанор,m
4555,Ядвига Легницкая,m
4556,Полина Бурбо,f
4557,Теодино дельи Атти,m
4558,Георгий Чкондидели,m
4559,Иоанн VII Палеолог,m
4560,Марк Порций Катон Салониан,m
4561,Спифридат,m
4562,Ханина бен Доса,m
4563,Стратокл,m
4564,Мариниана,m
4565,Абдуллах ибн Раваха,m
4566,Людольф,m
4567,Изяслав Давыдович,m
4568,Томас де Марль,m
4569,Луп,m
4570,Зиядет-Аллах III,m
4571,Диагор Мелосский,m
4572,Рустик Фьезольский,m
4573,Алексей I Комнин,m
4574,7-й барон Перси Генри де Перси,m
4575,Бели ап Нехтон,m
4576,Гай Марций Рутил,m
4577,Сигард,m
4578,Секст Атилий Серран,m
4579,Байкара,m
4580,Лу Сюцзин,m
4581,Аббон,m
4582,Иерак,m
4583,Тит Атилий Руф Тициан,m
4584,Хуань Вэнь,m
4585,Хрисия Римская,m
4586,Галеон Теттиен Петрониан,m
4587,Месия Лопес де Аро,m
4588,Витторио Пизани,m
4589,Менахем Меири,m
4590,Альбрехт III,m
4591,Джефри Чосер,m
4592,Эдмунд,m
4593,Гай Юний Бубульк Брут,f
4594,герцогиня Ланкастер Констанция Кастильская,f
4595,Дукак,m
4596,Николай I,m
4597,Фердинанд I Справедливый,m
4598,Аль-Валид I ибн Абдул-Малик,m
4599,Пилемен II,m
4600,Герхард III,m
4601,Иулиан Аназарвский,m
4602,Дарий,m
4603,Педро Фернандес де Веласко,m
4604,1-й барон Гастингс из Эшби де Ла Зуш Уильям Гастингс,m
4605,Адальберт I,m
4606,Эльжбета Рыкса,f
4607,Гай Сабуций Майор Цецилиан,m
4608,Эдвард Пеллью,m
4609,Ипполит Фивский,m
4610,Гилберт II де Умфравиль,m
4611,Альбрехт фон Эйб,m
4612,Сервий Сульпиций Руф,m
4613,Владимир Фредерикс,m
4614,Шэнь-цзун,m
4615,Гай Азиний Лепид Претекстат,m
4616,У Ци,m
4617,Арибо I,m
4618,Абан аль-Лахики,m
4619,Секст Тедий Валерий Катулл,m
4620,Варлаам,m
4621,Отакар I,m
4622,Джулио Чезаре да Варано,m
4623,Будик II,m
4624,Луитгарда Виттихенская,f
4625,Император Го-Сиракава,m
4626,Рудольф,m
4627,Ферри III,m
4628,Рено I,m
4629,Адеймант,m
4630,Людовик Мэнский,m
4631,Ариарат VII,m
4632,Этельберт II,m
4633,Эмери IV де Туар,m
4634,Готье II де Вексен,m
4635,Видукинд Саксонский,m
4636,Жан II де Барр,m
4637,Маровей,m
4638,Варан,m
4639,Карадог Сухорукий,m
4640,Луций Антистий Вет,m
4641,Анна Мстиславна,f
4642,Олен,m
4643,Рикдаг,m
4644,Прокоп,m
4645,Пётр Николаевич,m
4646,Аль-Амир Биахкамиллах,m
4647,Кавад I,m
4648,Ламберт из Осера,m
4649,Цербоний,m
4650,Геромен,m
4651,Прасутаг,m
4652,Ода Штаденская,f
4653,Симеон Нигер,m
4654,Шидэбала,m
4655,Мадог Крипл,m
4656,Пелагоний,m
4657,Килар Хаширов,m
4658,Аль-Ашраф Инал,m
4659,Публий Корнелий Лентул Марцеллин,m
4660,Матфей Камариот,m
4661,Марк Корнелий Малугинен,m
4662,Феодора,f
4663,Шахрух,m
4664,Карл де ла Серда,m
4665,Луций Эмилий Лепид Павел,m
4666,Пётр II,m
4667,Гней Корнелий Патерн,m
4668,Маредид ап Оуайн ап Эдвин,m
4669,Хорикий Газский,m
4670,Георг I,m
4671,Вильгельм IV,m
4672,Юань Чжэнь,m
4673,Одон де Пен,m
4674,Павел I,m
4675,Чон Ин Джи,m
4676,Петубаст III,m
4677,У-ди,m
4678,Потин,m
4679,Меммо ди Филиппуччо,m
4680,Элизабет де Вермандуа,f
4681,Маргарита де Виллардуэн,m
4682,Фу Цзянь,m
4683,Бела III,m
4684,Ламберт Ардрский,m
4685,Гумилития,f
4686,Анастасий II,m
4687,Люй Дунбинь,m
4688,Александр Стюарт,m
4689,Ульрих V,m
4690,Людвиг,m
4691,Масуна,m
4692,Конрад фон Зост,m
4693,Баграт II,m
4694,Гарсия Арагонский,m
4695,Иоанн IV Постник,m
4696,Бернард,m
4697,Джеймс из Сент-Джорджа,m
4698,Коллуф,m
4699,Пшемысл II,m
4700,Избыгнев Ивачевич,m
4701,Альбрехт IV,m
4702,Кратер,m
4703,Энгельберт IV,m
4704,Увейс I,m
4705,Матей Клочко,m
4706,Абу Дауд,m
4707,Флавий Руанский,m
4708,Симплиций,m
4709,Арто III,m
4710,Антонио де Небриха,m
4711,Афиней,m
4712,Эйлмер Малмсберийский,m
4713,Аджеми Нахчивани,m
4714,Муса Челеби,m
4715,Изабелла Ибелин,f
4716,Диетисальви ди Спеме,m
4717,Роберт III д’Артуа,m
4718,Гаджи Челеби,m
4719,Захария Иерусалимский,m
4720,Антуан,m
4721,Ансельм Хафельбергский,m
4722,Ростислав Михайлович,m
4723,Зигфрид фон Вальбек,m
4724,Тайо,m
4725,Деян,m
4726,Эниэл,m
4727,Готье V де Бриенн,m
4728,Пипин I,m
4729,Абу-ль-Музаффар ас-Самани,m
4730,Эрентруда Зальцбургская,f
4731,Жанна Ретельская,f
4732,Джованни Мальпагини,m
4733,Сугавара-но Митидзанэ,m
4734,Бернхард I,m
4735,Димитрий Ласкарис Леонтарис,m
4736,Архон,m
4737,Гвидо Сполетский,m
4738,Примо Джанотти,m
4739,Харкеби,m
4740,Секст Юлий Фронтин,m
4741,Генрих II,m
4742,Смарагд,m
4743,Ферхад-паша Соколович,m
4744,Марк Росций Целий,m
4745,Кокан Сирэн,m
4746,Лу Чжи,m
4747,Готфрид I,m
4748,Феофил Эдесский,m
4749,Хара-Хулагу,m
4750,Рангиер,m
4751,Франсуа II де Бо,m
4752,Нераций Цереал,m
4753,Гершом Меор ха-Гола,m
4754,Богуслав IX,m
4755,Кретьен де Труа,m
4756,Тибо II,m
4757,Бальд,m
4758,Магон,m
4759,Иона II,m
4760,Бартоломео II Делла Скала,m
4761,Григорий Волович,m
4762,1-й граф Глостер Роберт,m
4763,Кано Масанобу,m
4764,Тимон,m
4765,Корнифиция,f
4766,Трофим,m
4767,Хифуё Утида,m
4768,Хивел ап Каделл,m
4769,Марк Антоний Оратор,m
4770,Йос Лиферинкс,m
4771,Одилон,m
4772,Гомес Гонсалес,m
4773,Евном,m
4774,Робер VIII Бертран де Брикбек,m
4775,Ван Тун,m
4776,Николай Тутолмин,m
4777,Гонорий II,m
4778,Кнут Поссе,m
4779,графиня Кент Маргарита Шотландская,f
4780,Луций Антистий Рустик,m
4781,Мариамна,f
4782,Танкред Тарентский,m
4783,Луций Корнелий Пузион Анний Мессала,m
4784,Александр I Карагеоргиевич,m
4785,Антиох XI Филадельф,m
4786,Дагмара Богемская,f
4787,Гней Клавдий Север Арабиан,m
4788,Абу Муса аль-Ашари,m
4789,Гастон II,m
4790,Цзи Кан,m
4791,Годгифу Английская,f
4792,Матильда де Блуа,f
4793,Свен II Эстридсен,m
4794,Джаяварман VIII,m
4795,Клеопатра III,m
4796,Эдмунд Гастингс,m
4797,Степанос V Салмастеци,m
4798,Гюереш,m
4799,Паша Йигит-бей,m
4800,Людвиг I,m
4801,Савин Сполетский,m
4802,Публий Корнелий Сципион Азина,m
4803,Луций Аврелий Авианий Симмах,m
4804,Манфред,m
4805,Имма Шалом,f
4806,Ярополк Владимирович,m
4807,Иван Шуйский,m
4808,Ибн Аббас,m
4809,Оттон III,m
4810,Апама II,f
4811,Бертольд,m
4812,Эдмон Нефс,m
4813,Донато Венециано,m
4814,Мануэль де Кастилия,m
4815,Транд,m
4816,Теудигизел,m
4817,Марциал Лиможский,m
4818,Исмаил I ибн Фарадж,m
4819,Филипп II Филоромэй,m
4820,Луций Аттий Макрон,m
4821,Борзуя,m
4822,Вышеслава,f
4823,Гильом I,m
4824,Гней Эгнаций,m
4825,Арнольд Суассонский,m
4826,Ирод Боэт,m
4827,Мате II Чак,m
4828,Леонардо I Токко,m
4829,Куджула Кадфиз,m
4830,граф Суррей Гамелин де Варенн,m
4831,Фёдор Лихачёв,m
4832,Стефан II,m
4833,Соэм Эмесский,m
4834,граф Монте-Сант-Анджело Уильям,m
4835,Экзюперий из Байё,m
4836,Рудал,m
4837,Георг II,m
4838,герцог ди Калабрия Фердинанд Пий Бурбон-Сицилийский,m
4839,Эрменгол X,m
4840,Далай-лама I,m
4841,Аттал I Сотер,m
4842,Дезидерата,f
4843,Евпраксия Рязанская,f
4844,Увэй,m
4845,Арион,m
4846,Хасан аль-Аскари,m
4847,Луций Альфидий Геренниан,m
4848,Периандр,m
4849,Луций Лициний Мурена,m
4850,Губаз I,m
4851,Сесилия,f
4852,Якут аль-Мустасими,m
4853,Гней Ауфидий,m
4854,Фань Чжэнь,m
4855,Феодор I Ласкарис,m
4856,Завиш из Фалькенштейна,m
4857,Альтфрид Мюнстерский,m
4858,Иван Бурдаков,m
4859,Уильям Стаффорд,m
4860,Мариниан,m
4861,Махмуд,m
4862,Мария Бретонская,f
4863,Феодор из Кирены,m
4864,Квинт Консидий,m
4865,Веспасиан,m
4866,Сигфрит,m
4867,Мокчон,m
4868,Гарсия Фернандес,m
4869,Тамерлан,m
4870,Флавий Иоанн Винкомал,m
4871,Цзин Хао,m
4872,Джан Джакомо Тривульцио,m
4873,Иван Сушик,m
4874,Ландон,m
4875,Абу Фирас,m
4876,Кутред,m
4877,Дьюла II,m
4878,Гилберт де Гант,m
4879,Анна Кашинская,m
4880,Ярослав Глебович,m
4881,Герман I,m
4882,Иван Родионович Квашня,m
4883,Либорий,m
4884,Харшаварман I,m
4885,Абу Сахль аль-Кухи,m
4886,Филон из Мегары,m
4887,Понсан,m
4888,Вальмики,m
4889,Владимир Василькович,m
4890,Аймар IV,m
4891,Гао Шунь,m
4892,Болеслав II Зембицкий,m
4893,Ван Жун,m
4894,Матье де Фуа,m
4895,Эммануил Филиберт Савойский,m
4896,Глеб Юрьевич,m
4897,Гийом Дюфаи,m
4898,Экгфрит,m
4899,Ливия Друзилла,f
4900,Диего Кабальеро,m
4901,Яо Син,m
4902,Чжи-ди,m
4903,Бруде I,m
4904,Эд II де Блуа,m
4905,Баба Тахер Орьян,m
4906,Эдуард,m
4907,Роберт Феррерс,m
4908,Антонио Колонна,m
4909,Гозлен,m
4910,1-й граф Дерби Роберт де Феррьер,m
4911,Гильом IV,m
4912,Филоксен,m
4913,Ибн Каммуна,m
4914,Аристандр,m
4915,Всеволод Ольгович,m
4916,Давыд Юрьевич,m
4917,Рагна Николасдоттер,f
4918,Авуаза,m
4919,Фемистий,m
4920,Аместрида,m
4921,Марк Целий Винициан,m
4922,Атанагильд,m
4923,Окин-Бархаг,m
4924,Ирменгарда де Бомон,m
4925,Креофил Эфесский,m
4926,Изабелла Глостерская,f
4927,Тиверий,m
4928,Жак де Витри,m
4929,Марк Петроний Сура Септимиан,m
4930,Дмитр Завидич,m
4931,Динамия,f
4932,Джиневра д’Эсте,f
4933,Сам II,m
4934,Абу Хамид аль-Гарнати,m
4935,Яков Бухвостов,m
4936,Локуста,f
4937,Кан-Балам I,m
4938,Клавдий Фосс,m
4939,Полемон,m
4940,Мария Французская,f
4941,Бенвенуто да Имола Рамбальди,m
4942,София Амалия Маршальк,f
4943,Ги Булонский,m
4944,Салония,f
4945,Асади Туси,m
4946,Эрих V,m
4947,Беорнхет,m
4948,Вайфар,m
4949,Эстори Фархи,m
4950,Аппий Клавдий Красс Инрегиллен,m
4951,Пандольфо II Малатеста,m
4952,Махабат-хан,m
4953,Цинь Цзюшао,m
4954,Дионисий Коринфский,m
4955,Кресил,m
4956,Порция,f
4957,Борис Коломанович,m
4958,Ульпия Марциана,f
4959,Домналл II Коричневый,m
4960,Генрих II,m
4961,Эни,m
4962,Борис III,m
4963,Ширзад ибн Масуд,m
4964,Свен III,m
4965,Тур Али-бек,m
4966,Лучано де Лаурана,m
4967,Нгуанамтхом,m
4968,Аль-Мансур ибн Бологгин,m
4969,Арно,m
4970,Радульф,m
4971,Гней Юлий Агрикола,m
4972,Этельберт II,m
4973,Елпидифор Парамонов,m
4974,Флегонт,m
4975,Фелициан из Фолиньо,m
4976,Витале,m
4977,Лю Ваньсу,m
4978,Веринар,m
4979,Гильом II,m
4980,Квинт Лоллий Урбик,m
4981,Марк Фабий Амбуст,m
4982,Гильом V Бертран,m
4983,Ефрем Малый,m
4984,Феликс де Валуа,m
4985,Публий Клодий Пульхр,m
4986,Тиберий Юлий Цельс Полемеан,m
4987,Саргон II,m
4988,Анжель де ла Барт,m
4989,Ганнибалиан Младший,m
4990,Мо-цзы,m
4991,Рис ап Грифид,m
4992,Дионисио Вильякорта,m
4993,Лев IV Хазар,m
4994,Иосиппон бен-Горион,m
4995,Елена Алипина,m
4996,Измаил,m
4997,Константин Дука,m
4998,граф Ратленд Эдмунд,m
4999,Дульса Леонская,f
5000,Ричард II,m
5001,Карло II Токко,m
5002,Гней Корнелий Цинна Магн,m
5003,Сафиаддин Урмави,m
5004,Эйтель Фридрих Прусский,m
5005,Шарлотта де Бурбон,f
5006,Андре де Лаваль-Монморанси,m
5007,Элеонора Английская,f
5008,Квинт Квинкций Цинциннат,m
5009,Флавий Констант,m
5010,Святой Кристанциан,m
5011,Янош Хуньяди,m
5012,Николай л’Алеман,m
5013,Ирина Кантакузина,f
5014,Аспиаз,m
5015,Саад ибн Абу Ваккас,m
5016,1-й граф Кент Эдмунд Вудсток,m
5017,Анна фон Мюнзинген,m
5018,Арношт из Пардубиц,m
5019,Жан II,m
5020,Клаффо,m
5021,Жан Д’Орбе,m
5022,Сильверий,m
5023,Генрих I,m
5024,принц Дании Вальдемар,m
5025,Беатриса Савойская,f
5026,Тугдамме,m
5027,Константин Драко,m
5028,Юмшан,m
5029,Костантино I,m
5030,Джеймс Дуглас,m
5031,Гай Септимий Север Апр,m
5032,Ида Лонгспе,f
5033,Карадог ап Мейрион,m
5034,Иоанна Английская,f
5035,Андрей Владимирович,m
5036,Изабелла Ангулемская,f
5037,Миль де Нуайе,m
5038,Зуфар ибн аль-Хузайл,m
5039,Есугей,m
5040,Пьетро Старший Фрегозо,m
5041,Бишр ибн аль-Мутамир,m
5042,Фудзивара-но Норимити,m
5043,Любарт Гедиминович,m
5044,Фёдор Ростопчин,m
5045,Каран,m
5046,Марк Валерий Мессала,m
5047,Вазописец диносов,m
5048,Реньеро Дзено,m
5049,Ориенций,m
5050,Джованни Бьянкини,m
5051,Уильям Феррерс,m
5052,Климент Смолятич,m
5053,Сергий IV,m
5054,Берхар,m
5055,Верхуслава Всеволодовна,f
5056,Жан II де Блуа-Шатильон,m
5057,Ансгар,m
5058,Зейд аль-Хайр,m
5059,Рубен II,m
5060,Ферекид,m
5061,Альберто ди Маласпина,m
5062,Флавий Клеарх,m
5063,Киёхара-но Фукаябу,m
5064,Генрих IV,m
5065,Родольф II,m
5066,Марк Меций Руф,m
5067,Дирк Чиверс,m
5068,Фирмин Амьенский,m
5069,Роберт Клиффорд,m
5070,Георгий Палеолог,m
5071,Пирр II,m
5072,Кенвал,m
5073,Али ар-Рида,m
5074,Уильям III,m
5075,Крешимир I,m
5076,Император Го-Уда,m
5077,Лео фон Каприви,m
5078,Окко I том Брок,m
5079,Гизо,m
5080,Марк Азиний Атратин,m
5081,Эрменрик,m
5082,Алексий Слав,m
5083,Замврий,m
5084,4-я графиня Пембрук Изабелла де Клер,m
5085,Уильям Мелтон,m
5086,Литольд,m
5087,Моним,m
5088,Лука Фиески,m
5089,Абдул-Джаббар ибн Ахмад,m
5090,Иоганн Цайнер,m
5091,Колумба,m
5092,Роберто Алидози,m
5093,Григорий VIII,m
5094,Энрико Кавилья,m
5095,Гаттон I,m
5096,Ходзё Масако,m
5097,Пьетро Палеокапа,m
5098,Мирча II,m
5099,Флорис I,m
5100,Хью Линкольнский,m
5101,Людовик XI,m
5102,Лаодика,f
5103,Флавий Невитта,m
5104,Ричард I,m
5105,Дорофей Сидонский,m
5106,Юйфуло,m
5107,Марк Помпей Макрин Неос Феофан,m
5108,Сухайль ибн Амр,m
5109,Абд аль-Мутталиб,m
5110,Сорхахтани,f
5111,Всеволод Святославич Чермный,m
5112,Петронелла Лотарингская,f
5113,Амфилохий Иконийский,m
5114,Маргарита I,f
5115,Ваньянь Сюнь,m
5116,Брахмагупта,m
5117,Ландульф I,m
5118,Франческо Ландини,m
5119,Шаджар ад-Дурр,f
5120,Эвагор II,m
5121,Дион Кассий,m
5122,Святополк Мстиславич,m
5123,Кеолред,m
5124,Гвидо ди Грациано,m
5125,Маурегато,m
5126,Помпея Магна,f
5127,Риццардо II да Камино,m
5128,Эмилий Макр,m
5129,Экберт I,m
5130,Эвридика II Македонская,f
5131,Афраат,m
5132,Геннадий Важеозерский,m
5133,Алкмеон,m
5134,Жуань Сянь,m
5135,Айлиль мак Дунлайнге,m
5136,Тоза Акмурзаев,m
5137,Сулук,m
5138,Юстиниан Валлийский,m
5139,Ренье Монферратский,m
5140,Увайс аль-Карани,m
5141,Тит Турпилий Силан,m
5142,Квинт Сульпиций Камерин Корнут,m
5143,Пруденций Труасский,m
5144,Саади,m
5145,Ходзё Токиёри,m
5146,Захид Гилани,m
5147,Абулит,m
5148,Тхэджо,m
5149,Абдуллах ибн Умм Мактум,m
5150,Джон Капгрейв,m
5151,Аполлодор,m
5152,Уолтер Жиффар,m
5153,Гарсия Санчес,m
5154,Нур ад-Дин Махмуд,m
5155,Эрумба Урхельская,m
5156,У-ди,m
5157,Птолемей,m
5158,Авраам,m
5159,Александр Константинопольский,m
5160,Диоген Лаэртский,m
5161,Рудольф II фон Штаде,m
5162,Беатрис Бургундская,f
5163,Санш VI Гильом,m
5164,Иван Анкиндинов,m
5165,Макбет,m
5166,Бледин ап Кинвин,m
5167,Чу Суйлян,m
5168,Эльвира Менендес,f
5169,Фернандо Ансурес,m
5170,Эйсо,m
5171,Иосе бен-Халафта,m
5172,Гасдрубал,m
5173,Адальберо II,m
5174,Борич,m
5175,Юрий Гольшанский,m
5176,Тира Датская,f
5177,Радегаст,m
5178,Бартоломео Венето,m
5179,Юг II де Сен-Поль,m
5180,Доротея Букка,f
5181,Бланка II Наваррская,f
5182,Йос ван Гент,m
5183,Лодевейк ван Беркен,m
5184,Аннон Веронский,m
5185,Пандульф II,m
5186,Клеопатра II,f
5187,Гийом Овернский,m
5188,Оуайн Черногубый,m
5189,Закария аль-Казвини,m
5190,Болеслав IV Кудрявый,m
5191,Лисистрат,m
5192,Биргер Броса,m
5193,Хремонид,m
5194,Аршак III,m
5195,Людовик IV,m
5196,Хайр-бей,m
5197,Гамлиэль II,m
5198,Вальдо,m
5199,Григор Марашеци,m
5200,Олиба I,m
5201,Хассо фон Ведель-Шифельбайн,m
5202,Дмитрий Анакопийский,m
5203,Степанос Сюнеци,m
5204,Чиджын,m
5205,Мариано IV,m
5206,Питтак,m
5207,Ефросина,m
5208,Конрадин,m
5209,Санчо IV,m
5210,Георгий Акрополит,m
5211,Родольф IV,m
5212,Император Го-Тоба,m
5213,Анфрид,m
5214,Аршамбо V де Бурбон,m
5215,Танкред,m
5216,Иоганн I,m
5217,Гедвига Саксонская,f
5218,Сальвиан,m
5219,Валерия Максимилла,m
5220,Костантино II,m
5221,Пьер де Рош,m
5222,Уто,m
5223,Ашшур-надин-шуми,m
5224,Император Нинтоку,m
5225,Квинт Фабий Барбар Валерий Магн Юлиан,m
5226,Дионисий,m
5227,Клеонид,m
5228,Яков бен-Махир ибн-Тиббон,m
5229,Дитрих II,m
5230,Виллехарий,m
5231,Хусейн ибн Хамдан,m
5232,Асан Кайгы,m
5233,Памфилио Кастальди,m
5234,Ги V,m
5235,Андроник IV Палеолог,m
5236,Ингеборг Эриксдоттер,f
5237,Мелания Младшая,f
5238,Глуниайрн,m
5239,Ибн Кудама аль-Макдиси,m
5240,Ле Дай-хань,m
5241,Вальдемар II,m
5242,Адель Французская,f
5243,Георгий Александрович,m
5244,Изабелла Арагонская,f
5245,Гильберт Семпрингхемский,m
5246,Ахмад I аль-Муктадир,m
5247,Фольке Ярл,m
5248,Ариобарзан II Ктист,m
5249,Галеотто I Пико делла Мирандола,m
5250,Димитрий Палеолог Кантакузин,m
5251,Раймунд V,m
5252,графиня Росс Ефимия II,f
5253,Лупп Солунский,m
5254,Абу-ль-Касим аль-Багави,m
5255,Мария Таныгина,f
5256,Бушар VII,m
5257,Митрофан,m
5258,Гуго де Шалон,m
5259,Бурхануддин Кылыч,m
5260,Луций Фурий Медуллин,m
5261,Альберт Богемский,m
5262,Сульпиция Дриантилла,m
5263,Мария Люксембургская,f
5264,Гарсия I,m
5265,Гней Кальпурний Пизон,m
5266,Никита,m
5267,Ибрахим ибн аль-Махди,m
5268,Клеомброт I,m
5269,Ульрих IV,m
5270,Эд I де Пентьевр,m
5271,Бернар Готский,m
5272,Оттон де ла Рош,m
5273,София Венгерская,f
5274,Ань-ди,m
5275,Рескупорид I,m
5276,Василий Удалой,m
5277,Мазей,m
5278,Бранко Младенович,m
5279,Ли Юй,m
5280,Публий Волумний Аминцин Галл,m
5281,Бернардо Росселлино,m
5282,Луций Росций Элиан Пакул,m
5283,Абу Саид Усман III,m
5284,Генрих Лицемер,m
5285,Паниасид,m
5286,Евдокия Макремволитисса,m
5287,Джелал ад-Дин Мангуберди,m
5288,Муйредах мак Руадрах,m
5289,Ан Гён,m
5290,Феликс III,m
5291,Бернард Клервоский,m
5292,Али ат-Табари,m
5293,Пьетро Капоччи,m
5294,Андреа Малатеста,m
5295,Ирина Монферратская,m
5296,Рихенза Нортхеймская,f
5297,Аль-Аббас аль-Мустаин Биллах,m
5298,Элис де Ласи,m
5299,Манфред I,m
5300,Эрик I,m
5301,Абу-ль-Хасан аш-Шазили,m
5302,Гийом V дю Бек-Креспен,m
5303,Евстратий Гарида,m
5304,Ниалл мак Кернайг Сотал,m
5305,Авл Теренций Варрон Мурена,m
5306,Ральф Невилл,m
5307,Вильгельм I Злой,m
5308,Мефодий I,m
5309,Юнус ибн Хабиб ад-Дабби,m
5310,Телец,m
5311,Мария Шампанская,f
5312,Людвиг VII Бородатый,m
5313,граф Данбар Патрик I,m
5314,Илубиди,m
5315,Мануил Вутумит,m
5316,Ван Вэй,m
5317,Карломан,m
5318,Тибо III де Блуа,m
5319,Якоб Диркс де Графф,m
5320,Фёдор Ольгович,m
5321,Абраха аль-Ашрам,m
5322,Иветта Юйская,m
5323,Марко II Санудо,m
5324,Никита,m
5325,граф Ангус Малькольм,m
5326,Годфруа Парижский,m
5327,Евпомп,m
5328,Адальберт IV,m
5329,Филипп III д’Эврё,m
5330,Ибн Кутайба,m
5331,Вакхилид,m
5332,Император Сутоку,m
5333,Магн Феликс Эннодий,m
5334,Герольд I,m
5335,Гиесм,m
5336,Андреа ди Бартоло,m
5337,Луций Фульвий Курв,f
5338,Есу-Мункэ,m
5339,Депольт II,m
5340,Аменирдис I,m
5341,Александр Сукочев,m
5342,Тит Вергиний Трикост Целиомонтан,m
5343,Тимофей I,m
5344,Аделаида Бургундская,f
5345,Пачакутек Юпанки,m
5346,Зосима,m
5347,Мария Кастильская,f
5348,Антиох XII Дионис,m
5349,Анастасия Узорешительница,m
5350,Аль-Аббас ибн Абд аль-Мутталиб,m
5351,Мамант,m
5352,Гуго II,m
5353,Азиний Галл,m
5354,Флодоард,m
5355,Карл I,m
5356,Ходзё Ёситоки,m
5357,Леопольд V,m
5358,Андроник,m
5359,Абу-ль-Касим ар-Рафии,m
5360,Деидамия,f
5361,Конрад I,m
5362,Элеанора Морли,m
5363,Уильям,m
5364,Павел Коломенский,m
5365,Гай Воласенна Север,m
5366,Даоу-ди,m
5367,Анна Бесараб,f
5368,Су-цзун,m
5369,Абдишо,m
5370,Титила,m
5371,Ходзё Садатоки,m
5372,Эд,m
5373,Стефан III,m
5374,Ровоам,m
5375,Чжан Сюаньцзин,m
5376,Георгий,m
5377,Макарий Желтоводский,m
5378,Лантахарий,m
5379,Маттео де Пасти,m
5380,Стратон,m
5381,Шерефеддин Сабунджуоглу,m
5382,Катал Кробдерг Уа Конхобайр,m
5383,Иоанн,m
5384,Баттиста ди Кампофрегозо Старший,m
5385,Евзой,m
5386,Павлин I,m
5387,Вивиан Сентский,m
5388,Теодорих II,m
5389,Никифор I,m
5390,Гай Веррес,m
5391,Гай Серторий Брокх Квинт Сервей Инноцент,m
5392,Уильям Бардольф,m
5393,Секунд из Вентимильи,m
5394,Вирхор,m
5395,Менендо II Гонсалес,m
5396,Андрей Критский,m
5397,Владимир Святославич,m
5398,Гийом де Вилларе,m
5399,Мухаммад аль-Айяши,m
5400,Оттон I Вормсский,m
5401,Эйке фон Репков,m
5402,Маргарита Австрийская,m
5403,Симеон Метафраст,m
5404,Елизавета Неверская,m
5405,Оттон III фон Шайерн,m
