,entity,gender
10737,Sahib I Girej,m
10738,Bolesław cieszyński,m
10739,Gerard VI,m
10740,Eleonora Wirtemberska,f
10741,Demetriusz Kantakuzen,m
10742,Wilhelm,m
10743,Yoshihide Ashikaga,m
10744,Józef Miłosz,m
10745,Despina Chatun,m
10746,Ludwik Exarch,m
10747,Filochoros,m
10748,Nerio I Acciaiuoli,m
10749,Jacob van Wassenaer Obdam,m
10750,Mścisław Iziasławicz,m
10751,Świętosława Swatawa,f
10752,Thierry Alzacki,m
10753,Jerzy Wittelsbach,m
10754,Jerzy Dołgoruki,m
10755,Filip z Jerozolimy,m
10756,Chabbasz,m
10757,Yoshiakira Ashikaga,m
10758,Albrecht Alcybiades,m
10759,Rudolf I,m
10760,Alexandre de Rhodes,m
10761,Chad,m
10762,Jan Basta,m
10763,Teofan I Karikes,m
10764,Tycho Brahe,m
10765,Thomas Tallis,m
10766,Henryk III,m
10767,Flawiusz Ardaburiusz Aspar,m
10768,Kosma II Attykos,m
10769,Jan Bernard Bonifacio,m
10770,Spitygniew Brneński,m
10771,Iduberga,m
10772,Francisco Camilo,m
10773,Guillaume d’Aigrefeuille,m
10774,Stefan Mikołaj Branicki,m
10775,Mistrz Biblii Hutterów,m
10776,Luigi Pisani,m
10777,Maria Paleolog z Monferratu,m
10778,Domarad Grzymała,m
10779,Agapit z Palestriny,m
10780,Jan de Matha,m
10781,David Carlson,m
10782,Tomasz Dolabella,m
10783,Richard Lovelace,m
10784,Mauregato,m
10785,Jan Davidszoon de Heem,m
10786,Hippiasz,m
10787,Orazio Alfani,m
10788,Pietro degli Antonii,m
10789,Władysław z Gielniowa,m
10790,Antoine du Prat,m
10791,Stanisław Kazimierz Radziwiłł,m
10792,Albrecht III Achilles,m
10793,Perejesława halicka,f
10794,Francisco Pérez Sierra,m
10795,Ayşe Hümaşah,m
10796,Pedro Sarmiento de Gamboa,m
10797,Świętopełk,m
10798,Mingji Chujun,m
10799,Agnieszka Przemyślidka,m
10800,Adam Assimi,m
10801,Waldemar Atterdag,m
10802,J. Dunn,m
10803,Celio Piccolomini,m
10804,Karol III Szlachetny,m
10805,Abraham z Efezu,m
10806,Awidiusz Kasjusz,m
10807,Eudokia Bajana,m
10808,Sigismund von Schkoppe,m
10809,Johann Froben,m
10810,Nicholas Rémy,m
10811,Apolinary Wieczorkowicz,m
10812,Filiskos,m
10813,Anna Habsburżanka,f
10814,Juan Hurtado de Mendoza,m
10815,Antonio Francesco Sanvitale,m
10816,Kosma II Medyceusz,m
10817,Wichman Młodszy,m
10818,Benito de Sala y de Caramany,m
10819,Sebastian von Rostock,m
10820,Arslan Isra'il Jabgu,m
10821,Jan Kanty,m
10822,Cosimo Gheri,m
10823,Masashige Kusunoki,m
10824,Leon Nowosielski,m
10825,Jozjasz,m
10826,Adriana Spilberg,m
10827,Celsus z Vercelli,m
10828,Mary Beale,m
10829,Jan III z Dražic,m
10830,Edward Finch,m
10831,Konrad X Biały,m
10832,Perdikkas III Macedoński,m
10833,Ludgarda meklemburska,f
10834,John Boys,m
10835,Ignacy Jerzy II,m
10836,Hartwig ze Stade,m
10837,Jan Przypkowski,m
10838,Rainald z Dassel,m
10839,Tomasz Poncino,m
10840,Edward Lhuyd,m
10841,Jindřich Matyáš Thurn,m
10842,Aśoka,m
10843,Inge I Starszy,m
10844,Luis Guillermo de Moncada Aragón Luna de Peralta y de la Cerda,m
10845,Diego Quispe Tito,m
10846,Appiusz Klaudiusz Pulcher,m
10847,Ticida,m
10848,Johannes Cornago,m
10849,Jan II Aragoński,m
10850,Jan Iwanaga,m
10851,François Clouet,m
10852,Jan Zápolya,m
10853,Jakub Gawath,m
10854,Abdulhak I,m
10855,Tymosz Chmielnicki,m
10856,Atanazy III,m
10857,Dedo II,m
10858,Tobias Verhaecht,m
10859,Euryk,m
10860,Jan Strakowski,m
10861,Stanisław Papczyński,m
10862,Ludwik Węgierski,m
10863,Al-Mamun,m
10864,Matsutaro Wakamoto,m
10865,Czyngis-chan,m
10866,Dasjusz,m
10867,Francis Gordon,m
10868,Siemowit dobrzyński,m
10869,Johann Bernhard Fischer von Erlach,m
10870,Bernard Szumborski,m
10871,Stanisław Borek,m
10872,Anne Bradstreet,m
10873,Otton I brandenburski,m
10874,Filippo Calandrini,m
10875,Maria Brabancka,f
10876,Li Chunfeng,m
10877,Muhammad ibn Falah,m
10878,Léon Potier de Gesvres,m
10879,Baltasar Gracián,m
10880,Manuel Komnen,m
10881,Marino Faliero,m
10882,Herbert II de Vermandois,m
10883,Stanisław Górski,m
10884,Zofia Magdalena Piastówna,m
10885,Achacy Czema,m
10886,Woldemar August von Löwendahl,m
10887,Rafał z Tarnowa,m
10888,Ibrahim,m
10889,Jan Koniecki,f
10890,Jerzy Jan Wittelsbach,m
10891,Grzegorz XI,m
10892,Konstantyn IV,m
10893,Giovanni Battista Orsini,m
10894,Leone Brancaleone,m
10895,Magnus I,m
10896,Andrzej z Buku,m
10897,Jan Eliasz Mieleszko,m
10898,Eustacjusz,m
10899,Godfryd VI Andegaweński,m
10900,Manuel Angelos Filantropenos,m
10901,Walenty Pęski,m
10902,Taddeo Zuccaro,m
10903,Olimpias,f
10904,Henry Sydney,m
10905,Emilian,m
10906,Francesco Condulmer,m
10907,Francesco Angelo Rapaccioli,m
10908,Heddo,m
10909,Teofano,f
10910,Brzetysław,m
10911,Stanisław Odrowąż ze Sprowy,m
10912,Giovanni Paolo Maggini,m
10913,Diodotos I,m
10914,Baccio d’Agnolo,m
10915,Teofilakt,m
10916,Georg Flegel,m
10917,Bianca Maria Sforza,f
10918,Giovanni Guidiccioni,m
10919,Giovanni Attard,m
10920,Bartholomeus van der Helst,m
10921,Chuanzi Decheng,m
10922,Francis Beaumont,m
10923,Michizane Sugawara,m
10924,Dominika z Nikomedii,m
10925,David Teniers,m
10926,Włodzimierz Rasate,m
10927,Izydor z Sewilli,m
10928,Al-Hamadani,m
10929,Albrecht I Bawarski,m
10930,Dongshan Shouchu,m
10931,Pedro Moya de Contreras,m
10932,Stefan Bodecker,m
10933,Andrzej Holszański,m
10934,Piotr z Proboszczowic,m
10935,Doriajos,m
10936,Franciszek de Hieronimo,m
10937,Gilbert z Caithness,m
10938,Cyrus II Wielki,m
10939,Hanul z Rygi,m
10940,Seneka Młodszy,m
10941,Harun ar-Raszid,m
10942,Childebert III,m
10943,Eustachy IV z Boulogne,m
10944,Afanasij Wiaziemski,m
10945,Henryk von Wacholz,m
10946,Gwidon z Avesnes,m
10947,Fazael I,m
10948,Gabriel III,m
10949,Otton III,m
10950,Bernardino Maffei,m
10951,Albrecht VII Habsburg,m
10952,Aleksander Józef Załuski,m
10953,Laodika VI,m
10954,David Loggan,m
10955,Wok z Rożemberka,m
10956,Henning Iwen,m
10957,Fra Bartolomeo,m
10958,Jakub Uchański,m
10959,Guillaume III de Croÿ,m
10960,David de Coninck,m
10961,Joost de Soete,m
10962,Henryk II Dobry,m
10963,Andrzej Wiszowaty,m
10964,Go-Fushimi,m
10965,Jerzy Aleksandrowicz Chodkiewicz,m
10966,Naropa,m
10967,Stanisław Kryski,m
10968,Ariarates IX Eusebes Filopator,m
10969,Marc’Antonio Zondadari,m
10970,Gerazym I,m
10971,Elisabetta Sirani,m
10972,Karolina Piastówna,m
10973,Bernardino Luini,m
10974,Willem Janszoon,m
10975,Wacław III rybnicki,m
10976,Mariano Valguarnera,m
10977,Antonio Priuli,m
10978,Leon I,m
10979,Maria Anna d’Arquien,m
10980,Feqiyê Teyran,m
10981,Dytryk I,m
10982,Piotr IV Aragoński,m
10983,Wilhelm Saultemouche,m
10984,Piotr González,m
10985,Benedetta Carlini,f
10986,Michał Antoni Hacki,m
10987,Lukrecja Medycejska,f
10988,Jingshan Faqin,m
10989,Sebastiano Antonio Tanara,m
10990,Karol Gerardis,m
10991,Amandus,m
10992,Teodor,m
10993,P’yŏnyang Ŏngi,m
10994,Konrad I von Raabs,m
10995,Aryk Böge,m
10996,Radegunda z Turyngii,f
10997,Grzegorz XII,m
10998,Dominik Małachowski,m
10999,Andrea del Pozzo,m
11000,Richard Amerike,m
11001,Feliks Aleksander Lipski,m
11002,Mikalojus Daukša,m
11003,Dobroniega Maria,f
11004,Andrzej III,m
11005,Moses van Uyttenbroeck,m
11006,Scholastyk,m
11007,Stanisław Bonifacy Wierzbowski,m
11008,Abba Sjeru Guangul,m
11009,Gilles de Rais,m
11010,Teodoryk,m
11011,Jan V,m
11012,Marcello Santacroce,m
11013,Thibaud Gaudin,m
11014,Anders Leijonstedt,m
11015,Johan van Oldenbarnevelt,m
11016,Gutlak z Crowland,m
11017,Wiktor z Damaszku,m
11018,Jan I de Bourbon,m
11019,Ulryk Hozjusz,m
11020,Gunthar,m
11021,Eryk XII Magnusson,m
11022,Richard Simon,m
11023,Karol III Prostak,m
11024,Fredrik Adolf Hansen Ehrencron,m
11025,Hajle Gijorgis,m
11026,Monzaemon Chikamatsu,m
11027,Parteniusz II,m
11028,Bartolomeo Lapacci,m
11029,Fryderyk Massalski,m
11030,Thomas Harriot,m
11031,Ernest I,m
11032,Jan de Brito,m
11033,İslâm II Girej,m
11034,Milan Nešić,m
11035,Andrzej Corsini,m
11036,Wojciech z Krowicy,m
11037,Bonagracja z Bergamo,m
11038,Markus Sittikus von Hohenems,m
11039,Giorgio Schiavone,m
11040,Konstantyn Angelos,m
11041,Gennadius Bizanczy,m
11042,Krzysztof Wirtemberski,m
11043,Henryk X chojnowski,m
11044,Murtaszkar,m
11045,Øyvind Finnsson Skaldespillar,m
11046,Ludwik Decjusz,m
11047,Karol Duchiewicz,m
11048,Perpetua,m
11049,Henryk II Żelazny,m
11050,Leszek inowrocławski,m
11051,Bogusza Brodaty,m
11052,Leonard Kimura,m
11053,Grimoald II,m
11054,Dixin Dushun,m
11055,Charles Dufresny,m
11056,Aleksander II,m
11057,Mieczysław Mleczko ze Szkopów,m
11058,Jan I,m
11059,Johann Georg von Götzen,m
11060,Curtet,m
11061,Sebastiano Antonio Pighini,m
11062,Ingunda,m
11063,Louis Abelly,m
11064,Karol II Zły,m
11065,Franciszek Lismanin,m
11066,Lambert Doomer,m
11067,Bogdan Jendrysik,m
11068,Thomas Fairfax,m
11069,Flaminio Ponzio,m
11070,Marianna Kazanowska,f
11071,Fryderyk Wirtemberski-Winnental,m
11072,Ditlev Reventlow,m
11073,Albrecht I,m
11074,Tymoteusz I,m
11075,Tomás de Aguiar,m
11076,Henryk VI Luksemburski,m
11077,Afonso de Portugal,m
11078,Ambrosius Jung,m
11079,Abrahamiusz Halicki,m
11080,Bencion,m
11081,Jolanta Walezjuszka,f
11082,Jan Chryzostom Pieniążek,m
11083,Li Yuanhao,m
11084,Niccolò dei Conti,m
11085,Thomas Fritsch,m
11086,Leon Trani,m
11087,Maciej Grabowski,m
11088,Aszchen,f
11089,Zenobiusz z Gizerty,m
11090,Tommaso Mocenigo,m
11091,Antyfanes,m
11092,Eustachy Jan Tyszkiewicz,m
11093,Domenico de Sambucina,m
11094,Pangyun Jushi,m
11095,Ferdinando Nuzzi,m
11096,Henryk I Starszy z Podiebradów,m
11097,Filemon Kosonocki,m
11098,Alessandro Casolani,m
11099,Galien,m
11100,Witeliusz,m
11101,Euagoras,m
11102,Megabazus,m
11103,Franz Werner Tamm,m
11104,Wassian II,m
11105,Iwan Władysław,m
11106,Attyla,m
11107,Bartolomé Colón,m
11108,Henryk Babenberg,m
11109,Sybilla Jerozolimska,f
11110,Andrea Contarini,m
11111,Adam Kraft,m
11112,Girolamo Aleandro,m
11113,Błogosławiona Salomea,f
11114,Szymon bar Jochaj,m
11115,Feliks Kulpiński,m
11116,François Perrier,m
11117,Hilarion z Gazy,m
11118,Rōben Sōjō,m
11119,Wojciech Krasiński,m
11120,Sancha Kastylijska,f
11121,Konrad Krebs,m
11122,Albert Cadot,m
11123,Jakub Świnka,m
11124,Giacomo I Crispo,m
11125,Andrzej Hoffman,m
11126,Święta Lucyna,m
11127,Almachiusz,m
11128,Karanbas,m
11129,Wisław I,m
11130,Ranier I z Montferratu,m
11131,Agasikrates,m
11132,Fayan Wenyi,m
11133,Piotr II Sabaudzki,m
11134,Go-Daigo,m
11135,Llewelyn Ostatni,m
11136,Adam Opatowczyk,m
11137,Ibn Tumart,m
11138,Atalante Migliorotti,m
11139,Maria de Montpensier,m
11140,Elżbieta Bobola,m
11141,Anthonis Mor,m
11142,Eliasz Arciszewski Młodszy,m
11143,William Peto,m
11144,Pauzaniasz Macedoński,m
11145,Alketas I z Epiru,m
11146,Wikint,m
11147,Bartolomeo Eustachi,m
11148,Aleksy Komnen,m
11149,François-Timoléon de Choisy,m
11150,Mikołaj Sęp Szarzyński,m
11151,Andrew de Moray,m
11152,Władysław Adamczyk,m
11153,Baisan Monpon,m
11154,T’anshi,m
11155,Tomasz Jan Romanowski,m
11156,Beorhtric,m
11157,Jakub Gattilusio,m
11158,Johannes Cocceius,m
11159,Moronobu Hishikawa,m
11160,Jan Borgia,m
11161,Jan Brożek,m
11162,Welf II,m
11163,Leopold I Sławny,m
11164,Sigurd II Gęba,m
11165,Krzysztof od św. Katarzyny,m
11166,Maksymilian Ossoliński,m
11167,Csaba Asztalos,m
11168,Carlo Farina,m
11169,Pierpaolo Parisio,m
11170,Benedykt Massari,m
11171,Andrzej Chryzostom Załuski,m
11172,Henry Gellibrand,m
11173,Francesco Squarcione,m
11174,Leopold von Auersperg,m
11175,Ammianus Marcellinus,m
11176,Go-En’yū,m
11177,Artawazdes II z Medii Atropatene,m
11178,Edward,m
11179,Valdès,m
11180,Andrzej Rzeczycki,m
11181,Taichang,m
11182,Henri de Boulainvilliers,m
11183,Yoshimoto Imagawa,m
11184,Wilhelm V Pobożny,m
11185,Anna Austriaczka,f
11186,Rajmund z Poitiers,m
11187,Jan z Asturii,m
11188,Goswin de Beauffort,m
11189,Święta Ludgarda,f
11190,Walahfrid Strabo,m
11191,Anatoliusz,m
11192,Constantijn Huygens,m
11193,Roman Antiocheński,m
11194,James Sharples,m
11195,Dymitr Suzdalski,m
11196,Ingoberga,f
11197,Trojden,m
11198,Jan Piotr Sapieha,m
11199,Jean de Sainte-Colombe,m
11200,Trajan Patrycjusz,m
11201,Bernardo Navagero,m
11202,Konstantyn Doranites,m
11203,Eleonora Dorota Anhalt-Dessau,f
11204,Antonio Carafa,m
11205,Jane Leade,m
11206,Sancho IV Odważny,m
11207,Ernest Fryderyk,m
11208,Liuwa II,m
11209,Leonardo di Bona,m
11210,Xingshan Weikuan,m
11211,Prijezda I,m
11212,Cornelis Gerritsz. Decker,m
11213,Antonio da Negroponte,m
11214,Wasyl IV Szujski,m
11215,Hermann Stutz,m
11216,Gioachino Greco,m
11217,Sylwiusz Wirtemberski,m
11218,Krystyna Radziwiłłówna,f
11219,Jean Baptiste Racine,m
11220,"Trofim, Dorymedon i Sabacjusz",m
11221,Guilliam Gabron,m
11222,Lazzaro Pallavicino,m
11223,Jerzy Wilhelm,m
11224,Werner z Eppsteinu,m
11225,Fryderyk IV legnicki,m
11226,Licynia Eudoksja,m
11227,Stieńka Razin,m
11228,Jan Sobiepan Zamoyski,m
11229,Enni Ben’en,m
11230,Zygmunt Gonzaga Myszkowski,m
11231,Krzysztof Niszczycki,m
11232,Hendrick de Keyser,m
11233,Rafał Leszczyński,m
11234,Kleopatra Selene II,m
11235,Jan II Szalony,m
11236,Thomas Pitt,m
11237,Charles de Hémard de Denonville,m
11238,Marco Sanudo,m
11239,Zhang’an Guanding,m
11240,Ulpian Domicjusz,m
11241,Filodemos z Gadary,m
11242,Agnieszka Kubicka-Trząska,f
11243,Dezyderiusz Akwitański,m
11244,Mieczysław Krajewski,m
11245,Bartolomeo Commazio,m
11246,Leonid,m
11247,Zhanran Yuancheng,m
11248,Zachariasz,m
11249,Aleksandra słupska,f
11250,Henryk Juliusz de Bourbon-Condé,m
11251,Watamaro Bun’ya,m
11252,Ariusz,m
11253,Ferdynand II,m
11254,Alipiusz Słupnik,m
11255,Ninnaid z Inismacsaint,m
11256,Louis de Nogaret d’Épernon de La Valette,m
11257,Andrés de Rubira,m
11258,Bertrand des Bordes,m
11259,Stefan da Cuneo,m
11260,Yoshitane Ashikaga,m
11261,Mikołaj Radziwiłł,m
11262,Jan Gostomski,m
11263,Ewagriusz Scholastyk,m
11264,Herman Wrangel,m
11265,Malatesta da Verucchio,m
11266,Stanisław Szembek,m
11267,Małgorzata Ludwika d’Orléans,f
11268,Onufry Lancaster,m
11269,Jeanne Hachette,f
11270,Kojijū,m
11271,Jan Franciszek Stadnicki,m
11272,Stefan Lochner,m
11273,Andrzej Trzebicki,m
11274,Tulsidas,m
11275,Bolesław III płocki,m
11276,Szymon syn Boetosa,m
11277,Joanna la Beltraneja,f
11278,André Campra,m
11279,Jan Kaldeborn,m
11280,Giovanni Rafanelli,m
11281,Jan X Kamater,m
11282,Jan II Wittelsbach,m
11283,Mykoła Dylecki,m
11284,Mary Dyer,m
11285,Amancjusz,m
11286,Vincenzo Petra,m
11287,Markus Sitticus von Hohenems,m
11288,Rumi,m
11289,Francis Line,m
11290,Mahdi Salman,m
11291,Irodion,m
11292,Emeryk Derencsényi,m
11293,Dukas,m
11294,Anne Hilarion de Tourville,m
11295,Maria Aragońska,f
11296,Yunhua Zhiyan,m
11297,Wilhelm VII,m
11298,Nicolaes Molenaer,m
11299,Grzegorz z Utrechtu,m
11300,Maria Eleonora Hohenzollern,f
11301,Rogneda,f
11302,Torquato Tasso,m
11303,Davide Cocco Palmieri,m
11304,Julianna twerska,f
11305,Jan z Damaszku,m
11306,Tomasz Bederman,m
11307,Hypatia z Aleksandrii,m
11308,Ludwik III Gonzaga,m
11309,Ninogniew z Kryska,m
11310,Richard Hill of Hawkstone,m
11311,Aretas IV,m
11312,Ludwik X Bawarski,m
11313,Filip II,m
11314,Utto z Metten,m
11315,Franciszek,m
11316,Roger I,m
11317,Benedykt Cichoszewski,m
11318,Jusuf ibn Taszfin,m
11319,Shunzei Fujiwara,m
11320,Nicolaes Eliaszoon Pickenoy,m
11321,Jarosław Mścisławowic,m
11322,Guo Shoujing,m
11323,Jakub z Sienna,m
11324,Inigo Arista,m
11325,Pier Paolo Crescenzi,m
11326,Santi di Tito,m
11327,Święty Joachim,m
11328,Paweł Aibara Sandayū,m
11329,Marcin Groblicz IV,m
11330,Beata Łaska z Kościeleckich,f
11331,Francisco Ribalta,m
11332,Antonio Pucci,m
11333,Mikołaj Potocki,m
11334,Boris Riezuchin,m
11335,Jan Walezjusz,m
11336,Regiomontanus,m
11337,Maria Anna von Spiegel,f
11338,Teodoro Ardemans,m
11339,Bogusław Radziwiłł,f
11340,Hans Holbein,m
11341,Roch González de Santa Cruz,m
11342,Robert I Mądry,m
11343,Robert Sibbald,m
11344,Thomas Coryat,m
11345,Adam Elsheimer,m
11346,Wacław II,m
11347,Jan Berchmans,m
11348,Łukasz Kopeć,m
11349,Marcin Leopolita,m
11350,Nymfidianos,m
11351,Jan Aleksander Koniecpolski,m
11352,Elżbieta Oettingen,m
11353,Roman Melodos,m
11354,Michelangelo Tonti,m
11355,Baltazar I żagański,m
11356,Jan Kalwin,m
11357,Agnieszka głogowska,f
11358,Bartłomiej Kazanowski,m
11359,Hieronim z Kardii,m
11360,Gioseffo Zarlino,m
11361,Louis Giobergia,m
11362,Karol Śmiały,m
11363,Jan Zaor,m
11364,Ragnhilda Potężna,f
11365,Henryk Morse,m
11366,Atalaryk,m
11367,Ignazio Solaro di Moreta,m
11368,Kosma Pieśniarz,m
11369,Odoardo Vecchiarelli,m
11370,Gaudenzio Ferrari,m
11371,Thông Thiền,m
11372,Shunkai Shibukawa,m
11373,Marcin Ruar,m
11374,Volumnio Bandinelli,m
11375,Jan Rozdrażewski,m
11376,Guo Pu,m
11377,Mohammad Chodabande,m
11378,Hernando Pizarro,m
11379,Sancho IV,m
11380,Bertold III,m
11381,Thomas Mun,m
11382,Fasold z Wierzbna,m
11383,Oswald von Wolkenstein,m
11384,Aniello Falcone,m
11385,Thomas Browne,m
11386,Jan II Komnen,m
11387,Emil Werner,f
11388,Mauro Codussi,m
11389,Aleksiej Szein,m
11390,Salih ibn Tarif,m
11391,Łukasz Kaliński,m
11392,Andries van Eertvelt,m
11393,Clas Åkesson Tott,m
11394,Johann Andreas Herbst,m
11395,Święty Wulstan,m
11396,Jacek Łopacki,m
11397,Łukasz Drewno,m
11398,Leszek Czarny,m
11399,Wacław Franczek,m
11400,Lorenzo Cibo de Mari,m
11401,Gyda duńska,f
11402,Veríssimo de Lencastre,m
11403,Thankmar,m
11404,Olga Kijowska,f
11405,Rudolf III,m
11406,Zdzisław Jan Zamoyski,m
11407,Gerberga Saska,f
11408,Edgar Spokojny,m
11409,Andrzej Patrycy Nidecki,m
11410,Giovanni Francesco Morosini,m
11411,Siemowit III,m
11412,Jan Miense Molenaer,m
11413,Ariarates III,m
11414,Kazimierz III gniewkowski,m
11415,Agnieszka Przemyślidka,m
11416,Elżbieta Heska,f
11417,Pedro Fajardo,m
11418,Andrzej Ruszkowski,m
11419,Adda-guppi',m
11420,Zoe Paleolog,m
11421,Liu Hong,m
11422,Bartolomeo Montagna,m
11423,Heinz Ambühl,m
11424,Prospero Colonna,m
11425,Karol Wielki,m
11426,Rombout van Troyen,m
11427,Carlo Tessarini,m
11428,Bartolus de Saxoferrato,m
11429,Elżbieta z Schönau,m
11430,Leon IV Chazar,m
11431,Gustaf Otto Stenbock,m
11432,Gabriel Bekiesz,m
11433,Pedro de Moya,m
11434,Męczennicy z Nagasaki,m
11435,Gregorio Cortese,m
11436,Eberhard z Nysy,m
11437,Linus,m
11438,Roger de Flor,m
11439,Jan Kazimierz Wittelsbach,m
11440,Sebastian Bury,m
11441,Czasław,m
11442,Francesco Solimena,m
11443,Paolo Boccone,m
11444,Stanisław Orzechowski,m
11445,Nicolaes Maes,m
11446,Hisaaki,m
11447,Gajusz Sencjusz Saturninus,m
11448,Dobrosława pomorska,f
11449,Ludwik III Młodszy,m
11450,Johannes Lingelbach,m
11451,Ludwik VII Brodaty,m
11452,Kazimierz Jan Frąckiewicz Radzimiński,m
11453,Giambattista Spinola,m
11454,Yukinobu Kiyohara,m
11455,Maria bytomska,f
11456,Fiodor II Borysowicz,m
11457,Ulryk V Wirtemberski,m
11458,Luiza Julianna Orańska,f
11459,Cyprian Żochowski,m
11460,Ashama ibn Abdżar,m
11461,Henryk Tudor,m
11462,Simsang,m
11463,Andrzej Firlej,m
11464,Francesco Veniero,m
11465,Gerung,m
11466,Aleksander I Szkocki,m
11467,Rajmund Ruben,m
11468,Gérard Desargues,m
11469,Jan III Paleolog,m
11470,Cihangir,m
11471,Jan Ignacy Bąkowski,m
11472,Jan Świdwa Szamotulski,m
11473,Jean du Bellay,m
11474,"Tyrsus, Palmacjusz i Bonifacy",m
11475,Giovanni Visconti,m
11476,Otto Marseus van Schrieck,m
11477,Wilhelm Młodszy,m
11478,Stanisław Pieniążek,m
11479,Zenon z Elei,m
11480,Krikor Bedros VI Dżeranian,m
11481,John Robinson,m
11482,Marek Ewangelista,m
11483,Jerzy Synkelos,m
11484,Krzysztof Bobola,m
11485,Akazome Emon,m
11486,Jean Cabrol de Blanque,m
11487,Suiko,m
11488,Terapont Biełozierski,m
11489,Marco Cornaro,m
11490,Dermot O’Hurley,m
11491,Elżbieta Giedyminówna,f
11492,Vincenzo Costaguti,m
11493,Wilibrord apostoł Fryzów,m
11494,Konrad II Otto,m
11495,Emilian z Durostorum,m
11496,Jan II Andegaweński,m
11497,Şerafeddin Sabuncuoğlu,m
11498,Paschalis II,m
11499,Wilhelm,m
11500,Abraham Govaerts,m
11501,Joanna de Penthievre,m
11502,Zofia,m
11503,Wukan Nemanicz,m
11504,Heinrich Ignaz Biber,m
11505,Fryderyk I,m
11506,Wojciech Krąkowski,m
11507,Konstantyn X Dukas,m
11508,Torlak,m
11509,Wawrzyniec Korwin,m
11510,Henryk Grodziecki,m
11511,Prospero Intorcetta,m
11512,Erminio Valenti,m
11513,Piotr Viret,m
11514,Eurydyka IV z Macedonii,f
11515,Esaias van de Velde,m
11516,Kazimierz Eysymont,m
11517,Eva Galperin,m
11518,Jan Sokol z Lamberka,m
11519,Jan I Wittelsbach,m
11520,Paweł Jan Działyński,m
11521,Jakub Secygniowski,m
11522,Epifaniusz z Pawii,m
11523,Adam de la Halle,m
11524,Barbora Žagarietė,m
11525,Muniadona z Kastylii,f
11526,Witalian,m
11527,Johann Wolfgang Franck,m
11528,Otto van Veen,m
11529,Johannes Risch,m
11530,Federico Valle,m
11531,Mikołaj II z Saint Omer,m
11532,Francesco Lando,m
11533,Anioł od św. Wincentego Ferreriusza Orsucci,m
11534,Zygmunt II August,m
11535,Salomon węgierski,m
11536,Jan Yoshida Shōun,m
11537,Rodrigo Téllez-Girón,m
11538,Konstancja,m
11539,Bogumił z Pakości,m
11540,Bela z Saint Omer,m
11541,Jan Reisner,m
11542,Arnulf Holenderski,m
11543,Platon,m
11544,Szymon Sycylijski,m
11545,Olbracht Jagiellończyk,m
11546,Pierandrea Matthioli,m
11547,Hieronim Bobola,m
11548,Pedro de Valdivia,m
11549,Dekster,m
11550,Pierre Mignard,m
11551,Andrzej III Aleksandrowicz,m
11552,Prokop Sieniawski,m
11553,Święty Ninian,m
11554,Nizam al-Mulk,m
11555,Demetrios ze Skepsis,m
11556,Klotylda Kowalska,f
11557,Piotr Chryzolog,m
11558,Piotr Golicyn,m
11559,Teodozjusz I Wielki,m
11560,Yoriie Minamoto,m
11561,Marian Puzio,m
11562,Johann Heinrich Schmelzer,m
11563,Dominik z Sory,m
11564,George Monck,m
11565,Eliasz,m
11566,Piotr Orseolo,m
11567,Carlo Pallavicino,m
11568,Zhiyi,m
11569,Adam Thebes,m
11570,Simon Episcopius,m
11571,Stanisław Siewierski,m
11572,Antoni Dymski,m
11573,Charles de Montmagny,m
11574,Andrea Alessi,m
11575,Samuel Butler,m
11576,Natan Spira,m
11577,Paisjusz,m
11578,Mateo Alemán,m
11579,Konstantyn Komnen Dokas,m
11580,Aleksander Sokołowski,m
11581,Dawid I Wielki Komnen,m
11582,Martin Delrio,m
11583,Stanisław Tarnowski,m
11584,Katarzyna Dzierżanowska-Fangrat,m
11585,Juan Pizarro,m
11586,Chrodegang z Metzu,m
11587,Camillo Boccaccino,m
11588,Mikołaj Cichowski,m
11589,Łukasz Watzenrode,m
11590,Giedymin,m
11591,Juba I,m
11592,Gerard Sagredo,m
11593,Bartolomeo Platina,m
11594,Apolinar Mauthner,m
11595,Dymitr Doński,m
11596,Michał Chanenko,m
11597,Matylda z Hainaut,m
11598,Liu Xie,m
11599,Seneka Starszy,m
11600,Maurycy,m
11601,Jean-Guillaume Carlier,m
11602,Gianfrancesco Ginetti,m
11603,Gerrit Adriaenszoon Berckheyde,m
11604,Kōetsu Hon’ami,m
11605,Franciszek Maria I della Rovere,m
11606,Filip II szczeciński,m
11607,Carlo Agostino Fabroni,m
11608,Sebastian Sobieski,m
11609,Bertold V,m
11610,Alberyk III,m
11611,Guillaume Tirel,m
11612,Johannes II,m
11613,Katarzyna de Valois,f
11614,Regina Filipowska,f
11615,Martin Lister,m
11616,Spirydon z Tremituntu,m
11617,Bernard Rosa,m
11618,Blanka Andegaweńska,f
11619,Arend Dickmann,m
11620,Anna czerska,f
11621,Joseph Scaliger,m
11622,Bernard z Corleone,m
11623,Wacław płocki,m
11624,Klodiusz Albinus,m
11625,Françoise de Foix,f
11626,Krzysztof Kobylański,m
11627,Arechis I,m
11628,Gerward,m
11629,John Donne,m
11630,Jonathan Wild,m
11631,Antinous,m
11632,Enrique de Egas,m
11633,Pal Gazulli,m
11634,Eutychiusz,m
11635,Liang Nüying,m
11636,Alfons VI,m
11637,Jan Peeters,m
11638,Jan Kasper von Stadion,m
