,entity,gender
5980,Malcolm III,m
5981,Lorenzo Cozza,m
5982,Łukasz David,m
5983,Agnieszka Przemyślidka,m
5984,Hugo z Vermandois,m
5985,Fryderyk Przemyślida,m
5986,Niccolò Pandolfini,m
5987,Maria z Alanii,m
5988,Piotr Roizjusz,m
5989,Vicente Lunel,m
5990,Francesco Cozza,m
5991,Filip II August,m
5992,Katarzyna z Czarnogóry,f
5993,Atanazy z Athosu,m
5994,Longqing,m
5995,William Alabaster,m
5996,Pedro Damiano,m
5997,Ajaj,m
5998,Jan Kazimierz Pac,m
5999,Olaf Haakonsson,m
6000,Magnus I Dobry,m
6001,Odoryk de Pordenone,m
6002,Olt Żyrowic,m
6003,Innocenty III,m
6004,Ludwik II Jagiellończyk,m
6005,Gisulf I,m
6006,Jan Pelingotto,m
6007,Jan Parricida,m
6008,Ekbert I,m
6009,Go-Saga,m
6010,Niccolò Acciaiuoli,m
6011,Garcia I,m
6012,Synezjusz,m
6013,Álvaro de Luna,m
6014,Li Cheng,m
6015,Fiachu mac Néill,m
6016,Magdalena Bendzisławska,f
6017,Muhammad asz-Szajch al-Mahdi,m
6018,Eliasz I,m
6019,Ma,m
6020,Filibert z Jumièges,m
6021,Sebastiano Veniero,m
6022,Dionizy Wielki,m
6023,George Boleyn,m
6024,Pietro Accolti,m
6025,Paweł Zbrożek,m
6026,Konrad I Rudy,m
6027,Jan Kapistran,m
6028,Ennin,m
6029,Chinghyo Chŏljung,m
6030,Roelof Koets,m
6031,Minamoto no Shitagō,m
6032,Jasper Tudor,m
6033,David Hollatz,m
6034,Garcia de Resende,m
6035,Zygmunt Scypion Tarło,m
6036,Diego Velázquez de Cuéllar,m
6037,Eduard Blaas,m
6038,Mikołaj z Pelhřimova,m
6039,Ambrosius Brueghel,m
6040,Federico Visconti,m
6041,Wiktor Amadeusz I,m
6042,Rudolf Sherwin,m
6043,Konstans,m
6044,Albrecht von Kolowrat,m
6045,Piotr Naczko,m
6046,Jan Ludwik Wolzogen,m
6047,Gunilla Bielke,f
6048,Leonhart Fuchs,m
6049,Dypold I,m
6050,Sebastian Opaliński,m
6051,Fabian Legendorf-Mgowski,m
6052,Bartolomeo Manfredi,m
6053,Konrad VI Dziekan,m
6054,Kazimierz Jan Sapieha,m
6055,Krzysztof Warszewicki,m
6056,Valerius Herberger,m
6057,Synadene,f
6058,Henryk Andreas Kamieniecki,m
6059,Frans van Mieris Starszy,m
6060,Guy de Boulogne,m
6061,Durante Duranti,m
6062,Sybilla pomorska,f
6063,Ariarates II Filopator,m
6064,Publiusz Korneliusz Tacyt,m
6065,Evert van Aelst,m
6066,Jingū,m
6067,Giacomo Antonio Ponsonelli,m
6068,Alexis Simonson,m
6069,Aleksander Albrecht,m
6070,Antonio Allegri da Correggio,m
6071,Gajusz Skryboniusz Kurion,m
6072,Wuming Huijing,m
6073,Zygfryd II z Eppsteinu,m
6074,Jałbrzyk Jan Sokołowski,m
6075,Cima da Conegliano,m
6076,Katarzyna Oleśnicka,m
6077,Jonten Gjaco,m
6078,Jan de Castillo,m
6079,Atiśa,m
6080,Dionizjusz,m
6081,Iwan Dymitrowicz,m
6082,Wawrzyniec Wspaniały,m
6083,Johan Göransson Gyllenstierna,m
6084,Pierre Puchot,m
6085,Zhu Zaiyu,m
6086,Gaspar Fagel,m
6087,Anna Stanhope,m
6088,Cristoforo Numai,m
6089,César d’Estrées,m
6090,Al-Jamani,m
6091,Święty Koloman ze Stockerau,m
6092,Al-Idrisi,m
6093,Sozomenos,m
6094,Krzysztof I,m
6095,Bruno II z Bergu,m
6096,Willem de Poorter,m
6097,Teodor Wittelsbach,m
6098,Wojciech Perlicki,m
6099,Cassiano dal Pozzo,m
6100,Deusdedit z Canterbury,m
6101,Franciszek I Gonzaga,m
6102,Wincenty II Gonzaga,m
6103,Izydor Leśniewski,m
6104,Humbert III Sabaudzki,m
6105,Katarzyna de Vigri,m
6106,Antonia,f
6107,Walburga,m
6108,Aleksy Nakamura,m
6109,Eustachy Placyd von Nenchen,m
6110,Johann Faber,m
6111,Yunju Daoying,m
6112,Sancha z Majorki,m
6113,Tức Lự,m
6114,Diego de Deza,m
6115,Chinch’ŏl Iŏm,m
6116,Charles de Guise,m
6117,Francis Glisson,m
6118,Dżahanszah,m
6119,Alfons V Afrykańczyk,m
6120,Ottavio Belmosto,m
6121,Gaspara Stampa,m
6122,Andrzej Tęczyński,m
6123,Kurszán,m
6124,Guido Ascanio Sforza,m
6125,Johannes Parler,m
6126,Marianna Habsburg,f
6127,Adenolf III,m
6128,Conrad Reventlow,m
6129,Otto,m
6130,Paweł Diakon,m
6131,Teofilakt z Ochrydy,m
6132,Jan IV karniowski,m
6133,Izabela z Lusignan,m
6134,Jean Mouton,m
6135,Jodocus Hondius Starszy,m
6136,Dacjusz z Mediolanu,m
6137,Sajid-Ahmad I,m
6138,Roger de Montgomerie,m
6139,Agnieszka Bogusławówna,m
6140,Kunegunda Habsburżanka,f
6141,Sylwester II,m
6142,Shinchi Kakushin,m
6143,Kasper Zebrzydowski,m
6144,Stanisław Malinowski,m
6145,Anna Ludwik de La Grange d’Arquien,m
6146,Jan Jurkowski,m
6147,Karp,m
6148,Mikołaj I Andegaweński,m
6149,Ilia Ostrogski,m
6150,Lucio Sanseverino,m
6151,Iwo z Bretanii,m
6152,Archibald Pitcairne,m
6153,Filippo Sega,m
6154,Bartolomeo Colleoni,m
6155,Ignacy Andrzej Achidżan,m
6156,Wilhelm z Saint Thierry,m
6157,Ahmad ibn Ibrihim al-Ghazi,m
6158,Ascanio Filomarino,m
6159,Warcisław XI,m
6160,Henryk de Saint-Rémy,m
6161,Bhai Banno,m
6162,Inigo Jones,m
6163,Humbert I Białoręki,m
6164,Arduin z Ivrei,m
6165,Gasparo Cavalieri,m
6166,Leroux,m
6167,Urbano Sacchetti,m
6168,Michał Jazłowiecki,m
6169,Ivan Štafilić,m
6170,Bonawentura Buczyński,m
6171,Luis Lucena,m
6172,Joachim Fryderyk von Mansfeld,m
6173,Samuel Scheidt,m
6174,Ehu Dayi,m
6175,Jan z Łaska,m
6176,Bernardino Scotti,m
6177,Gaspar Schott,m
6178,Jean de La Fontaine,m
6179,Ludwik Wittelsbach,m
6180,Adelajda z Metzu,m
6181,Bonna Luksemburska,f
6182,Rycheza z Northeimu,f
6183,Samuel Palache,m
6184,Marin Becichemo,m
6185,Heinrich Rybisch,m
6186,Jan Alchemik,m
6187,Warcisław IX,m
6188,Kanut IV Święty,m
6189,Thomas Erastus,m
6190,Ōshikōchi no Mitsune,m
6191,Johannes Ockeghem,m
6192,Filip Verheyen,m
6193,Zozym,m
6194,Mikołaj z Damaszku,m
6195,Mikołaj Barré,m
6196,Chodża Ahmad Jasawi,m
6197,Bernardyn z Fossy,m
6198,Wojciech Węgierski,m
6199,Onezym,m
6200,Epiktet,m
6201,Apollodoros z Aten,m
6202,Michał IV Autorejan,m
6203,Michele Pannonio,m
6204,Agnieszka Francuska,m
6205,Eustachy Wołłowicz,m
6206,Friedrich von Wallenrode,m
6207,Teofil II,m
6208,Isabella de’ Medici,m
6209,Cesare Baglioni,m
6210,Tarkwiniusz Pyszny,m
6211,Al Battani,m
6212,Tomasz z Tolentino,m
6213,Franciszek III Bretoński,m
6214,Eustochium,f
6215,Shavaripa,m
6216,Sizzo,m
6217,Felicjan z Foligno,m
6218,Bartłomiej Pitiscus,m
6219,Luís Cerqueira,m
6220,Agnieszka brandenburska,f
6221,Jan Boży,m
6222,Mikołaj Russocki,m
6223,Duccio di Buoninsegna,m
6224,Wirgiliusz z Arles,m
6225,Niccolò Circignani,m
6226,Jing Hao,m
6227,Su Song,m
6228,Ibn Arabi,m
6229,Edmund Arrowsmith,m
6230,André Hercule de Fleury,m
6231,Philips van Almonde,m
6232,Fausta,m
6233,Aurangzeb,m
6234,Refa’el Falach,m
6235,Trazybul,m
6236,Jadwiga mazowiecka,m
6237,Filip van Limborch,m
6238,Antonio de Challant,m
6239,Girolamo di Corregio,m
6240,Emma Bawarska,f
6241,Katherine Philips,m
6242,Giovanni Solari,m
6243,Sybilla Masters,m
6244,André Bounal,m
6245,Willem van Herp,m
6246,Ita Irlandzka,m
6247,Elżbieta Ostrogska,f
6248,Lope de Vega,m
6249,Soltan Ali Maszhadi,m
6250,Wratysław I,m
6251,George Popham,m
6252,Sébastien Bourdon,m
6253,Rafael Santi,m
6254,Piotr Starkowiecki,m
6255,Henryk III,m
6256,Xinghua Cunjiang,m
6257,Pieter Scholier,m
6258,François de Joyeuse,m
6259,Andrzej Leszczyński,m
6260,Beatrycze Sycylijska,f
6261,Jan II Dobry,m
6262,Anna Hohenzollern,f
6263,Marcin,m
6264,Kunaikyō,m
6265,Bernard von Zierotin,m
6266,André Le Nôtre,m
6267,Ludwik z Hesji,m
6268,Bernarda de Lacerda,m
6269,Jan Kmita,m
6270,Urszula od Jezusa,m
6271,Pryska,m
6272,Madeleine de Scudéry,m
6273,Kalikst III,m
6274,Jacopo Sannazaro,m
6275,Friedrich Pabst,m
6276,Anna Maria węgierska,f
6277,Jan de Brébeuf,m
6278,Justus z Gandawy,m
6279,Jerzy Rizkallah z Bseb’el,m
6280,Giovanni Animuccia,m
6281,Arnulf II Młodszy,m
6282,Józef Wiczkowski,m
6283,Kwadrat z Anatolii,m
6284,Pasqual Malipiero,m
6285,Bruno Kartuz,m
6286,Teresa,f
6287,Juliana Puricelli,f
6288,Bérard de Got,m
6289,Dżalal ad-Din,m
6290,Gabriello Chiabrera,m
6291,Jadwiga Sobieska-Karpińska,f
6292,Katon Młodszy,m
6293,Thimo,m
6294,Datis,m
6295,Alfons-Jordan,m
6296,Andrzej Kwaśniński-Złoty,m
6297,Elwira Kastylijska,f
6298,Amyntas II Macedoński,m
6299,Jerzy Solecki,m
6300,Berta Sabaudzka,f
6301,Jacques Marquette,m
6302,Ansegiz z Fontenelle,m
6303,Rajmund Borrell,m
6304,Fryderyk Kazimierz frysztacki,m
6305,Yonan Emile,m
6306,Anzelm Polak,m
6307,Dawid Igorewicz,m
6308,Lizja i Lidia,m
6309,Ottavio Paravicini,m
6310,Jan Soreth,m
6311,Yunqi Zhuhong,m
6312,Bernardyn z Bydgoszczy,m
6313,Jan I Dziecię,m
6314,Dub,m
6315,Lennart Torstensson,m
6316,Karol de Blois,m
6317,Aleksander Hilary Połubiński,m
6318,Johann Heinrich Schönfeld,m
6319,Aleksander IV,m
6320,Pavle Bakić,m
6321,Ulpian z Tyru,m
6322,Heladiusz z Toledo,m
6323,Guizong Zhichang,m
6324,Sancho III Upragniony,m
6325,Jan Zamoyski,m
6326,Zygmunt Bobola,m
6327,Sulejman II,m
6328,Jan I,m
6329,Albrecht III,m
6330,Saturnin z Kartaginy,m
6331,Philipp Peter Roos,m
6332,Lotar,m
6333,Girolamo Albertucci dei Borselli,m
6334,Andronik Dukas,m
6335,Adolf I,m
6336,Johann Ernst Glück,m
6337,Adela flandryjska,f
6338,Filip IV Habsburg,m
6339,François Mansart,m
6340,Řehoř Zajíc z Valdeka,m
6341,Herman V,m
6342,Tybald V,m
6343,Ceolfryd,m
6344,Takuan Sōhō,m
6345,Gozelo II Próżniak,m
6346,Dalmacjusz,m
6347,Ludwik,m
6348,Ippolito d’Este,m
6349,Gerard I,m
6350,Yuanwu Keqin,m
6351,Kasper Twardowski,m
6352,Albrecht Konrad Finck von Finckenstein,m
6353,Santi Gucci,m
6354,Giacomo Rospigliosi,m
6355,Cristoforo Solari,m
6356,Adrianus Turnebus,m
6357,Rodrigo de Bastidas,m
6358,Philippe de Luxembourg,m
6359,Jacques de La Palice,m
6360,Jan Rilski,m
6361,Symeon z Zamościa,m
6362,Muhammad XII,m
6363,Cezar d’Este,m
6364,Edward Middleham,m
6365,Elżbieta Kazimierzówna,f
6366,Krzysztof Hegendorfer,m
6367,Józef Oriol,m
6368,Bartłomiej Hierowski,m
6369,Jan Očko z Vlašimi,m
6370,Kacper Warcab,m
6371,Konrad IV Starszy,m
6372,Franciszek III Gonzaga,m
6373,Gaweł,m
6374,Michelangelo Palloni,m
6375,Jarosław z Iwna,m
6376,Robert Corson,m
6377,Dioskur II,m
6378,Sebastian Sobieski,m
6379,Eitoku Kanō,m
6380,Jan Duckett,m
6381,Marta z Betanii,m
6382,Curzio Origo,m
6383,Herbert III de Vermandois,m
6384,Katarzyna Bawarska,f
6385,Sebastiano Cefali,m
6386,Hartmann von Aue,m
6387,Paolo Emilio Cesi,m
6388,Jan Krieg,m
6389,Eugeniusz,m
6390,Joris Hoefnagel,m
6391,Louis Poupon,m
6392,"Heinrich von Mansfeld, książę Fondi",m
6393,Asprilio Pacelli,m
6394,Francesco Albizzi,m
6395,Chaim Vital,m
6396,Jarosław z Iwna,m
6397,Elpis,f
6398,Albrecht III,m
6399,Johann Valentin Meder,m
6400,Maciej Jaworowski,m
6401,Chrystian I,m
6402,Philippe Basiron,m
6403,Girolamo Pamphili,m
6404,Maria saska,f
6405,Andrzej Hibernon z Alcantarilla,m
6406,Piotr Czarnkowski,m
6407,William Douglas z Nithsdale,m
6408,Girolamo Bonsignori,m
6409,Pryscylian,m
6410,Wilhelm IV z Bawarii,m
6411,Ludwig Jungermann,m
6412,Ludwik II de Male,m
6413,Jerzy II brzeski,m
6414,Henryk Borwin II,m
6415,Childebrand,m
6416,Jacques de Billy,m
6417,Rainaldo di Collemezzo,m
6418,Angelo Poliziano,m
6419,Zacharias Janssen,m
6420,Fritz Müller,m
6421,Jerzy Jazłowiecki,m
6422,Mścisław I Harald,m
6423,Diego Xaraba,m
6424,Ałgu,m
6425,Hugo I Trwożliwy,m
6426,Astrobald,m
6427,Qinshan Wensui,m
6428,Saladyn,m
6429,Bar Sauma,m
6430,Piotr Wilk,m
6431,Matylda Saksońska,f
6432,Anne Dacre,m
6433,Thomas Malory,m
6434,John Banister,m
6435,Antoine de Créqui Canaples,m
6436,Hieronim Wierzbowski,m
6437,Maria Paleologini,m
6438,Stefan Berislavić,m
6439,Jan Polak,m
6440,Jakub I,m
6441,Elżbieta Amalia z Hesji-Darmstadt,f
6442,Emerich Sinelli,m
6443,Fachr ad-Din II,m
6444,Mikołaj Sieniawski,m
6445,Anna Bretońska,f
6446,N. Katrawas,m
6447,Irena Portugalska,f
6448,Ernst Adalbert von Harrach,m
6449,Jan bez Trwogi,m
6450,Józef Sołdryk,f
6451,Jan II Żelazny,m
6452,Innocenty IX,m
6453,Teodor Dadźbog Karnkowski,m
6454,Helena Enselmini,m
6455,Henryk IX Starszy,m
6456,Bolko III opolski,m
6457,Louis-François de Boufflers,m
6458,Kosmas,m
6459,John Dennis,m
6460,Hunajn Ibn Ishak,m
6461,Stanisław Warszycki,m
6462,Iwan Petrażycki-Kulaha,m
6463,Paweł z Sienna,m
6464,Marcin I Ludzki,m
6465,Lotar III,m
6466,Hormizdas II,m
6467,Lucjusz Cyncjusz Alimentus,m
6468,Menno Simons,m
6469,Francisco de Montejo,m
6470,Şah,m
6471,Zbyněk Zajíc z Hasenburka,m
6472,Andrzej Ghisi,m
6473,Jan Jakub Wejher,m
6474,Esclua,m
6475,Zygfryd I,m
6476,Henryk z Badewide,m
6477,Andronik III Wielki Komnen,m
6478,Jan Cedrowski,m
6479,Kypros V,m
6480,Roscelin,m
6481,Henryk ze Spiry,m
6482,Izabela Bawarska,f
6483,Ruan Xian,m
6484,Konrad Baumgarten,m
6485,Stanisław Herburt,m
6486,Yongle,m
6487,Katarzyna Melsztyńska,f
6488,Marcel van Langenhove,m
6489,August Ferdinand von Pflugk,m
6490,Tomaida z Lesbos,m
6491,Maria Selvaggia Borghini,m
6492,Johan Evertsen,m
6493,Flegont,m
6494,Luca Pacioli,m
6495,Henryk III Biały,m
6496,Irmingarda z Chiemsee,m
6497,Fryderyk,m
6498,Lelio Falconieri,m
6499,Stephan Agricola,m
6500,Francisco de Almeida,m
6501,Mistrz Tryptyku Trójcy Świętej,m
6502,Sebastian Lubomirski,m
6503,Lybne Dyngyl,m
6504,Terencjusz Albert O’Brien,m
6505,Odon Akwitański,m
6506,Francesco Primaticcio,m
6507,Jan Skotnicki,m
6508,Aleksander Puzyna,m
6509,Teofil II,m
6510,Smilec,m
6511,Giulio Roma,m
6512,Joachim Wtewael,m
6513,Andrea della Valle,m
6514,Chryzostom Gołębiowski,m
6515,Piotr Paweł Navarro,m
6516,Cennino Cennini,m
6517,Adam Aleksander Stadnicki,f
6518,Euryleonis,f
6519,Francesco Procopio Cutò,m
6520,Epicharm,m
6521,Kasper Karas,m
6522,Cuiwei Wuxue,m
6523,Thiadag,m
6524,Teodora Paleologini Synadene,m
6525,Bernard Kober,m
6526,Alessandro Bichi,m
6527,Hasan al-Basri,m
6528,Francesco I Crispo,m
6529,Amadokos II,m
6530,Konstantyn Paleolog,m
6531,Cyriak I,m
6532,Bartłomiej Schachmann,m
6533,Ekkhard,m
6534,Stanisław Krasiński,m
6535,Hachijō-in no Takakura,m
6536,Giovanni Battista Bussi,m
6537,Kinmei,m
6538,Bernardino Spada,m
6539,Thomas Langley,m
6540,Robert I Wspaniały,m
6541,Karol z Prowansji,m
6542,Józef Szaniawski,m
6543,Ludwik Sforza,m
6544,Giovanni Silvio de Mathio,m
6545,Anna Habsburżanka,f
6546,Berthold von Henneberg,m
6547,Piotr de Bourbon,m
6548,Marko Marulić,m
6549,Jan z Biclar,m
6550,Gennadiusz II Scholar,m
6551,Juan Torquemada,m
6552,Adolf I,m
6553,Ali-Czelebi,f
6554,Walery Zbijewski,m
6555,Ptolemeusz I,m
6556,Pedro de Mena,m
6557,Andrzej Gasztołd,m
6558,Sümeyra Kaya,f
6559,Albrecht Pfister,m
6560,Hieronim Spiczyński,m
6561,Fryderyk Kazimierz Wittelsbach,m
6562,Muhammad II,m
6563,Grzegorz ze Stawiszyna,m
6564,Pier Matteo Petrucci,m
6565,Maciej ze Starej Łomży,m
6566,Hassan ibn Sabit,m
6567,Łukasz Słupnik,m
6568,Anna Dalassena,m
6569,Patrycja Bednarek,f
6570,Wirpirka von Tengling,f
6571,Francesco Maria Imperiale,m
6572,Askia Mohammed I Wielki,m
6573,Dudley Digges,m
6574,Duch z Hahótu,m
6575,Otto Schop,m
6576,Andrea Antico,m
6577,Giovanni Maria Francesco Rondani,m
6578,Otto Henryk Wittelsbach,m
6579,Mikołaj z Mościsk,m
6580,Wen Zhengming,m
6581,Jusuf I,m
6582,Olechno Sudymuntowicz,m
6583,Johann Friedrich von Alvensleben,m
6584,Karol III Wielki,m
6585,Władysław I Samoderżec,m
6586,Wawrzyniec Ożga,m
6587,Francesco Maria Brancaccio,m
6588,Anna Paleologini,m
6589,Piotr I Mauclerc,m
6590,Orazio Giustiniani,m
6591,Mamaj,m
6592,Dobromir,m
6593,Goar z Akwitanii,m
6594,He,m
6595,Sōami,m
6596,Jan Michałowicz z Urzędowa,m
6597,Seksburga,m
6598,Giovanni Maria Nanino,m
6599,Enrique de Borja y Aragón,m
6600,Parteniusz I,m
6601,Marcin od św. Mikołaja,m
6602,Sigeric z Esseksu,m
6603,Zofia Erykówna,m
6604,Valgius Rufus,m
6605,Szymon Szymonowic,m
6606,Thomas Wyatt,m
6607,Anton Galeazzo Bentivoglio,m
6608,Naong Hyegŭn,m
6609,Jørgen Iversen,m
6610,Hermann von Salza,m
6611,Filip,m
6612,Michel de l’Hôpital,m
6613,Pieter van der Aa,m
6614,Stefan Urosz IV Duszan,m
6615,Zbigniew Suchodolski,m
6616,Tymon z Fliuntu,m
6617,Cino da Pistoia,m
6618,Wisław II,m
6619,Louis Maimbourg,m
6620,Jacques de Lalaing,m
6621,Robert de Mortain,m
6622,Abdullah al-Ghalib,m
6623,Heinrich Johann Franz von Strattmann,m
6624,Ariarates VI Epifanes Filopator,m
6625,Katarzyna Wapowska,f
6626,Zouheir Shourbagi,m
6627,Honoriusz II,m
6628,Henry Somerset,m
6629,Ernő Richter,m
6630,Berthold Schwarz,m
6631,Francesco del Giudice,m
6632,Martín Amigo,m
6633,Sokrates,m
6634,Roman Doliński,m
6635,Jing Ke,m
6636,Pierre Brantôme,m
6637,Marek Juniusz Brutus,m
6638,Perseusz Antygonida,m
6639,Aleksander Gorzeński,m
6640,Krzysztof Kosiński,m
6641,Gedik Ahmed Pasza,m
6642,Balian z Ibelinu,m
6643,Denewulf,m
6644,Benedykt XIII,m
6645,Floris V Holenderski,m
6646,Mindaros,m
6647,Kartimandua,f
6648,Fan Kuan,m
6649,Adam Kosiński,m
6650,Mitrydates I,m
6651,Grzegorz X,m
6652,Otto I,m
6653,Tichon,m
6654,Mao,m
6655,Francisca del Espiritu Santo Fuentes,m
6656,Bogusław Ernest Denhoff,m
6657,Mikołaj Chrząstowski,m
6658,Orlando Gibbons,m
6659,Marco Basaiti,m
6660,Zygmunt I Święty,m
6661,Ewazjusz,m
6662,Jan Fryderyk Sapieha,m
6663,Louis Jolliet,m
6664,Himiltruda,f
6665,Sewer II,m
6666,Tomasz Porzecki,m
6667,Jan Erasmus Quellinus,m
6668,Stanisław Kruk,m
6669,John Flamsteed,m
6670,Ksantypa i Poliksena,m
6671,Francesco Gessi,m
6672,Victor Bignon,m
6673,Mathias von Heydenfeldt,m
6674,Giambattista Marino,m
6675,Cornelis Saftleven,m
6676,Agostino di Duccio,m
6677,Bo,m
6678,Zabdas z Jerozolimy,m
6679,Helena von Kurzbach,m
6680,Johann Georg Jung,m
6681,Zheng Zhilong,m
6682,Ferdynand Gonzaga Myszkowski,m
6683,Eliusz Arystydes,m
6684,Pedro González de Mendoza,m
6685,Nikefor,m
6686,Edward Stransham,m
6687,Reza Mehrani,m
6688,Jacob Pontusson De la Gardie,m
6689,Ulryk,m
6690,Brazydas,m
6691,Guillaume Dubois,m
6692,François-Annibal d’Estrées,m
6693,Nanker,m
6694,Michał Szembek,m
6695,Mariusz z Aventicum,m
6696,Małgorzata Sabaudzka,m
6697,Jan Dzianotti,m
6698,Tyberiusz Grakchus,m
6699,Wilhelm,m
6700,Hugh de Audley,m
6701,Helena Zrinska,f
6702,Vibia Sabina,m
6703,Thyra duńska,f
6704,Zbigniew Jan Lanckoroński,m
6705,Francesco Alidosi,m
6706,Jerzy Plantagenet,m
6707,Maria Gattilusio,m
6708,Zofia Opalińska,f
6709,Zhimen Guangzuo,m
6710,Jerzy Laudamus,m
6711,Wojsław Powała,m
6712,Jan Sierakowski,m
6713,Emmanuel de Bouillon,m
6714,Joanna Maria z Maille,f
6715,Pietro da Cortona,m
6716,Szwajpolt Fiol,m
6717,Sunyer I,m
6718,Wilhelm II Aragoński,m
6719,Jehannot de l’Escurel,m
6720,Fereidoun Asadi,m
6721,Albrecht Wolfgang zu Hohenlohe-Langenburg,m
6722,Simone Pasqua,m
6723,Imbert Dupuis,m
6724,Aleksy Rodecki,m
6725,Agnieszka z Châtillon,f
6726,Songyuan Chongyue,m
6727,Justynian II Rhinotmetos,m
6728,Eryk IX,m
6729,Jaromir II,m
6730,Ferdynand Kettler,m
6731,Władysław Opolczyk,m
6732,Georges d’Amboise,m
6733,Thomas James,m
6734,Władysław II Jagiełło,m
6735,Stanisław Krysiewicz,m
6736,Aurazjusz z Toledo,m
6737,Franciszek I Walezjusz,m
6738,Agafia Światosławówna,f
6739,Antoni Sanga,m
6740,Erazm z Rotterdamu,m
6741,Rudolf Szwabski,m
6742,Caterina Assandra,m
6743,Menachem,m
6744,Thomas Stoltzer,m
6745,Oktawiusz Farnese,m
6746,Seweryn z Noricum,m
6747,Henryk Suzon,m
6748,Pieter de Molyn,m
6749,Cinzio Cenci,m
6750,Jan Haller,m
6751,Maria Hohenzollern,f
6752,Sebastian Petrycy,m
6753,Hans Neusiedler,m
6754,Šiško Menčetić,m
6755,Herod Antypas,m
6756,Jón Arason,m
6757,Joachim Zygmunt von Ziegler-Klipphausen,m
6758,Wsiewołod I,m
6759,Salvator Rosa,m
6760,Huguo Jingyuan,m
6761,Bogusław XIII,m
6762,Andreas von Österreich,m
6763,Louis De Geer,m
6764,Otto I,m
6765,Paweł Owłóczyński,m
6766,Han Jingdi,m
6767,Jan i Paweł,m
6768,Günther Waldeck-Wildungen,m
6769,Leobin z Chartres,m
6770,Jean Riolan Starszy,m
6771,Maulaj Raszid,m
6772,Wasyl III,m
6773,Jerzy Metochita,m
6774,Aleksander Jan Kościuszko,m
6775,Salomon Rysiński,m
6776,Hadewijch,m
6777,Dionizjusz Mały,m
6778,Huqiu Shaolong,m
6779,Adam Kazanowski,m
6780,Giorgio Centurione,m
6781,Gwido z Arezzo,m
6782,Chrystian,m
6783,Franciszek Morales Sedeño,m
6784,Ahmed Karahisari,m
6785,Jan III Aviz,m
6786,Mencia Calderón,m
6787,Anna Henrietta Bawarska,f
6788,Eustachy Nenchen,m
6789,Wacław Potocki,m
6790,Giovanni Croce,m
6791,Piotr Pac,m
6792,Izabela de Coimbra,f
6793,Barszanbu,m
6794,Mathieu de Brisacier,m
6795,Peter Hendreich,m
6796,Ryōkei Shōsen,m
6797,Adam Krieger,m
6798,Mikołaj IV Muzalon,m
6799,Adolf III,m
6800,Álvaro de Mendaña de Neyra,m
6801,Jakub Janidło,m
6802,Michał Psellos,m
6803,Chrotruda,f
6804,Mutianus Rufus,m
6805,Hatuey,m
6806,Samuel Koszka,m
6807,Dukkak z Damaszku,m
6808,Epifaniusz z Salaminy,m
6809,Jerzy Podiebradowicz,m
6810,Mateusz Dobrucki,m
6811,Noah Rodeheffer,m
6812,Anna Saska,f
6813,Edward I Aviz,m
6814,Antioch IX Kyzikenos,m
6815,Piet Hein,m
6816,Cyryl ze Scytopolis,m
6817,Gerard z Villamagna,m
6818,Jan XXI,m
6819,Jan Kaszowski,m
6820,Konrad II,m
6821,Franciscus Junius młodszy,m
6822,Walter Szczepański,m
6823,Hinrich Brunsberg,m
6824,Alicja Le Clerc,f
6825,Arystoteles,m
6826,Michał Kazimierz Pac,m
6827,Berenika z Chios,f
6828,Rizzerio z Muccii,m
6829,Adam Działyński,m
6830,Georg Giese,m
6831,Lew Ślubicz-Załęski,m
6832,Mikołaj V karniowski,m
6833,Alonso Mudarra,m
6834,Franz Karl von Auersperg,m
6835,Zygmunt Batory,m
6836,Nur ad-Din,m
6837,August Starszy,m
6838,Waldemar,m
6839,Flavio Chigi,m
6840,Agostino Cusani,m
6841,James Stewart,m
6842,Warcisław,m
6843,Maria,f
6844,Daniel Czepko von Reigersfeld,m
6845,Charles Van Den Broeck,m
6846,Marcin V,m
6847,Zygmunt Kazimierz Waza,m
6848,Francisco Gómez de Sandoval y Rojas,m
6849,Rudolf Agricola,m
6850,Henryk I Waldeck,m
6851,Andrzej Kościelecki,m
6852,Maria Boleyn,f
6853,Cimin Huiri,m
6854,Otto III z Holandii,m
6855,Muhammad ibn al-Kasim,m
6856,Franciszka Amboise,f
6857,Elżbieta Stuart,f
6858,Jan I Grimaldi,m
6859,Jakub Kyusei Gorōbyōe Tomonaga,m
6860,Jean d’Abbeville,m
6861,Jasem Al-Deyab,m
6862,Chokuan Soga,m
6863,Cellach z Armagh,m
6864,Niketas Choniates,m
6865,Ludwik I brzeski,m
6866,Jan III,m
6867,Adelajda Sabaudzka,f
6868,Pedro de Deza,m
6869,Filipa Plantagenet,m
6870,Laudivio Zacchia,m
6871,Elżbieta Oldenburg,m
6872,Konstanty z Ostrowicy,m
6873,Fan Ye,m
6874,Maciej Menius,m
6875,Pieter Claesz. Soutman,m
6876,Duncan I,m
6877,Benedykt z Anianu,m
6878,Stanisław Czupurna,m
6879,Mateusz Kantakuzen,m
6880,Izaak Jogues,m
6881,Josiah Child,m
6882,Henryk VIII Tudor,m
6883,Eufemia,m
6884,Aleksandra cieszyńska,f
6885,Eleonora Medycejska,f
6886,Antoninus Pius,m
6887,Kazimierz I oświęcimski,m
6888,Veit I von Pommersfelden,m
