,entity,gender
4938,Josef Quitensky,m
4939,Jan I. Portugalský,m
4940,Alžběta Polská,f
4941,Edward Cecil vikomt z Wimbledonu,m
4942,Izák Abrahamides,m
4943,Giuseppe Mazzuoli,m
4944,Jan Antonín Scrinci,m
4945,Alexandre Aguado,m
4946,Kašpar Ladislav Stehlík z Čeňkova,m
4947,Pelagius I.,m
4948,Lukas Zwickle,m
4949,Hildigis,m
4950,Jan Antonín Quitainer,m
4951,Chlodoald,m
4952,Ferdinand Lobkowitz,m
4953,Andrea Pozzo,m
4954,Mehmed II.,m
4955,Leopold Rakouský,m
4956,Joseph Joubert,m
4957,Stephen Fox,m
4958,Tomáš Kempenský,m
4959,Giovanni Giacone,m
4960,Jiří Vilém Braniborský,m
4961,Thomas Linacre,m
4962,Charles Clerke,m
4963,Hans Jakob Christoffel von Grimmelshausen,m
4964,Charles-Michel de l'Épée,m
4965,Ewald Christian von Kleist,m
4966,Marie Tereza Bourbonská,f
4967,Ondřej Schweigl,m
4968,Kaliman I. Asen,m
4969,Jan VII.,m
4970,Petr V. z Rožmberka,m
4971,Gaius Valerius Catullus,m
4972,Heinrich Schwabe,m
4973,Martha Mooke,f
4974,Fara,m
4975,Johann Jacob Bach,m
4976,Václav Antonín z Kounic-Rietbergu,m
4977,Isabela Bruce,f
4978,Konrád Francký,m
4979,"Cecilia Underwood, vévodkyně z Inverness",f
4980,Markéta Braniborská,f
4981,Jayne Hrdlicka,f
4982,John Adair,m
4983,Andrea Doria,m
4984,Anton Zimmermann,m
4985,"Charles Paulet, 3. vévoda z Boltonu",m
4986,Neferkare II.,m
4987,Władysława Markiewiczówna,f
4988,Jehuda ha-Nasi,m
4989,Deerfrance,f
4990,Claudin de Sermisy,m
4991,François Boucher,m
4992,Ferdinand Ochsenheimer,m
4993,Mučedníci z Isfahánu,m
4994,Fjodor I.,m
4995,Aldo z Carbonari,m
4996,Nicolas-Théodore de Saussure,m
4997,Jan Křtitel Jiří Neruda,m
4998,George Crabbe,m
4999,Philippe van Lansberge,m
5000,Jindřich I. Ptáčník,m
5001,Matías de Córdova,m
5002,Matylda Normandská,f
5003,Jenek z Prahy,m
5004,Nikolaj Petrovič Rezanov,m
5005,Odo ze Châteauroux,m
5006,Jona ben Elijahu Landsofer,m
5007,Hedvika Eleonora Holštýnsko-Gottorpská,f
5008,"Thomas Pelham, 2. hrabě z Chichesteru",m
5009,François de Troy,m
5010,Filip IV. Francouzský,m
5011,Konrád III.,m
5012,Ťin Še,m
5013,Amalafrida,f
5014,Moderata Fonte,f
5015,František Révay,m
5016,Dominico Benedetto Cometta z Eckthurnu,m
5017,Michail Lomonosov,m
5018,John Crome,m
5019,Bartoloměj z Čech,m
5020,Vittoria Colonna,f
5021,Keith Miller,m
5022,Albert Střelecký,m
5023,Alfons II. Aragonský,m
5024,Aleksander Fredro,m
5025,Nicolae de Grigorcea,m
5026,Josef Malínský,m
5027,Filip I. z Medlova,m
5028,Š’ Naj-an,m
5029,Jeroným Pražský,m
5030,Jan Trojan Turnovský,m
5031,Vilém II. Oranžský,m
5032,Murasaki Šikibu,f
5033,Anton Robl,m
5034,Sejfulla Malëshova,m
5035,Wilhelm Mac Neven O’Kelly,m
5036,William Laud,m
5037,Aššur-uballit I.,m
5038,Alfons VI. Kastilský,m
5039,Vilém II. Holandský,m
5040,Martin Grejnar z Veveří a Mysletína,m
5041,Peter Donnhäuser,m
5042,Jan II. z Rožmberka,m
5043,Albrecht I. Habsburský,m
5044,Louis Massonneau,m
5045,Jan Sanders van Hemessen,m
5046,Panna Cinková,f
5047,Amenemhet I.,m
5048,Arnulf z Met,m
5049,Diviš ze Šternberka,m
5050,Marie Tereza Bourbonská,f
5051,Munia Mayor Kastilská,f
5052,Stede Bonnet,m
5053,Juliana Hesensko-Philippsthalská,f
5054,Jūsuf al-Mas'ūdī,m
5055,Nikolaj Ivanovič Novikov,m
5056,Chimalpopoca,m
5057,Jan Vilém Friso,m
5058,Šehzade Korkut,m
5059,Justus Sustermans,m
5060,Ignatius Croon,m
5061,Gevherhan Sultan,f
5062,Konstancie Portugalská,f
5063,Jan Adolf Holštýnsko-Gottorpský,m
5064,Karel Boromejský,m
5065,Karel Ferdinand z Valdštejna,m
5066,Eleazar Flekeles,m
5067,Jan Josef Rösler,m
5068,Josef Myslivec,m
5069,Kateřina Habsburská,f
5070,Marie z Artois,f
5071,"Martin, Jan a Stašek",m
5072,Rudolf Vido,m
5073,Eilhard Mitscherlich,m
5074,Július Kováč,m
5075,Brigita Švédská,f
5076,Kryštof Richard z Thun-Hohensteinu,m
5077,Raimond IV. z Toulouse,m
5078,Berta Savojská,f
5079,Matteo Bandello,m
5080,Eleonora Kateřina Falcká,f
5081,Josiah Bartlett,m
5082,Charles Lucas,m
5083,Ignacy Krasicki,m
5084,Svatopluk II.,m
5085,Juan de Ayolas,m
5086,Božena Česká,f
5087,František I. Neapolsko-Sicilský,m
5088,Agila,m
5089,Kazimír Bytomský,m
5090,Florentin Robert,m
5091,Ješe Dordže,m
5092,Edward Troubridge,m
5093,Juraj Hrajnoha,m
5094,Albert Pike,m
5095,Jan Sturmer,m
5096,Štěpán IX.,m
5097,Šalomoun z Frýdku,m
5098,Giuseppe Mosca,m
5099,Anhurmose,m
5100,Francis Hutcheson,m
5101,Pedro Páez,m
5102,Oleksa Dovbuš,f
5103,Franz Anton Bustelli,m
5104,Heinrich Wydler,m
5105,Quintus Aurelius Symmachus Eusebius,m
5106,Benedikt IX.,m
5107,Chuang Tchaj-ťi,m
5108,Heřman IV. Bádenský,m
5109,Ferdinand Pálffy,f
5110,William Floyd,m
5111,Pánfilo de Narváez,m
5112,Sybil Ludingtonová,f
5113,Kristián II. Dánský,m
5114,Antonio López de Santa Anna,m
5115,Alžběta Dánská,f
5116,Bitva na Litavě,m
5117,Balduin III. Henegavský,m
5118,Bernardo Sabadini,m
5119,Waldrada Langobardská,f
5120,Robert Guiscard,m
5121,Blanka Kastilská,f
5122,Michael IX. Palaiologos,m
5123,Jan VI. ze Žiče,m
5124,Ermengarda z Beaumontu,f
5125,Charles Vidor,m
5126,Wu Ťing-c’,m
5127,Drusus Caesar,m
5128,Damasus II.,m
5129,Stefan Lochner,m
5130,Wang Tuo,m
5131,Heilwida,f
5132,Jarankeš,m
5133,Friedrich Spee,m
5134,Miloslav Kubát,m
5135,Ignacio de Luzán,m
5136,Anna d'Este,f
5137,Laodika Pontská,f
5138,Jan Alois Hanke,m
5139,Ibn al-Arabí,m
5140,Jiří Galli,m
5141,Maxim Borodin,f
5142,Gülruh Hatun,f
5143,Johann Krause,m
5144,Francisco Correa de Arauxo,m
5145,Jošimoto Imagawa,m
5146,Marie Komnenovna,f
5147,Petr II. z Rožmberka,m
5148,Fernão Suares,m
5149,Jan VIII. Palaiologos,m
5150,Sebastian Münster,m
5151,Bórán,f
5152,John Barry,m
5153,Martin Luther,m
5154,Anežka Meranská,f
5155,Hibetullah Sultan,f
5156,Marie Anna Rakouská,f
5157,Zachariáš,m
5158,Mikuláš Šúd ze Semanína,m
5159,Constantia Eriksdotter,f
5160,Filizten Kalfa,f
5161,Eufémie z Obřan,f
5162,Richard Cromwell,m
5163,Inkišuš,m
5164,Emanuel Arnold,m
5165,Chval ze Rzavé,m
5166,Jiří Matěj Nettl,m
5167,Himiltruda,f
5168,Theofano,f
5169,Karel Maxmilián Lažanský z Bukové,f
5170,Pipin I. Akvitánský,m
5171,Václav Urban Stuffler,m
5172,"John Sackville, 3. vévoda z Dorsetu",m
5173,"Arthur Capell, 1. hrabě z Essexu",f
5174,Alessandro Abondio,m
5175,Adolf Patek,m
5176,Chrysostomus Henriquez,m
5177,Leudesius,m
5178,Rudolf Erich Raspe,m
5179,Adheritus z Ravenny,m
5180,Jindřich III. Černý,m
5181,Boadin,m
5182,Antef I.,m
5183,Johann Gottfried Seume,m
5184,Jean-Jacques-Régis de Cambacérès,m
5185,Andrea Falconieri,m
5186,Robert Boyle,m
5187,Prokop Lažanský z Bukové,m
5188,Franz Wokaun,m
5189,Markéta z Brienne,f
5190,"Anthony Ashley Cooper, 1. hrabě ze Shaftesbury",m
5191,Jan Rudolf Chotek z Chotkova,f
5192,Hendrick de Keyser,m
5193,Leopold Příza,m
5194,Francesco Ballarotti,m
5195,Kristián I. Saský,m
5196,Jan Josef Filip z Harrachu,f
5197,Antonín Thurn-Valsássina,m
5198,Markéta Savojská,f
5199,Michael Johann von Wallis,m
5200,Vincenzo Pucitta,m
5201,Leopold Filip z Arenbergu,m
5202,Wenzel Raimund Birck,f
5203,Fridrich Ludvík Nasavsko-Ottweilerský,m
5204,"Jana-Františka de Coeme, paní z Lucé a Bonnétable",f
5205,Alois Jegla,m
5206,Matteo Noris,m
5207,Tomáš III. ze Saluzza,m
5208,Carlo Bononi,m
5209,Moritz Daffinger,m
5210,Marie Bytomská,f
5211,Lodovico Ferrari,m
5212,Ruprecht III. Falcký,m
5213,Svatý Epenetus,m
5214,Jean-Nicolas Corvisart,m
5215,Rekkeswinth,m
5216,Jan II. Portugalský,m
5217,Kathleen Brennan,f
5218,Roscelin z Compiègne,m
5219,Bilhana,m
5220,Odo z Cluny,m
5221,Aya z Montu,f
5222,Anna Hydeová,f
5223,Yakub Çelebi,m
5224,Pierre Séguier,m
5225,Pierre Méchain,m
5226,Lance Doss,m
5227,Vannius,m
5228,Maur z Pětikostelí,m
5229,Čang Š’-čcheng,m
5230,Alžběta Braniborská,f
5231,Bohuslav Felix Hasištejnský z Lobkovic,m
5232,Heřman Jakub Černín,m
5233,Eustach IV. z Boulogne,m
5234,Kumáradžíva,m
5235,Achim von Arnim,m
5236,František Dušek,m
5237,Barontius a Desiderius,m
5238,Václav z Jihlavy,m
5239,Karel Kašpar Rohan z Rochefortu,m
5240,Josif Rajačić,m
5241,Marie Amálie Španělská,f
5242,Kristián VIII.,m
5243,Sébastien Le Prestre de Vauban,m
5244,Nurbanu Sultan,f
5245,Adéla Hesenská,f
5246,Antoine Watteau,m
5247,Faustin Ens,m
5248,Saičó,m
5249,Guillaume II. des Barres,m
5250,Jeva Olenskaja,f
5251,Liou Tching,m
5252,Jan IV. Bretaňský,m
5253,Giuseppe Balducci,m
5254,Laborec,m
5255,Oldřich II. z Rožmberka,m
5256,Dubislav Gneomar von Natzmer,m
5257,Ümmi Sultan,f
5258,Theodosius Dobzhansky,m
5259,Wilhelm Eduard Weber,m
5260,Émilie Bigottiniová,f
5261,Jan Bohumír Práč,m
5262,Petr I. Bulharský,m
5263,Albert Veliký,m
5264,Girolama Mazzarini,f
5265,Ansefléda,f
5266,Georges Danton,m
5267,Giambattista Rubini,m
5268,Markéta Provensálská,f
5269,Giuseppe Zambeccari,m
5270,Anežka od Ježíše,f
5271,Marie Pruská,f
5272,Miltiadés,m
5273,Ottavio Farnese,m
5274,František Kavalír,m
5275,Johana Burgundská,f
5276,Dětřich Míšeňský,m
5277,Svatý Sáva,m
5278,Jan Harmensz. Muller,m
5279,Laurence Sterne,m
5280,Eufémie de Ross,f
5281,Louis-Auguste-Victor de Ghaisnes de Bourmont,m
5282,Vilemína Pruská,f
5283,Albrecht Smiřický ze Smiřic,m
5284,William Colgate,m
5285,Markéta Břežská,f
5286,Jan Kryštof z Bartensteina,m
5287,František Josef Görner,m
5288,Anna Kyperská,f
5289,Muhtereme Hatun,f
5290,Vilém III. z Dampierre,m
5291,Václav Jáchym Čejka z Olbramovic,f
5292,Slavek I. Hrabišic,m
5293,Tomáš Štítný ze Štítného,m
5294,Jan Dittrich,m
5295,Hugo IV. Burgundský,m
5296,Markéta z Ravensbergu,f
5297,François-André Danican Philidor,m
5298,"Robert Dundas, 2. vikomt Melville",m
5299,Jean Restout,m
5300,Michele Mascitti,m
5301,"Louis Phélypeaux, hrabě de Pontchartrain",m
5302,Avidius Cassius,m
5303,Li Po,m
5304,Abraham de Verwer,m
5305,Karl Röhling,m
5306,Peter Benický,m
5307,Franceschetto Cybo,m
5308,Eratosthenés z Kyrény,m
5309,Johana Francouzská,f
5310,Filip Ludvík ze Sinzendorfu,m
5311,Ramón Cabrera,m
5312,Adam Ferguson,m
5313,Marie Alžběta Šlesvicko-Holštýnsko-Gottorpská,f
5314,Børge Johan Schultz,m
5315,Malachias Siebenhaar,m
5316,Abraham Brueghel,m
5317,Burna-Buriaš I.,m
5318,Jean-Antoine Marbot,m
5319,Izjaslav Jaroslavič,m
5320,Gerolama Orsini,f
5321,Magnoald Ziegelbauer,m
5322,Andreas Heigl,m
5323,Š’-tchao,m
5324,Jean Racine,m
5325,Jeremiáš Wiśniowiecki,m
5326,Helmhard Kryštof Ungnad z Weissenwolffu,f
5327,Henriette d'Angeville,f
5328,Adéla Francouzská,f
5329,Edwin Northumbrijský,m
5330,Carl Ludwig Engel,m
5331,William Morgan,m
5332,Mohamed,f
5333,Juraj Papánek,m
5334,Čang Pi,m
5335,Chlothar I.,m
5336,Severinus,m
5337,Bhrkutí,f
5338,František Wonka,m
5339,Wulfhilda Norská,f
5340,Heinrich Kramer,m
5341,Jindřich Jules Bourbon-Condé,m
5342,Svatý Cyril,m
5343,Wang Ťing-chung,m
5344,Vilém Kinský,f
5345,Ivan Fjodorov,m
5346,Áron ben Moše ben Ašer,m
5347,Jindřich Zásmucký,m
5348,Josef Čurda,m
5349,Rachel Ruyschová,f
5350,Carlo Lurago,m
5351,"Philip Yorke, 3. hrabě z Hardwicke",m
5352,Cyril a Metoděj,m
5353,Alžběta Babenberská,f
5354,Jan Orleánský,m
5355,Ignác Karel ze Šternberka,m
5356,Ján X. Druget,m
5357,"Arthur Wellesley, 1. vévoda z Wellingtonu",m
5358,Josefína Kablíková,f
5359,Vincenc Eduard Milde,m
5360,Georg Emanuel Opiz,m
5361,Joseph Duplessis,m
5362,František Josef Jiří z Valdštejna-Vartenberka,m
5363,Jindřich V. z Plavna,m
5364,Carlo Abbate,m
5365,Anna Leopoldovna,f
5366,Vivald de Sancto Geminiano,m
5367,Feliks Stobnicki,m
5368,Herman van Swanevelt,m
5369,Christian August Saský,m
5370,Odo III. z Troyes,m
5371,Alan IV. Bretaňský,m
5372,Josef Mirovít Král,m
5373,"Philip Stanhope, 5. hrabě z Chesterfieldu",m
5374,Jacob Duck,m
5375,Jan Krušina II. z Lichtenburka,m
5376,Georgius Crugerius,m
5377,Hérodóros z Megary,m
5378,Evžen Vilém Haugwitz,m
5379,Štěpán II.,m
5380,Žofie Albertina Švédská,f
5381,Vilém Zajíc z Valdeka,m
5382,Agilulf,m
5383,Carl Bernhard Garve,m
5384,John B. Heywood,m
5385,Leon Sperling,m
5386,Maximilian Sterz,m
5387,Adolphe Adam,m
5388,Jan van Os,m
5389,Nerva,m
5390,Ismail al-Azhari,m
5391,Burchard z Würzburgu,m
5392,Jindřich Kastilský,m
5393,John Byron,f
5394,Willem Drost,m
5395,Jan III. Popel z Lobkowicz,m
5396,Agrippina mladší,f
5397,Ráhula,m
5398,Konstantin V. Kopronymos,m
5399,Bisinus,m
5400,Stéphane Badji,m
5401,Samuel de Champlain,m
5402,František Doubravský,m
5403,Yves Thomas,m
5404,Antonín z Colloredo-Wallsee,m
5405,Józef Damse,m
5406,Johann Liebieg,m
5407,Ferdinand Kauer,m
5408,Fabián Hinkelmann,m
5409,Louis Mountbatten,m
5410,František Ignác Tůma,m
5411,Jindřich I. Francouzský,m
5412,Ivan III.,m
5413,Zelda Fitzgeraldová,f
5414,Jozef Árvay,m
5415,Fridrich III. Libnický,m
5416,Josef Ulrich,m
5417,Ildikó,f
5418,Dominik Kovář,m
5419,Nikolaj Nikolajevič Ipaťjev,m
5420,Hamid Šahinović,m
5421,William Caslon,m
5422,Árjabhata,m
5423,Marie Francouzská,f
5424,Karel Eduard Rainold,m
5425,Karel Žďárský,m
5426,Jan XXIII.,m
5427,Hynek I. Suchý Čert z Kunštátu a Jevišovic,m
5428,Georg Olivier Wallis,m
5429,Řehoř Barbarigo,m
5430,Karel Godefried von Rosenthal,m
5431,Markéta Habsburská,f
5432,Vladislav III. Tenkonohý,m
5433,Antonín Ferdinand Feuerstein,m
5434,Bernt Notke,m
5435,Jan Bébar,m
5436,Alberto Arnoldi,m
5437,Tullus Hostilius,m
5438,William Henry,m
5439,Genrich Ljuškov,m
5440,Ignacy Feliks Dobrzyński,m
5441,Lala Mustafa Paša,m
5442,Jakub Kryštof Rybnický,m
5443,Matěj Stryjkowský,m
5444,Giovanni Battista De Luca,m
5445,Geoffroy z Beaulieu,m
5446,Tomáš Sydenham,m
5447,Gerard III. z Geldern,m
5448,Fridrich Anhaltsko-Desavský,m
5449,Jindřich II. Kyperský,m
5450,Cesare Beccaria,m
5451,Antiochos I. Sótér,m
5452,Menachem Mendel z Kotsku,m
5453,František Vladislav Hek,m
5454,Lucius Aemilius Paullus Macedonicus,m
5455,Karel Josef Batthyány,f
5456,Josef Král,m
5457,Marie z Armagnacu,f
5458,Albrecht Kaplíř ze Sulevic,m
5459,Andreas Vesalius,m
5460,Jan Jakub z Thun-Hohensteinu,m
5461,Charles Lyell,m
5462,Sebastiano Caboto,m
5463,Jindřich IX. Bavorský,m
5464,Aristotelés,m
5465,František Eduard Sandtner,m
5466,Augustin Theiner,m
5467,Adéla ze Champagne,f
5468,Jean-François Marmontel,m
5469,Jeroným Emiliani,m
5470,Antonín Stevens,m
5471,Jean-Sifrein Maury,m
5472,Martin Schongauer,m
5473,Isabela Skotská,f
5474,Jiří Brunšvicko-Lüneburský,m
5475,Ben Jonson,m
5476,Daniel Klesch,m
5477,Samuel Linde,m
5478,Adam Bartsch,m
5479,Johann Maresch,m
5480,Étienne Arago,m
5481,Felix III.,m
5482,Giacomo Cordella,m
5483,Giovanni Battista Scrinzi di Montecroce,m
5484,Marie Anna Habsburská,f
5485,Shelley Harland,f
5486,Filip Heger,m
5487,Giuseppe Gazzaniga,m
5488,Marie Anna Karolína Neuburská,f
5489,Alfons IV. Portugalský,m
5490,Jindřich I. Babenberský,m
5491,Gaius Caecilius Statius,m
5492,Samuel Johannes Pauly,m
5493,Balduin II. Henegavský,m
5494,Honoré II.,m
5495,Karel Bonaventura Buquoy,m
5496,Kazimír II. Lenčický,m
5497,Jugurtha,m
5498,Johan Rudolph Thorbecke,m
5499,Svatá Viborada,f
5500,Antonín Emil Titl,m
5501,Edmund Kampián,m
5502,Izabela Czartoryska,f
5503,Hugh O'Neill,m
5504,Amelia Van Buren,f
5505,Manduchaj,f
5506,Nobukimi Anajama,m
5507,Anna Uherská,f
5508,Pieter Corneliszoon Hooft,m
5509,Adéla Flanderská,f
5510,Claude Pickens,m
5511,Armand Bourbon-Conti,m
5512,Josef Sousedík,m
5513,Avraham Kalfon,m
5514,Urban VII.,m
5515,Christian Lagler,m
5516,Marie Adéla Francouzská,f
5517,Sallustius,m
5518,Jędrzej Boryszewski,m
5519,Thomas Warton,m
5520,Mi Fu,m
5521,Boleslav Těšínský,m
5522,Johann Reinhold Forster,m
5523,Louis Braille,m
5524,Jan I. Skotský,m
5525,Albrecht Libštejnský z Kolovrat,m
5526,Jindřich Uppsalský,m
5527,Josef Myslimír Ludvík,m
5528,Edward Gibbon,m
5529,František Kušnír,m
5530,Kašpar Arzenius z Radbuzy,m
5531,Joseph Addison,m
5532,Manuel I. Portugalský,m
5533,Pylyp Orlyk,m
5534,Amanieu z Albretu,m
5535,Haakon II. Norský,m
5536,Alžběta Kyjevská,f
5537,Jan Philopon Dambrovský,m
5538,Antonín Volánek,m
5539,Karolína Ferdinanda Habsbursko-Lotrinská,f
5540,Jiří II. Hesensko-Darmstadtský,m
5541,František Jelínek,m
5542,Alžběta Alexandrine Bourbonská,f
5543,Claude Garamond,m
5544,Anna Zaháňská,f
5545,Zofia Czeska-Maciejowska,f
5546,Michael Zürn ml.,m
5547,Kacumoto Hosokawa,m
5548,Francisco Vásquez de Coronado,m
5549,Barthélemy Louis Joseph Schérer,m
5550,Kryštof Kolumbus,m
5551,"Henrietta Hydeová, hraběnka z Rochesteru",f
5552,Agatharchos,m
5553,Pedro Albéniz,m
5554,Kryštof Ferdinand Popel z Lobkowicz,m
5555,Franz Paul Wallis,m
5556,Johann Kusser st.,m
5557,Maria Hueber,f
5558,Childerich III.,m
5559,Louise Françoise de Bourbon,f
5560,Charles Coffey,m
5561,Šimon z Tarenta,m
5562,Pavel Josef Vejvanovský,m
5563,Berenguela Barcelonská,f
5564,Robert Burns,m
5565,Heinrich Schütz,m
5566,Georg Simon Ohm,m
5567,Henry Briggs,m
5568,Nabopolasar,m
5569,Maurice Fitzhardinge Berkeley,m
5570,Samuel Chase,m
5571,Jan Ignác Dlouhoveský z Dlouhé Vsi,m
5572,Řehoř V.,m
5573,Gendündub,m
5574,Wichmann II.,m
5575,František Heřmanský,m
5576,Hugo ze Svatého Viktora,m
5577,Čchen Sien-čang,m
5578,Nicolas Chauvin,m
5579,Conrad von Soest,m
5580,Inocenc III.,m
5581,Willem van de Velde mladší,f
5582,Anne Robert Jacques Turgot,m
5583,Svatý Cyprián,m
5584,Kryštof Karel Voračický z Paběnic,f
5585,Kratylos,m
5586,Giovanni Agostino Abate,m
5587,Jan Adam Vratislav z Mitrovic,f
5588,William Kidd,m
5589,"Acepsimas, Josef a Aeithalas",m
5590,"William Cavendish, 1. vévoda z Devonshiru",m
5591,Peter Ascanius,m
5592,Ču Č’-fan,m
5593,Gisela Francouzská,f
5594,Mark Stewart,m
5595,Adolf Diesterweg,m
5596,Petr Brandl,m
5597,Jan Daněk,m
5598,Paolo Toscanelli,m
5599,Pierre Abélard,m
5600,"Jane Stuart, Lady Flemmingová",f
5601,Mateo Alemán,m
5602,Jan VII. Palaiologos,m
5603,Syagrius,m
5604,Martin Hassek,m
5605,Marie Luisa de Rohan,m
5606,Maxmilián František Habsbursko-Lotrinský,m
5607,Johannes Sturm,m
5608,Luisa Hesensko-Darmstadtská,f
5609,Antoine Nicolas Duchesne,m
5610,Bonifác III.,m
5611,Giuseppe Sellitto,m
5612,Antoine César Becquerel,m
5613,Christian Febiger,m
5614,Morten Thrane Brünnich,m
5615,Leon VI. Moudrý,m
5616,Piotr Brygierski,m
5617,Jindřich z Hradce,m
5618,Hermann Schlegel,m
5619,Gunderich,m
5620,David z Dinantu,m
5621,František Řivnáč,m
5622,Antonín Arnošt Schaffgotsche,m
5623,Richard James Simpson,m
5624,Jindřich V. z Rožmberka,f
5625,Nikolaj Fjodorovič Pogodin,m
5626,Canfeda Hatun,f
5627,Jan Gualbert,m
5628,Oldřich III. Meklenburský,m
5629,Georg Joachim Rhaeticus,m
5630,Mikuláš z Riesenburka,m
5631,Ignatij Michajlovič Milovanov,m
5632,Jüan Čung-tao,m
5633,Fatma Sultan,f
5634,Johana z Marle,f
5635,Blake Fleming,m
5636,Patti Palladin,f
5637,Kyrylo Blonskyj,m
5638,Štěpán Harding,m
5639,Tomáš z Celana,m
5640,Theodóros z Kyrény,m
5641,Ferdinando Orlandi,m
5642,Caterina Bondiniová,f
5643,Aššur-dán I.,m
5644,Orazio Spinola,m
5645,Anna Marie Meklenbursko-Schwerinská,f
5646,Blanka Burgundská,f
5647,Georg Friedrich von Reichenbach,m
5648,Saartjie Baartmanová,f
5649,Maarten van Heemskerck,m
5650,Zikmund z Thunu,m
5651,Boris I.,m
5652,Leopold Kemeter,m
5653,Marcovefa,f
5654,Indutiomarus,m
5655,Alexios Komnenos,m
5656,Josef Kramolín,m
5657,Emilie Knotková,f
5658,Franciszek Ksawery Wierzchleyski,m
5659,Wolfgang Amadeus Mozart,f
5660,Vincenzo Fioravanti,m
5661,Francisco Alvarez,m
5662,Wolfgang Maria Czernin,m
5663,Aurelio Aureli,m
5664,Ivan V.,m
5665,Mu Jing,m
5666,Johannes Anton Nagel,m
5667,Jan XXI.,m
5668,Antonín Obletter,m
5669,Petr I. Bourbonský,m
5670,Mikuláš Glassberger,m
5671,Karel Antonín Ballabene,m
5672,Elijahu Moše Ganchovski,m
5673,Isabela Savojská,f
5674,Jindřich II. ze Šternberka,m
5675,Ján Büringer,m
5676,Jekatěrina Pavlovna Bagrationová,f
5677,Erasmus Reinhold,m
5678,Ján Révai,m
5679,Eleonora Magdalena Gonzagová,f
5680,Peter Wucherer,m
5681,Senesino,m
5682,Václav Procházka,m
5683,Jan Miller,m
5684,John Trumbull,m
5685,Ludwik Dolański,m
5686,Giovanni Legrenzi,m
5687,Petr Šabata,m
5688,Zikmund Hrubý z Jelení,m
5689,Oldřich Pečenka,m
5690,Francesco Maria Sforza,m
5691,Džuči,m
5692,František Damián ze Šternberka,m
5693,Dobrodeia Kyjevská,f
5694,Mořic Esterházy,f
5695,Jan Josef Deym ze Stříteže,m
5696,Jeroným Kohl,m
5697,Silvestr I.,m
5698,Sü Aj,m
5699,Ota I. Veliký,m
5700,Pinianus,m
5701,Josef Bergler,m
5702,Leopold Vilém II. z Valdštejna,f
5703,Jaroš,m
5704,Giovanni Battista Caracciolo,m
5705,Markýz de Sade,m
5706,Chaloner Ogle,f
5707,Donald II.,m
5708,Eberhard III. Württemberský,m
5709,Marie Leopoldina Habsbursko-Lotrinská,f
5710,Franz Klein,m
5711,Eleonora z Lancasteru,f
5712,Eleonora Gonzaga,f
5713,Alžběta Lucemburská,f
5714,Leopold Viktorin Windischgrätz,f
5715,Jan Petr Cerroni,m
5716,Kondiaronk,m
5717,Dominik Kindermann,m
5718,Cyr Alexandrijský,m
5719,Cyril František Napp,m
5720,Quintus Fabius Pictor,m
5721,Galileo Galilei,m
5722,Urban III.,m
5723,Jarek z Waldenberka,m
5724,Eleonora Sicilská,f
5725,Nicolas Ager,m
5726,Nikolaj Pavlovič Dileckij,m
5727,Witelo,m
5728,Adam Christian Agricola,m
5729,Gonzalo Fernández de Córdoba,m
5730,Karel Daniel Gangloff,m
5731,Šarlota Aglaé Orleánská,f
5732,Přibík z Klenové,m
5733,Jacobus de Cessolis,m
5734,Friederike Caroline Neuberová,f
5735,Richard Neville,m
5736,Andrej Rublev,m
5737,Apolinaris Khytribius,m
5738,Mikuláš Tolentinský,m
5739,Claudio Merulo,m
5740,Ismáíl Sámání,m
5741,Micuhide Akeči,m
5742,Benedikt Büchse,m
5743,Karel III. Bourbonský,m
5744,Eliáš Dollhopf,m
5745,Kristián z Hartigu,m
5746,Thomas Percy,m
5747,Wang Č’,m
5748,Johann Hieronymus Schröter,m
5749,Isabela z Brienne,f
5750,Alžběta Portugalská,f
5751,Maria Aurora von Spiegel,f
5752,Émilie du Châtelet,f
5753,Marie Srbská,f
5754,Jan Kristián II. z Eggenbergu,m
5755,Charles Goodyear,m
5756,Juan Francisco Bodega y Quadra,m
5757,Vincenc Dittrich,m
5758,Augusta Vilemína Marie Hesensko-Darmstadtská,f
5759,Pierre Jean Georges Cabanis,m
5760,Alessandro Antonelli,m
5761,Ming Jü-čen,m
5762,Mathias Brandl,m
5763,Franz Grillparzer,m
5764,Josef Seigerschmidt,m
5765,Hasan ibn Alí,m
5766,Emmanuel Joseph Sieyès,m
5767,Pius V.,m
5768,Marie Alžběta z Lichtenštejna,f
5769,Karel VII. Švédský,m
5770,Jan Frans van Bloemen,m
5771,Johann Jakob Bodmer,m
5772,Heinrich Cornelius Agrippa von Nettesheim,m
5773,Joachym Stettenhofen,m
5774,Pierre Perrin,m
5775,Jake Knapp,m
5776,Ferdinand II. Hohenstein,m
5777,Chuang Chuaj,m
5778,Cesare Mattei,m
5779,Gerasim Grigorjevič Izmajlov,m
5780,Carlos Seixas,m
5781,Joséphine de Beauharnais,f
5782,Johann Karl Ehrenfried Kegel,m
5783,Batula,m
5784,Václav III.,m
5785,Joachim Cron,m
5786,Anna Svídnická,f
5787,Jan mladší Kinský,m
5788,Giovanni di Marignolli,m
5789,Alfons V. Leónský,m
5790,Albert Eckhout,m
5791,Gaetano Gaspari,m
5792,Markéta Anglická,f
