,entity,gender
1659,Таті Габріель,f
1660,Василь Гурмак,m
1661,Джейкоб Броновскі,m
1662,Зденек Прохазка,m
1663,Гуна Аболіна,f
1664,Станіслав Богданович,m
1665,Христо Марков,m
1666,Віра Дулова,f
1667,Сергій Стаховський,m
1668,Штефан Прокопіу,m
1669,Денис Нагнойний,m
1670,Йосип Іремашвілі,m
1671,Мітко Штерев,m
1672,Ярослав Демидась,m
1673,Петро Вологодський,m
1674,Григорій Коломойський,m
1675,Леопольд Ґеґенбауер,m
1676,Девід Ллойд Джордж,f
1677,Майк Грір,m
1678,Еріх Ляйнсдорф,m
1679,Аделаїда Австрійська,f
1680,Андреас Зассен,m
1681,Михайло Меркулов,m
1682,Василь Полозков,m
1683,Моріц Даффлінгер,m
1684,Василь Винославський,m
1685,Мечислав Кравіч,m
1686,Євген Могіль,m
1687,Яніс Круміньш,m
1688,Яцек Магера,m
1689,Руслан Джалілов,m
1690,Григорій Педченко,m
1691,Лідія Лассіла,m
1692,"Ендрю, герцог Йоркський",m
1693,Андрій Мовчан,m
1694,Райнгольд Мюнценберг,m
1695,Олена Чебану,f
1696,Максим Сорокін,m
1697,Віктор Горбачов,m
1698,Метін Серезлі,m
1699,Тіна Дітце,m
1700,Віктор Васкес,m
1701,Олександр Скрябін,m
1702,Валентина Носенко,f
1703,Микола Смуглів,m
1704,Владислав Лучкін,m
1705,Жуан Сезар Монтейру,m
1706,Неофіт,m
1707,Олександр Добржанський,m
1708,Василь Мочульський,m
1709,Скотт Торнтон,m
1710,Алан Александер Мілн,m
1711,Й. Бернлеф,m
1712,Христина Микитин,f
1713,Дмитро Семчук,m
1714,Зоряна Болтарович,f
1715,Реваз Гоцирідзе,m
1716,Жюст Бруз,m
1717,Павло від Хреста,m
1718,Хосе Марія Хіменес,m
1719,Карл Густав Карус,m
1720,Соломон Єгуда Раппопорт,m
1721,Володимир Савчук,m
1722,Руслан Салівончик,m
1723,Мюріел Спарк,f
1724,Санджів Сталін,m
1725,Михайло Цимбалюк,m
1726,Соухаїб Калала,m
1727,Боббі Замора,m
1728,Максим Солонар,m
1729,Гайнц Берггрюн,m
1730,Ахмет Берман,m
1731,Кузман Шапкарев,m
1732,Петро Андрійчук,m
1733,Рубен Лофтус-Чік,m
1734,Ронні Лестер,m
1735,Маруан Шамах,m
1736,Марія Абакумова,f
1737,Валентина Бойко,f
1738,Галина Тюменєва,f
1739,Борис Липницький,m
1740,Анатолій Мисечко,m
1741,Джефф Джонс,m
1742,Діонісіо Мехія,m
1743,Роман Хміль,m
1744,Тетяна Татаренко,f
1745,Марі-Домінік Шеню,m
1746,Леван Гогоберідзе,m
1747,Володимир Андрєєв,m
1748,Леонід Кузьменко,m
1749,Геннадій Тарасуль,m
1750,Шеф ван Рюн,m
1751,Арвід Карлссон,m
1752,Олександр Жигалкін,m
1753,Мануель Пабло,m
1754,Ласло Шойом,m
1755,Церенпілійн Гомбосурен,m
1756,Анджело Бінаскі,m
1757,Лариса Брюховецька,f
1758,Олександр Шкляревський,m
1759,Григорій Кузьменко,m
1760,Тойоґуті Меґумі,f
1761,Едуард Горкунов,m
1762,Едіт Бовман,f
1763,Корі Поттер,m
1764,Іван Томич,m
1765,Тарас Мельник,m
1766,Антон Корольов,m
1767,Роберт Ґаскойн-Сесіл Солсбері,m
1768,Семен Айзенштейн,m
1769,Геворг Саакян,m
1770,Сільвіо д'Аміко,m
1771,Пономарьов Борис,m
1772,Дмитро Фурдик,m
1773,Степан Баран,m
1774,Роман Грищенко,m
1775,Володимир Проскурін,m
1776,Фредерік Вільям Робертсон,m
1777,Олександр Пономарьов,m
1778,Алессандро Сальвіо,m
1779,Ральф Марадж,m
1780,Ігор Чепусов,m
1781,Марк Велш,m
1782,Арон Даум,m
1783,Ліра Абдулліна,f
1784,Фред Фокс,m
1785,Карло Колаяково,m
1786,Дженнаро Гаттузо,m
1787,Ірина Шейк,f
1788,Георг I,m
1789,Біт Форстер,m
1790,Антон Кох,m
1791,Володимир,m
1792,Ендрю Джастіс,m
1793,Сергій Вишедкевич,m
1794,Маноло Хіменес,m
1795,Ян Щасний Гербурт,m
1796,Іяї Атімвен,m
1797,Зігфрід Кіц,m
1798,Нікола Пельц,f
1799,Мануель Гонсалес Онторія,m
1800,Камаль аль-Дін Хусейн,m
1801,Георге Урскі,f
1802,Наїф Газазі,m
1803,Майкл Біхі,m
1804,Жасмін Паоліні,m
1805,Карл Оберг,m
1806,Девід Едвардс,m
1807,Олександр Єгурнов,m
1808,Дірсеу Віггерс де Олівейра Фільо,m
1809,Біргітта Бремер,f
1810,Самія Ахмед,m
1811,Франтішек Кордач,m
1812,Іван Саморано,m
1813,Микола Мокан,m
1814,Микола Сулима,m
1815,Анатолій Руденко,m
1816,Дмитро Жикол,m
1817,Павло Кондратьєв,m
1818,Пніна Тамано-Шата,f
1819,Василь Яр,m
1820,Катріна Ло,f
1821,Шахабуддін Ахмед,m
1822,Софі Ді,f
1823,Віктор Ареф'єв,m
1824,Тіппі Гедрен,f
1825,Валійський Аркадій,m
1826,Борис Магеровський,m
1827,Фріц Морф,m
1828,Анатолій Чепурний,m
1829,Михайло Загородний,m
1830,Сергій Нікулін,m
1831,Вернер Шульц,m
1832,Курбангелди Дурдиєв,m
1833,Шарль Алексіс Бруляр де Женліс,m
1834,Леонід Федоров,m
1835,Валентин Хрущ,m
1836,Рей Долбі,m
1837,Луїс Альберто Гутьєррес,m
1838,Бабрак Кармаль,m
1839,Олександр Назаренко,m
1840,Ігор Численко,m
1841,Микола Роженко,m
1842,Раїль Кузеєв,m
1843,Жорж Пішар,m
1844,Беньямін Ліст,m
1845,Мартін Васкес,m
1846,Кароль Машковський,m
1847,Василь Янчевецький,m
1848,Клас Ольденбург,m
1849,Любов Ревуцька,f
1850,Сьюзанна Кулен-Вард,m
1851,Беатрікс,f
1852,Самія Сулуху,f
1853,Людовико ді Капоріакко,m
1854,Олександр Непорожній,m
1855,Мойсей Зац,m
1856,Мохамед Камара,m
1857,Ганс-Вільгельм фон Дрескі,m
1858,Барський Михайло Ілліч,m
1859,Гліб Рогоза,m
1860,Ігор Озарків,m
1861,Санджі Каляєв,m
1862,Ольга Даценко,f
1863,Карл Йосиф,m
1864,Євген Громов,m
1865,Юрій Ляпкін,m
1866,Сергій Росляков,m
1867,Олександр Горобець,m
1868,Василь Артеменко,m
1869,Меган Міккелсон,f
1870,Роллан Сергієнко,m
1871,Амаль Клуні,m
1872,Джамель Саїхі,m
1873,Сергій Мартинов,m
1874,Камілла Донсьє,f
1875,Коннор Браун,m
1876,Лауріс Дарзіньш,m
1877,Якоб Грімм,m
1878,Душан Пашек,m
1879,Гунарс Біркертс,m
1880,Тессі Каміллері,m
1881,Джордж Данлоп,m
1882,Конрад Цельтіс,m
1883,Есан Гададі,m
1884,Петро Дацько,m
1885,Михайло Черкасов,m
1886,Гампус Ліндгольм,m
1887,Рабія Кадір,m
1888,Олександр Костинський,m
1889,Олівер Платт,m
1890,Амір Абдразаков,m
1891,Лука Карлеваріс,m
1892,Василь Кожелянко,m
1893,Тетяна Купянська,f
1894,Валентин Белькевич,m
1895,Петро Красюк,m
1896,Юрій Миргородський,m
1897,Ігор Якубовський,m
1898,Остін Кінкейд,f
1899,Амфілохій,m
1900,Ян Лям,m
1901,Вільгельм Вольф,m
1902,Френк Лаутенберг,m
1903,Тінга,m
1904,Андрій Смирнов,m
1905,Олексій Оржель,m
1906,Ващенко Костянтин Ілліч,m
1907,Жанна Куява,f
1908,Яків Бусел,m
1909,Петро Вітгенштейн,m
1910,Джон Роміта-старший,m
1911,Тодор Скаловський,m
1912,Володимир Кочерга,m
1913,Жасмін Тукс,f
1914,Артем Красильников,m
1915,Тібо Валлетт,m
1916,Ніккі Гейлі,f
1917,Роббі Сміт,m
1918,Саватій,m
1919,Ольга Іванкова,f
1920,Ігор Походня,m
1921,Володимир Васляєв,m
1922,Анджей Лібіх,m
1923,Владислав Коробкін,m
1924,Юзеф Геллер,m
1925,Марва Амрі,f
1926,Гелла Вуолійокі,f
1927,Лукія Гумецька,f
1928,Спенсер Браун,m
1929,Катель Кілевере,m
1930,Шейн Даффі,m
1931,Юліян Тарнович,m
1932,Віктор Яблонський,m
1933,Василь Вільшук,m
1934,Ніколета Матей,m
1935,Клаудіо Коутіньйо,m
1936,Філ Боєр,m
1937,Pharaoh,m
1938,Лев Мехліс,m
1939,Василь Маслов,m
1940,Анатолій Євдокименко,m
1941,Рейчел Гарріс,f
1942,Олександр Денисов,m
1943,Петро Гасюк,m
1944,Ян Облак,m
1945,Юрій Юкечев,m
1946,Марін Болльє,m
1947,Стівен Оді,m
1948,Корнелія Нінова,m
1949,Коваль Юрій Миколайович,m
1950,Кевін Крамер,m
1951,Володимир Кипенко,m
1952,Анатолій Карась,m
1953,Іван Левицький,m
1954,Степан Сурукчі,m
1955,Мьодзін Томокадзу,m
1956,Іван Валков,m
1957,Володимир Сакович,m
1958,Фердінан Герольд,m
1959,Гліб Івакін,m
1960,Данило Сидоренко,m
1961,Сергій,m
1962,Людмила Кукліновська,f
1963,Василь Думанський,m
1964,Джефф Сендерсон,m
1965,Валерій Босенко,m
1966,Сюзанна Флон,f
1967,Менно тер Браак,m
1968,Фредерік Ґардінер,m
1969,Анатолій Довгаль,m
1970,Танзіля Узянбаєва,f
1971,Валентин Галунько,m
1972,Джозеф Лоузі,m
1973,Драгіша Цветкович,m
1974,Хуан Антоніо Скассо,m
1975,Вудон Баклицький,m
1976,Михайло Горіккер,m
1977,Марко Асенсіо,m
1978,Орландо Блум,m
1979,Тимофій Локоть,m
1980,Василь Нагірний,m
1981,Анатолій Коваленко,m
1982,Ніко I Дадіані,m
1983,Аркадій Демиденко,m
1984,Олег Степаненко,m
1985,Георгій Бакланов,m
1986,Гюнтер Кучманн,m
1987,Лев Рейнарович,m
1988,Валентина Окіпна,f
1989,Селемон Барега,m
1990,Леонід Коровицький,m
1991,Йосефо Веревоу,m
1992,Бредлі Купер,m
1993,Петро Луцик,m
1994,Маргарита Орлеанська,f
1995,Леонід Боровик,m
1996,Карой Фогль,m
1997,Лариса Луппіан,f
1998,Михайло Забродський,m
1999,Елеонора I,f
2000,Діогу Лейте,m
2001,Сомжит Джонгжохор,m
2002,Григорій Баглюк,m
2003,Джоан Баез,f
2004,Сергій Козлов,m
2005,Богдан Анджеєвський,m
2006,Мовсес Карапетян,m
2007,Ян Стейскал,m
2008,Казімеж Лис,m
2009,Вітор Тормена,m
2010,Дар'я Суворова,f
2011,Габор Капуварі,m
2012,Сем Траммелл,m
2013,Олександр Анпілогов,m
2014,Ігор Матушкін,m
2015,Маргарита Володіна,f
2016,Бадер аль-Мутава,m
2017,Афонсу V,m
2018,Туник Сергій,m
2019,Ульф Дален,m
2020,Яніна Орденжанка,f
2021,Сімоне Сімонс,f
2022,Олексій Водягін,m
2023,Марсель Бурген,m
2024,Арам Саргсян,m
2025,Тіффані Джеймс,m
2026,Іван Голунов,m
2027,Ямінський Борис,m
2028,Олександр Ржавський,m
2029,Ульяна Денисова,f
2030,Франц Вюльнер,m
2031,Артем Мачекін,m
2032,Кассім аль-Рімаві,m
2033,Олександра Хильченко,f
2034,Роберт Кісіс,m
2035,Галина Зінченко,f
2036,Фаріда Осман,m
2037,Михайло Енгельгардт,m
2038,Антон Бутирін,m
2039,Беніньйо Феррейра,m
2040,Джеймі Лоурі,m
2041,Кальман Кертес,m
2042,Марк Тейлор,m
2043,Валентин Федишен,m
2044,Джон Джозеф Беннетт,m
2045,Діна Камінська,f
2046,Зе Луїш,m
2047,Максиміліан Венглер,m
2048,Олена Косач,f
2049,Сона Бернардова,m
2050,Василь Вовк,m
2051,Ніна Мурашкіна,f
2052,Віктор Кузнецов,m
2053,Олексій Гайдей,m
2054,Віктор Кривенко,m
2055,Julik,m
2056,Єлизавета Саксонська,f
2057,Віталій Савін,m
2058,Анатолій Коварський,m
2059,Емілія Гогенлое-Ланґенбурзька,f
2060,Павло Маненко,m
2061,Андрій Зав'ялов,m
2062,Джон Бірн,m
2063,Марина Копійка,f
2064,Гергард Больдт,m
2065,Ігор Ковалевич,m
2066,Алла Костюк,f
2067,Малькольм Янг,m
2068,Роман Канафоцький,m
2069,Фарінеллі,m
2070,Унг Хуот,m
2071,Горан Лозановський,m
2072,Зена Маршалл,f
2073,Рубинський Іван,m
2074,Йоганн фон Рафенштайн,m
2075,Ганс Валлен,m
2076,Кеннет Енгер,m
2077,Едуардо Аранда,m
2078,Лідія Горшкова,f
2079,Тарас Шухевич,m
2080,Наталія Трохим,f
2081,Анатолій Старущенко,m
2082,Гайнц Бенцін,m
2083,Ілда Рейс,m
2084,Хава Волович,f
2085,Юрій Павельчук,m
2086,Василь Кизима,m
2087,Віктор Швець,m
2088,Йоахим Хрептович,m
2089,Кім Че Пом,m
2090,Зенон Когут,m
2091,Чжун Сюечунь,f
2092,Хуан Шаохуа,m
2093,Євген Павлов,m
2094,Петро Рум'янцев-Задунайський,m
2095,Кристіан Белік,m
2096,Вільгельміна Луїза Саксен-Мейнінгенська,f
2097,Андрій Яремчук,m
2098,Михайло Звєряков,m
2099,Омура Ваїтіро,m
2100,Мануела Ді Чента,m
2101,Хав'єр Бесерра,m
2102,Світлана Супрунюк,f
2103,Террі Гарпер,m
2104,Юзеф Дунін-Карвіцький,m
2105,Едуард Фрідріх Еверсманн,m
2106,Нараїн Картікеян,m
2107,Алекс Шерцер,m
2108,Ойґен Коґон,m
2109,Луїс Енріке Нсуе,m
2110,Теро Вялімякі,m
2111,Нора Юга,m
2112,Перекоп Іванов,m
2113,Дмитро Августінович,m
2114,Вітек Ванечек,m
2115,Джейд Норт,m
2116,Марк Бішофбергер,m
2117,Ковальов Сергій Вікторович,m
2118,Юрай Валах,m
2119,Янош Кішмоні,m
2120,Джейсон Мор,m
2121,Арте Джонсон,m
2122,Рафаель Конф'ян,m
2123,Євген Тодоров,m
2124,Степан Руданський,m
2125,Людвіг Стрігеус,m
2126,Вім Слейкгойс,m
2127,Андрій Лукашук,m
2128,Михайло Раковський,m
2129,Раїса Беспалова,f
2130,Михайло Грабовський,m
2131,Ієронім Уборевич,m
2132,Євген Федосіїв,m
2133,В'ячеслав Соловйов,m
2134,Едуардо Фрей Монтальва,m
2135,Тібо Колар,m
2136,Альвред Фіннбогасон,m
2137,Юрік Степанян,m
2138,Карел де Гюхт,m
2139,Сергій Плотников,m
2140,Андрій Олійник,m
2141,Пол Річард Галлахер,m
2142,Угу Віана,m
2143,Мбвана Самата,m
2144,Андрій Вінцерський,m
2145,Борис Валуєнко,m
2146,Марія Толчіф,m
2147,Олександр Черевань,m
2148,Василь Лозовський,m
2149,Федір Заремба,m
2150,Павло Лазаренко,m
2151,Александр,m
2152,Барбара Хепворт,f
2153,Хорхе Отеро,m
2154,Кріс Вондоловскі,m
2155,Русляков Валентин,m
2156,Володимир Бистров,m
2157,Ребекка Дауні,f
2158,Єт Бюссемакер,f
2159,Василь Нілов,m
2160,Славко Луштиця,m
2161,Ежен Жозеф Дельпорт,m
2162,Мері Вейд,f
2163,Арналдо Сезар Коельйо,m
2164,Віктор Сорока,m
2165,Егон Крістоферсен,m
2166,Тихон,m
2167,Зотиков Володимир Іванович,m
2168,Іван Ренков,m
2169,Шаде Аду,f
2170,Степан Макарчук,m
2171,Даррен Бойко,m
2172,Петр Вампола,m
2173,В'ячеслав Мазараті,m
2174,Дмитро Клабуков,m
2175,Ален Стеванович,m
2176,Михайло Фрунзе,m
2177,Василь Єрмоленко,m
2178,Наталія Мусієнко,f
2179,Хосеп Марія Вентура,m
2180,Ернесто Сото Авенданьйо,m
2181,Коре Бремер,m
2182,Павло Бедзир,m
2183,Людвіг Промесбергер,m
2184,Крісталл Мані Інгасон,m
2185,Генріх Лютворт,m
2186,Сергій Наполов,m
2187,Юрій Солодов,m
2188,Ектор Марчена,m
2189,Назар Мавров,m
2190,Галина Кухальська,f
2191,Садамото Йошіюкі,m
2192,Магнус Блакстад,m
2193,Вальтер Шмідт,m
2194,Сергій Аморалов,f
2195,Олександр Носенко,m
2196,Юрій Митропольський,m
2197,Максим Недосеков,m
2198,Геннадій Жиздик,m
2199,Мамаду Фофана,m
2200,Борис Ребянський,m
2201,Залман Нехемія Гольдберг,m
2202,Теему Пулккінен,m
2203,Іван Перишич,m
2204,Френ Волш,f
2205,Метью Лекі,m
2206,Василь Яковлєв,m
2207,Александру Дандя,m
2208,Лідія Котеляк,f
2209,Олександр Корнєв,m
2210,Юрій Тарич,m
2211,Гретар Стейнсон,m
2212,Лої Фуллер,f
2213,Федір Богданов,m
2214,Мохаммед Тімумі,m
2215,Мельхіор Ванькович,m
2216,Щербаков Володимир Іванович,m
2217,Павло Житецький,m
2218,Миколай Міцкевич,m
2219,Карл III,m
2220,Владислав Рачкевич,m
2221,Микола Яневич,m
2222,Карл-Мікаель Бельман,m
2223,Ростислав Рибальченко,m
2224,Реджина Кінг,f
2225,Мінні Террі,f
2226,Мохаммед Хаді Сараві,m
2227,Амелі Гуле-Надон,m
2228,Вероніка Сепеде Ройг,m
2229,Леонід Харченко,m
2230,Рудольф Клаузіус,m
2231,Пак Син Чжін,m
2232,Володимир Кухалашвілі,m
2233,Натан Мільштейн,m
2234,Ярослав Боровичка,m
2235,Максим Шалунов,m
2236,Еліас Мар Омарссон,m
2237,Ольга Кириленко,f
2238,Євгенія Павловська,f
2239,Микола Гнисюк,m
2240,Михайло Глідер,m
2241,Гар Гобінд Корана,m
2242,Марк Бартра,m
2243,Анатолій Медвідь,m
2244,Шань Кеюань,m
2245,Василь Єфремов,m
2246,Андрій Широбоков,m
2247,Тарек Соліман,m
2248,Ніккі Роудс,f
2249,Векілова Лейла Махат-кизи,m
2250,Михайло Бернштейн,m
2251,Флорін Пьєрсік,m
2252,Лі Цзіньюй,m
2253,Кай Гансен,m
2254,Олексій Причкін,m
2255,Василь Міліянчук,m
2256,Олександр Настенко,m
2257,Андерс Екстрем,m
2258,Євген Єнін,m
2259,Джон Сміт,m
2260,І Густі Нгурах Рай,m
2261,Борис Деркач,m
2262,Бернард Герзбрун,m
2263,Габрієль д'Арбусьє,m
2264,Майкл Бонд,m
2265,Саміра Саїд,m
2266,Тадеуш Толвінський,m
2267,Антоні Краузе,m
2268,Барановський Василь Володимирович,m
2269,Джозеф Овертон,m
2270,Чжуан Цзяжун,m
2271,Тихон,m
2272,Вільям Гартнелл,m
2273,Яків Розенфельд,m
2274,Кей Грейнджер,f
2275,Катерина Волкова,f
2276,Баладжі Вішванатх,m
2277,Теодор фон Гіппель,m
2278,Ірина Маланюк,f
2279,Сергій Брилін,m
2280,Неоніла Бабій-Очеретовська,f
2281,Іван Додаков,m
2282,Радек Бонк,m
2283,Станіслав Батовський-Качор,m
2284,Татьяна Слама-Козаку,m
2285,Пестрякова Марина,m
2286,Ванда Василевська,f
2287,Шон Донован,m
2288,Юрій Хотлубей,m
2289,Аксель Спаре,m
2290,Михайло Сегал,m
2291,Захаріас Топеліус,m
2292,Маргарета Сігфрідссон,m
2293,Карл-Едуард Вільке,m
2294,Герціана Матмуя,f
2295,Лев Пеньковський,m
2296,Петро Сипняк,m
2297,Брати Манетті,m
2298,Олександр Петрович,m
2299,Сара Джодойн Ді Марія,m
2300,Ян Ценський,m
2301,Елмор Джеймс,m
2302,Герман Шміц,m
2303,Фан Янцяо,m
2304,Гарольд Роуч,m
2305,Расмус Фальк,m
2306,Александер Ача,m
2307,Богдан Аксентійчук,m
2308,Серджо Вольпі,m
2309,Абдуллаєв Намік Ядулла-огли,m
2310,Фіораванте Бальді,m
2311,Микола Лівицький,m
2312,Мартін Субіменді,m
2313,Василь Миронов,m
2314,Артур Адсон,m
2315,Меттью Так,m
2316,Анатолій Варфоломєєв,m
2317,Крістіан Фетцер,m
2318,Карл Леммле,m
2319,Лу Фонтінато,m
2320,Жан Карзу,m
2321,Александру Пападопол-Калімах,m
2322,Хуан Дієго Флорес,m
2323,П'єр Гандон,m
2324,Давид Вишневський,m
2325,Артур Авагімян,m
2326,Акбар Ганджі,m
2327,Томас Агірре,m
2328,Райнер Крібель,m
2329,Владислав Сташевський,m
2330,Юрій Євдокимов,m
2331,Педер Фредріксон,m
2332,Фатафегі Ту'іпелегаке,m
2333,Алмейда Гарретт,m
2334,Віллібальд Уц,m
2335,Борис Малкін,m
2336,Сослан Рамонов,m
2337,Едвард Фейгенбаум,m
2338,Сюй Тяньлунцзи,m
2339,Анета Германова,f
2340,Віталій Олуйко,m
2341,Стівен Чбоскі,m
2342,Кін Горланов,m
2343,Джеймс Депарін,m
2344,Грег Гілберт,m
2345,Єжи Новосельський,m
2346,Ірина Апексімова,f
2347,Богдан Антків,m
2348,Джузеппе Тальялатела,m
2349,Ганс-Генріх Гісслер,m
2350,Паскаль Манді,m
2351,Гуго Юнкерс,m
2352,Анатолій Гузій,m
2353,Еллі Фолкнер,m
2354,Ейліка Ольденбурзька,f
2355,Джемма Гіббонс,f
2356,Михайло Базар,m
2357,Подкуйко Давид,m
2358,Рікардо Мендігурен,m
2359,Тарас Данилюк,m
2360,Мервін Вентворт,m
2361,Сергій Селіфонтьєв,m
2362,Каміль Примаков,m
2363,Ольгертс Остенбергс,m
2364,Аніруд Тапа,m
2365,Павло Афанасьєв,m
2366,Фрідріх Пашен,m
2367,Микола Сом,m
2368,Сезар Бернардо Дутра,m
2369,Ева Боурінґ,f
2370,Арарат Аракелян,m
2371,Лонг Борет,m
2372,Олександр Пікалов,m
2373,Фарлей,m
2374,Юрій Солов'єнко,m
2375,Вербицький Петро Іванович,m
2376,Джон Хайро Руїс,m
2377,Олександр Лесик,m
2378,Іван Туманов,m
2379,Тадеуш Годлевський,m
2380,Ларс Гег,m
2381,Мирко Селак,m
2382,Іван Савчин,m
2383,Еван Пітерс,m
2384,Тітов Микола Ілліч,m
2385,Павло Княгницький,m
2386,Оскар Бенітес,m
2387,Едельміро Аревало,m
2388,Хоакін Пейро,m
2389,Володимир Стасов,m
2390,Гібсон Гоуленд,m
2391,Прітхві Нараян Шах,m
2392,Бернарду Карвалью,m
2393,Кас Д'Амато,m
2394,Адріан Сутіл,m
2395,Єжи Потц,m
2396,Фурухасі Кьоґо,m
2397,Густав Майрінк,m
2398,Рафаель Навас Пардо,m
2399,Еммануель Фрімпонг,m
2400,Олександр Бейдик,m
2401,Сергій Чорний,m
2402,Ярослав Романчук,m
2403,Вітторіо Монті,m
2404,Іван Бутенко,m
2405,Джордж Лендеборг,m
2406,Род Гремс,m
2407,Масуд Джума,m
2408,Джошуа Кінг,m
2409,Жанна Ковба,f
2410,Єгор Єгоров,m
2411,Янніс Зуганеліс,m
2412,Ернестіна Роуз,f
2413,Олександр,m
2414,Карл Роджерс,m
2415,Джанетт Брейквелл,m
2416,Василь Винницький,m
2417,Татяна Захова,f
2418,Баїннаун,m
2419,Рамі Бедуї,m
2420,Енгерт Бакаллі,m
2421,Клаус Петерсен,m
2422,Інна Руснак,f
2423,Такахасі Саданіро,m
2424,Рената Салецл,m
2425,Юрій Ходотов,m
2426,Кеті Ломанн,f
2427,Ернст Стояспал,m
2428,Міха Довжан,m
2429,Борис Петрович-Негош,m
2430,Іссам Джемаа,m
2431,Павло Лушин,m
2432,Ніна Паталон,f
2433,Станіслав Кульчицький,m
2434,Петро Пожарський,m
2435,Дженк Ільдем,m
2436,Володимир Козловський,m
2437,Гастон Лан,m
2438,Ольга Голоденко,f
2439,Йосиф Ґродський,m
2440,Кім Джон Нам,m
2441,Ігор Семенина,m
2442,Ірина Ноздровська,f
2443,Фелікс Кардона Пуїг,m
2444,Ігор Черніков,m
2445,Вадим Славов,m
2446,Мохамед Земмамуш,m
2447,Чокі Вангчук,m
2448,Ештон Ітон,m
2449,Міхо Бошкович,m
2450,Хосе Феррер,m
2451,Еуген Бежінару,m
2452,Федір Радчук,m
2453,Євген Гринів,m
2454,Tujamo,m
2455,Микита Козицький,m
2456,Емілі Хег Арнцен,f
2457,Фаусто Грезіні,m
2458,Лу Барлетта,m
2459,Юрій Манукян,m
2460,Галина Дудар,f
2461,Микола Гоменюк,m
2462,Артем Ярмоленко,m
2463,Валерій Іванников,m
2464,Юрій Коваль,m
2465,Едді Тейлор,m
2466,Катрін Лоо,f
2467,Микола Пащин,m
2468,Віра Лісова,f
2469,"Генрі Грей, 1-й герцог Саффолк",m
2470,Микола Ворвулєв,m
2471,Наталія Сербіненко,f
2472,Володимир Скорик,m
2473,Александер Брюкнер,m
2474,Френк Маховлич,m
2475,Іво Грбич,m
2476,Норіка Ніколай,f
2477,Андрій Шакула,m
2478,Віталій Лях,m
2479,Дмитро Хлестов,m
2480,Василій,m
2481,Ілля Смірін,m
2482,Віллі Андерсон,m
2483,Емма Бантон,f
2484,Вікторс Лапченокс,m
2485,Олексій Кірієнко,m
2486,Волощук Іван,m
2487,Степан Мочерний,m
2488,Савва Бродський,m
2489,Александер Ус,m
2490,Гнат Чекірда,m
2491,Антоніо Ліма дос Сантос,m
2492,Френк Найбор,m
2493,Оксана Вацеба,f
2494,Андрій Пориваєв,m
2495,Василь Зайцев,m
2496,Ян Корнеліс Рейнст,m
2497,Леонід Дайнеко,m
2498,Борис Горбунов,m
2499,Степан Єшевський,m
2500,Андрій Круглик,m
2501,Навапас Пісанувонг,m
2502,Гільєрмо Рагассоне,m
2503,Юрій Путраш,m
2504,Данієль Буланже,m
2505,Деніел Кінсі,m
2506,Самуїл Уманський,m
2507,Анатолій Арутюнянц,m
2508,Бенгт Стремгрен,m
2509,Бетсі Девос,f
2510,Віктор Рибинок,m
2511,Луї Олександр Андро де Ланжерон,m
2512,Курт Тішер,m
2513,Федір Тацинець,m
2514,Костянтин Вакуленко,m
2515,Максим Яровець,m
2516,Євген Дратцев,m
2517,Карл фон Ґонтард,m
2518,Джон Едгар Гувер,m
2519,Євген Щербань,m
2520,Фрідріх Вільгельм Гаук,m
2521,Петро Медведєв,m
2522,Роман Тотенберг,m
2523,Маріо Еггіманн,m
2524,Штефан Ушторф,m
2525,Веніямин I,m
2526,Ядзіма Сін'я,m
2527,Євгенія Смілянець,f
2528,Йозеф Селлені,m
2529,Вільям Веріті,m
2530,Дмитро Костромітін,m
2531,Гюнтер Фіценц,m
2532,Мухаммед Осман,m
2533,Едмунд Россманн,m
2534,Василь Жупіков,m
2535,Філіпп Гертен,m
2536,Юрій Іванов,m
2537,Майрон Тейлор,m
2538,Альбан Ляфон,m
2539,Герман-Бернхард Рамке,m
2540,Сінґо Сіґео,m
2541,Мусса Хірір,m
2542,Девід Очоа,m
2543,Хомос,m
2544,Анхеліньйо,m
2545,Станіслав Дубяга,m
2546,Василь Лабайчук,m
2547,Антоніо Юліано,m
2548,Паенда,m
2549,Борис Резнік,m
2550,Аллен Педерсон,m
2551,Євген Клименко,m
2552,Федір Бурлацький,m
2553,Нікіта Вітюгов,m
2554,Перегіняк Григорій,m
2555,Віталій Полях,m
2556,Емре Джан,m
2557,Паоло Гільйоне,m
2558,Петро Сокур,m
2559,Зиновій Суходуб,m
2560,Янніс Беккер,m
2561,Юліан Кройтор,m
2562,Окмір Агаханянц,m
2563,Роб Віттман,m
2564,Вільям Готтліб,m
2565,Григорій Фінаровський,m
2566,Бубішта,m
2567,Брейді Теннелл,m
2568,Георгій Берідзе,m
2569,Франсіско Гомес-Хордана,m
2570,Жеральд Пассі,m
2571,Мусса Настуєв,m
2572,Том Костопулос,m
2573,Василь Стеблянко,m
2574,Вальдас Каспаравічюс,m
2575,Алекс Олд,m
2576,Еден Азар,m
2577,Марія Литвиненко-Вольгемут,f
2578,Ганна Левченко,f
2579,Адам Кіркор,m
2580,Мігель Анхель Родрігес Ечеверрія,m
2581,Саму Кастільєхо,m
2582,Сергій Андрієць,m
2583,Джон Малкольм Стал,m
2584,Віктор Бойко,m
