,entity,gender
2273,Сымон Шыдлоўскі,m
2274,Антоні Грушэцкі,m
2275,Ісідар Балоцін,m
2276,Ванда Буцэвіч,f
2277,Іва Андрыч,m
2278,Піліп Серабракоў,m
2279,Аўрэліу Бусуёк,m
2280,Раіса Тузава,f
2281,Аляксандр Нікалаеў,m
2282,Мікалай Зялінскі,m
2283,Эрнст Людвіг Кірхнер,m
2284,Джэк Кеваркян,m
2285,Анатоль Луначарскі,m
2286,Элеанора Ганзага,f
2287,Міхаіл Яфрэмаў,m
2288,Юзаф Масальскі,m
2289,Ілля Кузьмін,m
2290,Гулям Якубаў,m
2291,Марыя Броніна,f
2292,Святы Віт,m
2293,Эліза Банапарт,m
2294,Апалон Майкаў,m
2295,Ёханес Босбам,m
2296,Елізавета Фёдараўна,f
2297,Мары Фрыберг,m
2298,Марыян Перацятковіч,m
2299,Аляксандр Налівайка,m
2300,Гары Дын Стэнтан,m
2301,Аляксей Стаханаў,m
2302,Уладзімір Далгоў,m
2303,Ганс Кюнг,m
2304,Крысціян VIII,m
2305,Цярэнцій Еўдакімаў,m
2306,Міхаіл I Асень,m
2307,Людвік Тадэвуш Касцюшка,m
2308,Ван дэн Будэнмаер,m
2309,Элеанора Ганзага ,f
2310,Дзмітрый Грыгаровіч,m
2311,Марк Вее,m
2312,Лук’ян Саланевіч,m
2313,Ціхан ,m
2314,Рыгор Сапега,m
2315,Георгій Берэндгоф,m
2316,Аляксандр Грэям Бел,m
2317,Багдан Агінскі,m
2318,Дзмітрый Жураўлёў,m
2319,Марсель Дзюшан,m
2320,Оўайн ап Хівел,m
2321,Абд ар-Рахман III,m
2322,Мікалай Арнольд,m
2323,Арыярат IX,m
2324,Ян Клеменс Браніцкі,m
2325,Рафаел Ішханян,m
2326,Мікалаш Затаўканюк,m
2327,Аляксандр Герцэн,m
2328,Уладзімір Набагез,m
2329,Ян ван Рыбек,m
2330,Венсан Арыёль,m
2331,Барбад Мервезі,m
2332,Барыс Савінкаў,m
2333,Іван Асень II,m
2334,Аляксандр I Добры,m
2335,Іосіф Баранецкі,m
2336,Герман Юнкер,m
2337,Іван Фралоў,m
2338,Лілі Чукасян,m
2339,Сімон Марміён,m
2340,Ганна Марыя Эрэнстраль,f
2341,Чарльз Сандэрс Пірс,m
2342,Пліній Малодшы,m
2343,Альберт Бацяноўскі,m
2344,Эрык Адлерз,m
2345,Оскар Зарыскі,m
2346,Нехтан II,m
2347,Эрнэст Дрэзен,m
2348,Жорж Брак,m
2349,Мігель Хуарэс Сельман,m
2350,П’ер Юбер Ністэн,m
2351,Віліс Лаціс,m
2352,Яніна Левандоўская,f
2353,Канстанцін Мікалай Радзівіл,m
2354,Яўген Палосін,m
2355,Карл Арнольд,m
2356,Ганс-Юрген фон Арнім,m
2357,Альжбета Радзівіл з Астрожскіх,f
2358,Здэнек Фірлінгер,m
2359,Дзмітрый Жмуроўскі,m
2360,Піндар,m
2361,Паскуале Сервера-і-Тапетэ,m
2362,Павел Пракапеня,m
2363,Стэнлі Брус,m
2364,Жыгімонт Ваза,m
2365,Вацлаў Вондрак,m
2366,Артаксеркс I Лангіман,m
2367,Іван Грэцкі,m
2368,Рауль Дзюфі,m
2369,Рыгор Зыбайла,m
2370,Севярын Налівайка,m
2371,Аляксей Лыкаў,m
2372,Бедржых Вшэмір фон Берхтальд,m
2373,Данііл Чорны,m
2374,Часлаў Кланіміравіч,m
2375,Ізмаіл Сразнеўскі,m
2376,Джэйн Осцін,f
2377,Таццяна Мікалаеўна ,m
2378,Марыя дэ Куртэнэ,f
2379,Анастасія Яраполкаўна,f
2380,Кунімунд,m
2381,Ян Любсевіч,m
2382,Берта фон Зутнер,m
2383,Павел I ,m
2384,Пінтурык’я,m
2385,Веніямін Каверын,m
2386,Фрыдрых IV ,m
2387,Ганна Святаслаўна,f
2388,Іван Валадзько,m
2389,Альжбета з Радзівілаў,f
2390,Хіросі Осіма,m
2391,Канстанцін Мулер,m
2392,Аляксандр Бенкендорф,m
2393,Калікст III,m
2394,Іван Сурта,m
2395,Гары Марковіц,m
2396,Гаэтана Вестрыс,m
2397,Мілева Марыч,m
2398,Бадуэн V дэ Эно,m
2399,Аляксандр Васільеў,m
2400,Макс фон Лаўэ,m
2401,Мікіта Гарбачэўскі,m
2402,Юозас Вайчкус,m
2403,Жан-Жорж Навер,m
2404,Юрый Караль Глябовіч,m
2405,Ферэнц Салашы,m
2406,Аркадзь Смоліч,m
2407,Уладзіслаў Валовіч,m
2408,Рыгор Базарэвіч,m
2409,Мікалай Цішчанка,m
2410,Клаўс Слютэр,m
2411,Джаакіна Расіні,m
2412,Уільям Уэлман,m
2413,Вадзім Жучкевіч,m
2414,Бенедыкт Гербест,m
2415,Іван Талкачоў,m
2416,Андрэй Станіслаў Сапега,m
2417,Іржы Горак,m
2418,Велікамучанік Панцеляймон,m
2419,Уільям Хукер,m
2420,Зыгмунт Пуслоўскі,m
2421,Мікалай Карповіч,m
2422,Амурат Раткевіч,m
2423,Уладзімір Тамашэвіч,m
2424,Уладзіслаў Талочка,m
2425,Эрых фон дэм Бах,m
2426,Ян Эдвард Ваньковіч,m
2427,Левелін Фрэдэрык Уільям Джуіт,m
2428,Уладзімір Ляпёшкін,m
2429,Леў Юдзін,m
2430,Мікалай Лагодзіч,m
2431,Васіл Апрылаў,m
2432,Карл Бурэш,m
2433,Геранім Лявон Радзівіл,m
2434,Уладзіслаў Казлоўскі,m
2435,Мацей з Вільні,m
2436,Луіс Кампаніс,m
2437,Карл Гібенталь,m
2438,Абгар V Укама,m
2439,Лотар II ,m
2440,Гаўдэмунда,f
2441,Лю Фанпін,m
2442,Францішак Смуглевіч,m
2443,Махамед Нагіб,m
2444,Вільгельміна Страндберг,m
2445,Эрнэста Маскероні,m
2446,Васіль Молакаў,m
2447,Арыярат IV,m
2448,Генры Фрэнсіс Кэры,m
2449,Іван Шышкін,m
2450,Сяргей Ахрамееў,m
2451,Томас Хардзі,m
2452,Пётр з Ганёндза,m
2453,Фрыдрых Бергіус,m
2454,Янка Быліна,m
2455,Пётр Яцак Высоцкі,m
2456,Аляксандр Самойла,m
2457,Андрэас Берлін,m
2458,Канстанцін Макоўскі,m
2459,Радзівон Бонч-Асмалоўскі,m
2460,Іван Бялоў,m
2461,Міхась Рагуля,m
2462,Анры Філіп Петэн,m
2463,Вільгельміна Пруская ,f
2464,Аляксандра Слуцкая,f
2465,Маргарыта Тэрэза Іспанская,f
2466,Іосіф Воўк-Левановіч,m
2467,Сафія Магдалена Дацкая,f
2468,Жазі Бартэль,m
2469,Нікалаус Ленау,m
2470,Ульрых фон Гутэн,m
2471,Эльза Марантэ,m
2472,Гюнтэр Грас,m
2473,Саламея Нерыс,m
2474,Аркадзь Савініч,m
2475,Рудзо Сімідзу,m
2476,Эльмер Нікландэр,m
2477,Канстанцін Цыялкоўскі,m
2478,Васіль Іванавіч Казакоў ,m
2479,Марыя Сапега ,m
2480,Франц Хогенберг,m
2481,Ральф Рычардсан,m
2482,Марыя Казіміра Луіза дэ Ла Гранж д’Арк’ен,f
2483,Югет Артур Бертран,m
2484,Салонін,m
2485,Маргарыта Шатландская,f
2486,Юрка Лявонны,m
2487,Джордж Рэйд,m
2488,Антон Луцкевіч,m
2489,Давід IV Будаўнік,m
2490,Юрый Радзівіл ,m
2491,Эрнэста Гевара,m
2492,Юрый Брэзан,m
2493,Міхаіл Дзялец,m
2494,Людвіг фон Фалькенхаўзен,m
2495,Уладзімір Гамзін,m
2496,Эміліа Джына Сегрэ,m
2497,Умберта Бачоні,m
2498,Войцех Ярузельскі,m
2499,Эдвін Паўэл Хабл,m
2500,Ульрых III ,m
2501,Андрэй Волан,m
2502,Ювеналій Вейс,m
2503,Сара Бернар,f
2504,Міхай Мункачы,m
2505,Мікалай Арцёмаў,m
2506,Сцяпан Супрун,m
2507,Маргарэт Крок,f
2508,Георгій Пакроўскі,m
2509,Пётр Пракопаў,m
2510,Монас Манасзон,m
2511,Этэль Лэкі,m
2512,Карла Мадэрна,m
2513,Восіп Лунц,m
2514,Бенджамін Аптарп Гулд,m
2515,Клеменс Брэнтана,m
2516,Юзаф Свяжыньскі,m
2517,Арцемій Валынскі,m
2518,Вэнівар Буш,m
2519,Эдгар Варэз,m
2520,Георг Эрнст Шталь,m
2521,Юзаф Аляшкевіч,m
2522,Морын О’Хара,f
2523,Ядвіга Мацяеўская,f
2524,Янка Абабурка,m
2525,Міхаіл Левандоўскі,m
2526,Павел Зюбін,m
2527,Карл Юнас Ловэ Альмквіст,m
2528,Адам Ржавускі,m
2529,Марк Блок,m
2530,Пегі Гугенхайм,m
2531,Лю Шаацы,m
2532,Піцірым Сарокін,m
2533,Мікалай Вавілаў,m
2534,Міхал Буйноўскі,m
2535,Джон Сцюарт,m
2536,Лан Нол,m
2537,Мікалай Мінскі,m
2538,Напалеон III,m
2539,Язэп Семяжон,m
2540,Эра Ярнефельт,m
2541,Марыя Жукава,f
2542,Міхаіл Ульянаў,m
2543,Рычард Бакмінстэр Фулер,m
2544,Альбрэхт IV Мекленбургскі,m
2545,Антуан Луі Бары,m
2546,Павел Рэненкампф,m
2547,Аляксей Чыкін,m
2548,Янка Гінько,m
2549,Трафім Лысенка,m
2550,Мікалай Івашэнка,m
2551,Фатма Аліе Топуз,m
2552,Эсфір Гурэвіч,f
2553,Аляксандра Занько,f
2554,Андэрс Цэльсій,m
2555,Аляксандр Міронаў,m
2556,Чарлз Эрвін Уілсан,m
2557,Адэлаіда Савойская,f
2558,Казімір Сулістроўскі,m
2559,Канстанцін Шадурскі,m
2560,Макс Шонфельт,m
2561,Мікалай Фёдараў,m
2562,Баляслаў Віславух,m
2563,Роўлэнд Хіл,m
2564,Васіль Глінскі,m
2565,Олівер Кромвель,m
2566,П’етра Бемба,m
2567,Кэтрын Хепбёрн,f
2568,Шолам-Алейхем,m
2569,Андрэс Радрыгес,m
2570,Міхаіл Струк,m
2571,Джузэпэ Тарэлі,m
2572,Стэнлі Коэн,m
2573,Генрых Барт,m
2574,Марцін Гаштольд,m
2575,Ліцыній,m
2576,Казімір Фалькевіч,m
2577,Конрад II Чэрскі,m
2578,Мацільда I ,f
2579,Ігар Раманаў,m
2580,Стэфан Ураш I,m
2581,Джон Мэйсан Ніл,m
2582,Франц Ксавер фон Баадэр,m
2583,Стэфан Ураш III,m
2584,Майлс Дэйвіс,f
2585,Іван Аляксандравіч Бадуэн дэ Куртэнэ,m
2586,Ян Флемінг,m
2587,Софія Зянько-Пачыкоўская,f
2588,Месроп Маштоц,m
2589,Эжэн Дзюбуа,m
2590,Анатоль Пепяляеў,m
2591,Цодзік Даўгапольскі,m
2592,Васіль Маргелаў,m
2593,Конрад Дудэн,m
2594,Пімен Калеснікаў,m
2595,Такунага Сунаа,m
2596,Альбіна Асіповіч,m
2597,Ольтас,m
2598,Яўген Мішусцін,m
2599,Іван Кадацкі,m
2600,Паўль Флемінг,m
2601,Матан I,m
2602,Серэна Ватсан,m
2603,Ольдржых ,m
2604,Уільям Тэкумсэ Шэрман,m
2605,Альфонса XII,m
2606,Мар’ян Стакоўскі,m
2607,Ян Караль Мнішак,m
2608,Алесь Звонак,m
2609,Цаа Ван Віен,m
2610,Ойген фон Шоберт,m
2611,Аўгуст Але,m
2612,Сямён Казіміроўскі,m
2613,Аляксандра Экстэр,f
2614,Габрыэль Тард,m
2615,Гунхільда Росен,m
2616,Лью Эйрс,m
2617,Францішак Ляхоцкі,m
2618,Георгій Львоў,m
2619,Рудзігер фон дэр Гольц,m
2620,Севярын Ржавускі ,m
2621,Марфа Барэцкая,f
2622,Тафцізан Мінігулаў,m
2623,Анатоль Кунцэвіч,m
2624,Васіль Собалеў,m
2625,Максім ,m
2626,Мікола Ганько,m
2627,Станіслаў Растоцкі,m
2628,Лі Тан,m
2629,Георгій Скрыпнікаў,m
2630,Алена Іваноўская,f
2631,Антуан Мее,m
2632,Аляксандр Багамолец,m
2633,Даніель Гран,m
2634,Бон Адрыен Жано дэ Мансей,m
2635,Адам Трыпус,m
2636,Раймонд Джозэф Салнье,m
2637,Гальяш Пельгрымоўскі,m
2638,Юсефіна Дэланд,m
2639,Іосіф Шчарбовіч,m
2640,Леанід Бранявы,f
2641,Шыман Друцкі-Любецкі,m
2642,Фёдар Пастарнацкі,m
2643,Габрыэль Крамер,m
2644,Эдуар Анры Аўрыль,m
2645,Інка Гарсіласа дэ ла Вега,m
2646,Дэвід Олівер Сэлзнік,m
2647,Карл Шыльдэр,m
2648,Нічыпар Пашкевіч,m
2649,Аляксандр Кутатэлі,m
2650,Нікала Пусэн,m
2651,Іван Ястрабцоў,m
2652,Карл Гальдоні,m
2653,Найдзен Вылчаў,m
2654,Арон Бацвіннік,m
2655,Харальд I Сінязубы,m
2656,Генрых I Баклерк,m
2657,Рычард Хелмс,m
2658,Сяргей Барадзін,m
2659,Артур Комптан,m
2660,Аляксандр Кабанель,m
2661,Эцьен П’ер Вантэна,m
2662,Ганна Новік,f
2663,Францыск II,m
2664,Донг Ван Хуен,m
2665,Поль Анры Гольбах,m
2666,Пётр Пакрышкін,m
2667,Уолтэр Брунінг,m
2668,Вольга Суханава,f
2669,Гуань Даашэн,f
2670,Анатоль Марэніч,m
2671,Кірыл Александрыйскі,m
2672,Мікалай Старэйшы,m
2673,Ферэнц Эркель,m
2674,Джон Мітчэл Кэмбль,m
2675,Леэн Кульман,f
2676,Мікола Гусоўскі,m
2677,Францішак Умястоўскі,m
2678,Меер Айзенштат,m
2679,Ёзаф Міласлаў Гурбан,m
2680,Юзаф Копаць,m
2681,Аляксандр Наканечнікаў,m
2682,Стэфан Вагарыдэ,m
2683,Уладзімір Міцкевіч,m
2684,Віктар Пратасеня,m
2685,Ларыса Геніюш,f
2686,Серафім Кахненка,m
2687,Андрэй Якубецкі,m
2688,Бертран Барэр,m
2689,Амлаф,m
2690,Вараздат Аруцюнян,m
2691,Альберт Офенберг,m
2692,Клод Валуа,f
2693,Ісак Рабіновіч,m
2694,Юзэфа Мацкевіч,f
2695,Альберт Іпель,m
2696,Раман Кудзельскі,m
2697,Левон II,m
2698,Васіль Асяненка,m
2699,Альбер Камю,m
2700,Карл III Тоўсты,m
2701,Ісер Залман Мелцэр,m
2702,Рыгор Макасей-Шыбінскі,m
2703,Сяргей Розмысл,m
2704,Ганорый III,m
2705,Нуну да Кунья,m
2706,Алесандра Маньяска,m
2707,Фёдар Букштынаў,m
2708,Ліўэлін Вялікі,m
2709,Матэвуш Ліпскі,m
2710,Іаан Дамаскін,m
2711,Карл Густаў Вернер фон Хейдэнстам,m
2712,Каюм Ахметшын,m
2713,Васіль Кандзінскі,m
2714,Тадэвуш Раствароўскі,m
2715,Атон Федаровіч,m
2716,Бена Шолта,m
2717,Пётр Сабеннікаў,m
2718,Ізраіль Гарфінкель,m
2719,П’ер Сег’е,m
2720,Пётр Петрыкаў,m
2721,Уладзімір Коршыкаў,m
2722,Жан Мартэн Шарко,m
2723,Леў Цвяткоў,m
2724,Алесь Ляжневіч,m
2725,Ладзіслаў Фукс,m
2726,Альберта Сантас-Дзюмон,m
2727,Патрык Пірс,m
2728,Алег Мішараў,m
2729,Людовік III ,m
2730,Вінцэнт Смакоўскі,m
2731,Тадэвуш Урублеўскі,m
2732,Аляксей Курапаткін,m
2733,Юха Венала,m
2734,Франклін Пірс,m
2735,Іван Крылоў,m
2736,Аліна Шапачнікаў,m
2737,Менке Кац,m
2738,Карл Попер,m
2739,Харальд Уітлак,m
2740,Хрыстафор Калумб,m
2741,Сямён Друцкі,m
2742,Васіль Захарка,m
2743,Іван Карнілаў,m
2744,Карл Пірсан,m
2745,Карл фон Райхенбах,m
2746,Петка Славейкаў,m
2747,Альгерд,m
2748,Рыгор Хацкевіч,m
2749,Анаксімен,m
2750,Ян Аланд,m
2751,Ілья Фальковіч,m
2752,Джон Джарвіс,m
2753,Мікалай Акаловіч,m
2754,Мехмет Шэху,m
2755,Мікалай Духонін,m
2756,Аркадзь Жураўскі,m
2757,Ян Міхал Салагуб,m
2758,Дзмітрый Данскі,m
2759,Міхась Навумовіч,m
2760,Аляксандр Брэгман,m
2761,Уладзімір Ярмак,m
2762,Арні Магнусан,m
2763,Агнес дэ Куртэнэ,f
2764,Рыхеза Дацкая,f
2765,Эдвард Сэйпір,m
2766,Маргарыта Дацкая ,f
2767,Алексантэры Ахола-Вало,m
2768,Даратэя Брандэнбургская,f
2769,Павел I ,m
2770,Фердынанд Ляйтнер,m
2771,Агда Мантэліус,m
2772,Міхась Явар,m
2773,Юзаф Чапскі,m
2774,Мануэл II,m
2775,Жэром Банапарт,m
2776,Пётр Прывалаў,m
2777,Канстанцінас Караманліс,m
2778,Геранім Вінцэнт Радзівіл,m
2779,Франсуа-Юбер Друэ,m
2780,Вячаслаў Разумовіч,m
2781,Ян Раўп,m
2782,Жазеф Мары Жакар,m
2783,Золтан Тылдзі,m
2784,Асман Якубаў,m
2785,Джура Якшыч,m
2786,Іван Купчынаў,m
2787,Андрэй Серпухаўскі,m
2788,Фрыц Цэрніке,m
2789,Ісаак Бароўскі,m
2790,Барыс Кабішчар,m
2791,Таццяна Жыгалка,f
2792,Антуан Агюст Парманцье,m
2793,Дзюк Элінгтан,m
2794,Валяр’ян Фралоў,m
2795,Дубраўка ,f
2796,Макс фон Гаўзен,m
2797,Андрэй Апаровіч,m
2798,Бланка д’Артуа,f
2799,Шарль Лебрэн,m
2800,Аляксандр Бобрык,m
2801,Аркадзь Гайдар,m
2802,Наталля Ганчарова,f
2803,Міхаіл Пізенгольц,m
2804,Гіта Уэсекская,f
2805,Станіслаў Берсан,m
2806,Дзмітрый Казлоў,m
2807,Махмуд Газневі,m
2808,Інакенцій VII,m
2809,Карл Людвіг Вільдэнаў,m
2810,Эратасфен,m
2811,Аляксандр Сувораў,m
2812,Мікалай Бажан,m
2813,Вісентэ Алейксандрэ,m
2814,Ігнат Сцябельскі,m
2815,Карл I ,m
2816,Байсангур Беноеўскі,m
2817,Фрэдэрык Пухула-і-Валес,m
2818,Сяргей Захараў,m
2819,Клімент III,m
2820,Кідзюра Сідэхара,m
2821,Васіль Чартарыйскі,m
2822,Якапа Басана,m
2823,Клод Манэ,m
2824,Вільгельм Орлік-Рукеман,m
2825,Рыгор Ханін,m
2826,Ханна Рыген,f
2827,Эдвард Шчэпанік,m
2828,Вільгельм I Аранскі,m
2829,Іосіф Жылінскі,m
2830,Уолтэр Мандэйл,m
2831,Пітэр Усцінаў,m
2832,Беджамін Копман,m
2833,Аляксандр Харчанка,m
2834,Альберта Сордзі,m
2835,Фердынанд III Габсбург,m
2836,Валянцін Шчарбіна,m
2837,Канстанцыя Арльская,f
2838,Сямён Дыянесаў,m
2839,Іосіф Флавій,m
2840,Віктар Яронька,m
2841,Агасціна Нета,m
2842,Андрэй Сангушка,m
2843,Іаан I Баліял,m
2844,Катарына Монсдотэр,f
2845,Фрэнк Сінатра,m
2846,Тэадор Адорна,m
2847,Ігнат Булгак,m
2848,Ванда Лявіцкая,f
2849,Людвіг Гатэрман,m
2850,Усяслаў Брачыславіч,m
2851,Міхал ,m
2852,Павел Валожын,m
2853,Строімір,m
2854,Міхаіл Дарашэвіч,m
2855,Эдуард Страсбургер,m
2856,Фрол Шмыгаў,m
2857,Уладзімір Баркоўскі,m
2858,Коламан Сокал,m
2859,Алгу,m
2860,Іван Галянішчаў-Кутузаў,m
2861,Томаш Карвацкі,m
2862,Чарльз Стэбінс Фэрчайлд,m
2863,Рычард Раш,m
2864,Віга Енсен,m
2865,Раіса Сергіенка,f
2866,Альфрэда Ды Стэфана,m
2867,Якаб Вімпфелінг,m
2868,Надзея Грэкава,f
2869,Фёдар Баталаў,m
2870,Эд Мадрэл,m
2871,Фелікс Мендэльсон,m
2872,Аляксей Ярмолаў,m
2873,Шарль Альбер Гоба,m
2874,Марын Гетальдзіч,m
2875,Філіп IV Прыгожы,m
2876,Вінцэнты Вітас,m
2877,Іосіф Апанскі,m
2878,Ніна Ляўковіч,m
2879,Дамасій II ,m
2880,Матыяс Клаўдыус,m
2881,Васіль Фурман,m
2882,Міхаіл Мархееў,m
2883,Мікалай Пісканоўскі,m
2884,Карэн Тэр-Марцірасян,m
2885,Мацей Ратай,m
2886,Інге Леман,m
2887,Уладзіслаў Паўлюкоўскі,m
2888,Леан Патоцкі,m
2889,Алена Груба,m
2890,Дэніэл Джэймс,m
2891,Аляксандр Клумберг,m
2892,Адам Шульга,m
2893,Мінай Шмыроў,m
2894,Рычард Лоўрэнс Мілінгтан Сінг,m
2895,Эльмар Кітс,m
2896,Кубрат,m
2897,Францішак Генрык Духінскі,m
2898,Віктар Пакроўскі,m
2899,Георгій Зімін,m
2900,Гертруда Саксонская,f
2901,Валянцін Няжноў,m
2902,Юзаф Адрыян Масальскі,m
2903,Андрэс дэ Санта Крус,m
2904,Элеанора Партугальская ,f
2905,Губерт Янічак,m
2906,Станіслаў Чарневіч,m
2907,Аляксей Пятроў,m
2908,Джавані Марэлі,m
2909,Станіслаў Грынкевіч,m
2910,Алан Аляксандр Мілн,m
2911,Аляксандр Яфімаў,m
2912,Зіновій Салаўёў,m
2913,Барыс Фіх,m
2914,Анры Пуанкарэ,m
2915,Аляксандр Усціловіч,m
2916,Бруна Кёльнскі,m
2917,Джордж Паджэт Томсан,m
2918,Антыёх Гіеракс,m
2919,Андрэй Мікалаевіч Бекетаў ,m
2920,Жан Пікар,m
2921,Грэхем Сазэрленд,m
2922,Мікіта Раманаў,m
2923,Яан Крос,m
2924,Раймунд Качынскі,m
2925,Ганна Пятрова,f
2926,Аманда Форсберг,m
2927,Валянціна Шчадрына,f
2928,Антыгон I Аднавокі,m
2929,Міхаіл Яблонскі,m
2930,Кункыран хан,m
2931,Андрэй Гарбачоў,m
2932,Ульрыка Элеанора Дацкая,f
2933,Лявон Вішаваты,m
2934,Карл фон Фрыш,m
2935,Франсуа дэ Ларошфуко,m
2936,Аляксандр Дзюма ,m
2937,Васіль Барташэвіч,m
2938,Гаральд Грэгары Мур,m
2939,Юрген Штроп,m
2940,Багуміл Ваячак,m
2941,Міхаіл Стакун,m
2942,Пётр Брэнч,m
2943,Нікола Тэсла,m
2944,Уладзіслаў Андэрс,m
2945,Канстанцін Станіслаўскі,m
2946,Хрыста Татарчоў,m
2947,Хельвіг Гольштэйнская,f
2948,Пій XII,m
2949,Якуб Дадэрка,m
2950,Дан Андэрсан,m
2951,Эміль Тэадор Кохер,m
2952,Людвіг Сцяпура,m
2953,Вук Бранкавіч,m
2954,Іаган Фрыдрых Струэнзэ,m
2955,П’ер Берэгавуа,m
2956,Крысціян VI,m
2957,Уладзіслаў III Варненчык,m
2958,Тамаш Нарэвіч,m
2959,Эдгар Дэга,m
2960,Юзаф Тадэвуш Агінскі,m
2961,Генрых Мараплавец,m
2962,Віталь Варатнікоў,m
2963,Аляксандр Пшчолка,m
2964,Жан Кар’е,m
2965,Казімір Беін,m
2966,Ірына Палянская,f
2967,Уладзімір Багданаў,m
2968,Канстанцін I ,m
2969,Юзюк Фарботка,m
2970,Аляксандр Тышынскі,m
2971,Джон Сінгер Сарджэнт,m
2972,Джон Ліндлі,m
2973,Натан Штраус,m
2974,Ай Цін,m
2975,Гуніла Бельке,f
2976,Аляксандра Чарадкова,f
2977,Джозеф Бройдзі,m
2978,Гней Юлій Агрыкала,m
2979,Бо Цзюі,m
2980,Джо Ганс,m
2981,Тахтамыш,m
2982,Джавані Габрыэлі,m
2983,Карл Юнгхольц,m
2984,Мікалай Гарулёў,m
2985,Юхан Лійв,m
2986,Хасан аль-Басры,m
2987,Франсіска Гоя,m
2988,Альфонса IX,m
2989,Міхаіл Сарокін,m
2990,Канстанцін Сычоў,m
2991,Іван Магілёўцаў,m
2992,Уільям Гільберт,m
2993,Ісідар Айзек Рабі,m
2994,Марыя Вератнёва,f
2995,Ян Даманоўскі,m
2996,Ан Гоф,m
2997,Басараб I Заснавальнік,m
2998,Аляксей Махнеў,m
2999,Ян Брэйгель Старэйшы,m
3000,Эжэн Флаша,m
3001,Харальд II ,m
3002,Давыд Расціславіч,m
3003,Ідрыс Ургенішбаеў,m
3004,Аляксей Данукалаў,m
3005,Антон Лявош,m
3006,Павел Стрыенскі,m
3007,Гаўдэнцый Шапялевіч,m
3008,Мікола Равенскі,m
3009,Амінторэ Фанфані,m
3010,Філіп II Македонскі,m
3011,Уладзімір Салавей,m
3012,Кацярына Медычы,f
3013,Форбс Бэрнхам,m
3014,Альберт Гейм,m
3015,Мешулам Лявонцін,m
3016,Габрыэл Сундукян,m
3017,Іван Харламаў,m
3018,Джавані Батыста Самарціні,m
3019,Кармісош,m
3020,Фёдар Варатынскі,m
3021,Сандзё Санэтомі,m
3022,Сяргей Корсакаў,m
3023,Якаб Міхаэль Рэйнхальд Ленц,m
3024,Сцяпан Шупеня,m
3025,Эдуард Фрэдэрык Ліндлі Вуд Галіфакс,m
3026,Лі Цінчжаа,m
3027,Луі-Адрыен Бербругжэр,m
3028,Лоўрэнс Аліўе,m
3029,Васіль Серафімаў,m
3030,Мікалай Шкутко,m
3031,Ралф Воан-Уільямс,m
3032,Фёдар Калчук,f
3033,Барыс Тураеў,m
3034,Арсен Турцэвіч,m
3035,Мікола Татур,m
3036,Ленарт Торстэнсан,m
3037,Альбрэхт V ,m
3038,Норма Шырэр,f
3039,Роберт Герсуні,m
3040,Антон Антановіч,m
3041,Антанас Мяркіс,m
3042,Іаган Каспар Цэйс,m
3043,Юліян Ляскоўскі,m
3044,Алесь Валчок,m
3045,Васіль Струмень,m
3046,Міхаіл Міхайлаў-Іваноў,m
3047,Кайса Варг,m
3048,Эдуар Глісан,m
3049,Жак-Іў Кусто,m
3050,Макар Краўцоў,m
3051,Сімяон I,m
3052,Іван Краснаштанаў,m
3053,Грэта Гарба,f
3054,Валянціна Вачынская,f
3055,Міхаіл I Рангавэ,m
3056,Юзаф Галомбак,m
3057,Зеп Хербергер,m
3058,Іаган Паліза,m
3059,Іван Карскі,m
3060,Паўлюк Трус,m
3061,Ахала,m
3062,Дэметрый I Сатэр,m
3063,Лукаш Сяменік,m
3064,Іван Раманоўскі,m
3065,Луі Булонь Малодшы,m
3066,Васіль Усаў,m
3067,Аляксандр Дмітрачэнка,m
3068,Хорас Уолпал,m
3069,Эма Дмахоўская,f
3070,Джордж Грэнвіль,m
3071,Ганна дэ Фуа,m
3072,Майкл Кёртыс,m
3073,Тэадор Уільям Шульц,m
3074,Канстанцін Пушкарэвіч,m
3075,Франц Антуан,m
3076,Ева Экеблад,m
3077,Анатоль Фядзюшын,m
3078,Галіна Фадзеева,f
3079,Усевалад Кухта,m
3080,Юрый Гальшанскі,m
3081,Якаў Саннікаў,m
3082,Канстанцін Барысавец,m
3083,Павел Бермант-Авалаў,m
3084,Іван Ткачоў,m
3085,Магдалена Лундблад,m
3086,Міхай I,m
3087,Флор Манцэвіч,m
3088,Якім Жылянін,m
3089,Якуб Угоўскі,m
3090,Крыштаф Хадкевіч,m
3091,Жэрар Дэзарг,m
3092,Ганна Марлі,m
3093,Аляксандр Буйко,m
3094,Цзінь Шужэнь,m
3095,П’ер Лаваль,m
3096,Стэфан Казімір Алендскі,m
3097,Уладзімір Кручкоў,m
3098,Франсэск Масія,m
3099,Малкальм IV Дзева,m
3100,Фока ,m
3101,Анры Барле,m
3102,Юзаф Дамінік Касакоўскі,m
3103,Восіп Казадаўлеў,m
3104,Цфанія-Гедалія Кіпніс,m
3105,Сяргей Сазонаў,f
3106,Вільгельм Кюхельбекер,m
3107,Ганорый,m
3108,Кляменцій Эрбштэйн,m
3109,Лідзія Малчанава,f
3110,Дзьёрдзь Лукач,m
3111,Аксана Драгаманава,f
3112,Пётр Маслаў,m
3113,Панцеляймон Зайцаў,m
3114,Оўэн Цюдар,m
