,entity,gender
5287,Francis Joseph Spellman,m
5288,John Willoughby Winterton,m
5289,Guido Bonati,m
5290,Jakob Sajevic,m
5291,Pavle Jereb,m
5292,Günther von Niebelschütz,m
5293,Jean-Louis-Paul-Marie Petibon,m
5294,Papež Pij III.,m
5295,Gustav Mahler,m
5296,Epiktet,m
5297,Emil Albrecht von Várkony,m
5298,Guy de Maupassant,m
5299,Hannah Arendt,m
5300,Alexander Robertus Todd,m
5301,Gašper Križnik,m
5302,Rudolf Inemann,m
5303,Sherburne Wesley Burnham,m
5304,William Woods Averell,m
5305,Edvard Rusjan,m
5306,Arthur Schnitzler,m
5307,Alan Colquhoun Duff,m
5308,Charles Hilary Vaughan Pritchard,m
5309,Teresio Maria Carlo Vittorio Ferrero della Marmora,m
5310,Avgust Praprotnik,m
5311,Bojan Lunežnik,m
5312,George Brinton McClellan,m
5313,Karel Kerševan,m
5314,Maksimilijan Redeskini,m
5315,Pavel Czigany,m
5316,Santi Quasimodo,m
5317,Jože Kovič,m
5318,Pierre Guérin de Tencin,m
5319,Ilie Antonescu,m
5320,Johan V. Arajuuri,m
5321,Osvaldo Cordeiro de Farias,m
5322,Alojzija Štebi,f
5323,Annibale Gallo,m
5324,Joseph-Charles Aymard,m
5325,Gabriel Tarde,m
5326,Simon Mayr,m
5327,Frank Wedekind,m
5328,John Van Ryn,m
5329,Poppo I. Istrski,m
5330,Karl Alscher,m
5331,Rudolf Žitnik,m
5332,Stanko Bloudek,m
5333,Peter Pagliaruzzi,m
5334,Arnold Arčon,m
5335,Lida Voorhees,m
5336,Harold Osborn,m
5337,Lillian Copeland,m
5338,Mikołaj Bołtuć,m
5339,Vasilij Lavrentjevič Aleksejenko,m
5340,Janko Glazer,m
5341,Frank Hollamby Skinner,m
5342,Georg von Kopp,m
5343,Dit Clapper,m
5344,Zoltán Madžarski,m
5345,Edgar Wallace,m
5346,Friedrich Baum,m
5347,Eileen Bennett Whittingstall,m
5348,Gordon Covell,m
5349,Kardam,m
5350,Janko Pajk,m
5351,Nicolò Guidi di Bagno,m
5352,Eugène Charles Catalan,m
5353,Gerhard Matzky,m
5354,Nerva,m
5355,Domenico Jorio,m
5356,Benjamin Tyler Henry,m
5357,Lado Klinc,m
5358,Stojmir,m
5359,Jaroslav Jirkovský,m
5360,Sveti Filip,m
5361,Thomas Patrick David Scott,m
5362,Samuel de Champlain,m
5363,France Krašovec,m
5364,Herbert Spencer,m
5365,Stana Kopitar,m
5366,Moritz von Auffenberg,m
5367,William Ramsay,m
5368,Louis Mountbatten,m
5369,Philip Herbert Cadoux-Hudson,m
5370,Joel Stebbins,m
5371,Charles Tyson Yerkes,m
5372,Emile Mercier,m
5373,Benigen Snoj,m
5374,Reinhold Morisevič Glière,m
5375,Otto Juljevič Šmidt,m
5376,José Pessoa Cavalcanti de Albuquerque,m
5377,Jolanda Flandrijska,f
5378,Mihail Glinka,m
5379,Edgar Bohnstedt,m
5380,Oswald de Andrade,m
5381,Erich Paulitsch,m
5382,Adam Helmer,m
5383,Eugene Paul Wigner,m
5384,Samuel Roy Burston,m
5385,David Forsyth Panton,m
5386,Arsenij Golovko,m
5387,Christof Fidelis Kimmel,m
5388,Maksim Kostantinovič Križanovski,m
5389,Boris Slavik,m
5390,Dimitrij Mihailovič Juzefovič,m
5391,Janez Schattner,m
5392,Franc Megušar,m
5393,Louis Magnus,m
5394,Konstantin Sergejevič Aksakov,m
5395,Mihailo Petrović Alas,m
5396,Traian Cocorăscu,m
5397,Ronald Aylmer Fisher,m
5398,Venčeslav Arko,m
5399,Aleksander II. Ruski,m
5400,Laurentius Petri Gothus,m
5401,James Edward Keeler,m
5402,Gérard Leman,m
5403,Zenon,m
5404,Andrej Albrecht,m
5405,Jean-Pierre Boyer,m
5406,Tiberij Julij Aleksander,m
5407,Victor Morven Fortune,m
5408,Joan Fry,m
5409,Ivan Stepanovič Jumašev,m
5410,Francesco Florimo,m
5411,Donald Mackinnon Cleland,m
5412,Aleksander Dev,m
5413,Andrej Komel,m
5414,Alfred Felber,m
5415,Johannes Baptiste Franzelin,m
5416,Andrej Andrejevič Markov,m
5417,Krištof I. Frankopan Brinjski,m
5418,Eugène Joseph Delporte,m
5419,Anton Bitežnik,m
5420,Paul Sabatier,m
5421,Andreas Vesalius,m
5422,Charles Lyell,m
5423,Ali az-Zahir,m
5424,Franz Serafin Exner,m
5425,Jacob Burckhardt,m
5426,Theodore William Richards,m
5427,Eric Hugh O'Donnell,m
5428,Gundel Wittmann,m
5429,Johannes Fabricij,m
5430,Hans-Gustav Felber,m
5431,Günther Beck von Mannagetta und Lerchenau,m
5432,Mihael II. Asen,m
5433,Martin Schongauer,m
5434,François Joinville,m
5435,George J. Cox,m
5436,Povilas Plechavičius,m
5437,Martin Goršič,m
5438,Geoffrey Chicheley Kemp,m
5439,Danilo Apostol,m
5440,Ben Jonson,m
5441,Simon Žibert,m
5442,Matej Brence,m
5443,Dušan Rybář,m
5444,Enrique Plá y Deniel,m
5445,Simone Simoni,m
5446,Pandolfo IV. Malatesta,m
5447,Pietro Teulio,m
5448,Shaka,m
5449,Marie-Joseph-André de Saint-Julien,m
5450,Johann von Hiller,m
5451,Rudolf Maister,m
5452,Pierre-Jules-Emile Beyne,m
5453,Fortunant Mikuletič,m
5454,Ambrosius Moibanus,m
5455,Roderic Loraine Petre,m
5456,Venčeslav Koželj,m
5457,Roger John Brownlow Keyes,m
5458,Frančišek Saleški Šušteršič,m
5459,Marcel Gilles Jozef Minnaert,m
5460,Karl Urban,m
5461,Frank Zaitz,m
5462,Hans von Obstfelder,m
5463,Stanley Fairgrieve Allen,m
5464,Karl Pearson,m
5465,Josef Bohuslav Foerster,m
5466,Alfred Ferdinand Juste Marie Joseph Hubert van Caubergh,m
5467,Vladimir Ražem,m
5468,Pieter Corneliszoon Hooft,m
5469,Franz Brentano,m
5470,Samuel Werenfels,m
5471,Friedrich Hayek,m
5472,Thomas Cecil Hunt,m
5473,Anton Dolinar,m
5474,François Achille Bazaine,m
5475,Elmer Ambrose Sperry,m
5476,Malcolm Chace,m
5477,Louis Charavel,m
5478,Theobald Smith,m
5479,Victor John Eric Westropp,m
5480,Ivan Vrhovec,m
5481,Henri-Albert Niessel,m
5482,Lauris Norstad,m
5483,Fran Žnideršič,m
5484,Johan Rantzau,m
5485,Louis Braille,m
5486,Edward Teller,m
5487,Georg von Trapp,m
5488,Edward Gibbon,m
5489,Anton Aleksejevič Gubenko,m
5490,Ivan Ivanovič Aleksejev,m
5491,Kurt Nachod,m
5492,Ernest Žerjal,m
5493,Edmond-Gustave Dupont,m
5494,George David Birkhoff,m
5495,Joseph Addison,m
5496,Ernst R. Lagus,m
5497,Albin Roussin,m
5498,André-Paul Vallet,m
5499,Ernest Theophilus Morrow,m
5500,Eric Sachs,m
5501,Aleksandar Ranković,m
5502,Pipin Landenski,m
5503,Franc Grivec,m
5504,Gazi Husrev-beg,m
5505,Gyula Szotyori Nagy,m
5506,Janez Volčič,m
5507,John Francis Stanhope Coleridge,m
5508,Peter Andreas Hansen,m
5509,Johanna Spyri,m
5510,Egidio Mauri,m
5511,Enrique Reig y Casanova,f
5512,Francisco Vásquez de Coronado,m
5513,Barthélemy Louis Joseph Schérer,m
5514,Rudolf Završnik,m
5515,Ernst Busch,m
5516,Friedrich Albert Lange,m
5517,Papež Janez VI.,m
5518,Hatice Sultan,m
5519,Josip Peternel,m
5520,Karl Ivanovič Opperman,m
5521,Josip Štolcer-Slavenski,m
5522,Luis Fernández de Córdoba,m
5523,Katarina Selič,m
5524,Gaetano Aloisi Masella,m
5525,Janez Košir,m
5526,Romulus Ioanovici,m
5527,Jérôme Eugène Coggia,m
5528,Bruce Fraser,m
5529,Edward Albert Sharpey-Schafer,m
5530,René Fonck,m
5531,Georg Simon Ohm,m
5532,Henry Briggs,m
5533,Matija Zemljič,m
5534,Jean de Maleplane,m
5535,Rudolf Mecilošek,m
5536,Eva Lieška,m
5537,Guidobaldo del Monte,m
5538,Ottorino Respighi,m
5539,Amr-al-Karmani,m
5540,Hölun,m
5541,Ivan Aleksandrovič Gončarov,m
5542,Basilio Pompilj,m
5543,Otmar Reiser,m
5544,Jón Magnússon,m
5545,Nicolas Chauvin,m
5546,Hugo Theorell,m
5547,Valentin Tratnik,m
5548,Peter Laharnar,m
5549,Pierre Courboulès,m
5550,France Bezjak,m
5551,Léon-Jules-Augustin Tamisier,m
5552,William Snow Harris,m
5553,Anatolij Arkadijevič Blagonravov,m
5554,Charles Sedley,m
5555,Svetozar Ritig,m
5556,Ernst Becker,m
5557,Giovanni Maria Cavasanti,m
5558,Malcolm Lowry,m
5559,William Tecumseh Sherman,m
5560,William Kidd,m
5561,Carl Orff,m
5562,Camille-Hippolyte Caldairou,m
5563,Hugo V. Österman,m
5564,Satjendra Nat Bose,m
5565,Anton Lap,m
5566,Alfred Stock,m
5567,Janez Trstenjak,m
5568,Louis Armand,m
5569,Mieczysław Maciejowski,m
5570,Petr Brandl,m
5571,Ignaz von Arbter,m
5572,Pierre Abélard,m
5573,Aleksander Glazunov,m
5574,Jurij Zupan,m
5575,Lavoslav Planinšek,m
5576,Richard Gambier-Parry,m
5577,Alexander Macomb mlajši,m
5578,George Eyston,m
5579,Lovro Klemenčič,m
5580,Vologas II.,m
5581,W. T. Stead,m
5582,Nikolaj Semjonovič Sulima,m
5583,Karl Jaspers,m
5584,Emmanuel-Theódose de la Tour d'Auvergne de Bouillon,m
5585,Federico Baldeschi Colonna,m
5586,Mirko Završek,m
5587,"Adam Philippe, Comte de Custine",m
5588,Antoine César Becquerel,m
5589,Charles Griveaud,m
5590,Karl von Einem-Rothmaler,m
5591,Louis Moreau Gottschalk,m
5592,Hans von Greiffenberg,m
5593,Roman II. Lipniški,m
5594,Morten Thrane Brünnich,m
5595,Sebastian von Arlow,m
5596,Leslie Chasemore Hollis,m
5597,Ivan Tul,m
5598,Anton Zdešar,m
5599,Mihael Kotsmar,m
5600,Eugène Prévot,m
5601,Frederick Spencer Chapman,m
5602,Mojzes Bolgarski,m
5603,Piers Duncan Williams Dunn,m
5604,Šahruh Mirza,m
5605,Avguštin Ternovšek,m
5606,Josip Roglić,m
5607,Papež Gregor V.,m
5608,Tobias Michael Carel Asser,m
5609,Adrien Auzout,m
5610,Edward Crisp Bullard,m
5611,Edwin Taylor Pollock,m
5612,Martin Güemes,m
5613,Džidu Krišnamurti,m
5614,Nikolaj Aleksandrovič Bulganin,m
5615,Gabriel Honoré Marcel,m
5616,Théophile-Eugène-Désiré-Marie Bois,m
5617,Robert Hallam Studdert,m
5618,Benjamin Williams Crowninshield,m
5619,Karl Ludwig Christian Rümker,m
5620,Archibald Wavell,m
5621,Julij Slapšak,m
5622,Gustaf Brunkman,m
5623,Frédéric François Guillaume de Vaudoncourt,m
5624,Jakob Žnider,m
5625,Janez Jurij Hočevar,m
5626,Bernard iz Clairvauxa,m
5627,Charles Donald,m
5628,Vang Džen,m
5629,Matteo Schiner,m
5630,Rihard I. Levjesrčni,m
5631,Tone Kralj,m
5632,J.P. Morgan,m
5633,Vilis Spandegs,m
5634,Maurice-François-Louis-Raymond Bertran,m
5635,Josip Klemenčič,m
5636,Emmerich von Nagy,m
5637,Stanislas-Louis-Amédé de Bessey de Contenson,m
5638,Marija Wessner,f
5639,Georges Louis Humbert,m
5640,Vu Dzetjan,f
5641,Ivan de la Bere,m
5642,Gaston Chevrolet,m
5643,Milenko Rosić,m
5644,Ferdinando Minoia,m
5645,Papež Leon IX.,m
5646,Fran Jaklič,m
5647,William Miller,m
5648,Lothar von Richthofen,m
5649,Stanisław Skotnicki-Grzmot,m
5650,"García Hurtado de Mendoza in Manrique, markiz Cañete",m
5651,Fernand-Georges Gaucher,m
5652,Jožef Janžekovič,m
5653,Theodor von Oppolzer,m
5654,Erasmus Reinhold,m
5655,Kenneth George Althaus starejši,m
5656,Giovanni Legrenzi,m
5657,Marjorie Clark,m
5658,Walter Schmid,m
5659,Emil Vimieris,m
5660,Janez Vospernik,m
5661,Karel Ozvald,m
5662,Jules Pichon,m
5663,Charles Gounod,m
5664,Antonio Brivio,m
5665,René de Knyff,m
5666,Anton Sušnik,m
5667,Arthur O'Hara Wood,m
5668,Michael von Faulhaber,m
5669,Émile Félix Fleury,m
5670,Katarina Marinič,m
5671,Fran Korun-Koželjski,m
5672,César-Guillaume de la Luzerne,m
5673,George de la Poer Beresford,m
5674,Henry Augustus Rowland,m
5675,Svitoslav Peruzzi,m
5676,Franjo Ivan Delak,m
5677,William James Alexander Weir,m
5678,Anton Lavrin,m
5679,James Jarvis,m
5680,Miha Potočnik,m
5681,Robert Elliott Urquhart,m
5682,Louis Arpajon,m
5683,Gustave Le Bon,m
5684,Galileo Galilei,m
5685,Allan Henry Shafto Adair,m
5686,Juan García Loaysa,m
5687,Bernardo Pisano,m
5688,Augustus Charles Newman,m
5689,Anton Raič,m
5690,Franc Bilc,m
5691,Roy Bilbert Thurburn,m
5692,Ronald Forbes Adam,m
5693,Gonzalo Fernández de Córdoba,m
5694,Charles Baudelaire,m
5695,Karel I. Angleški,m
5696,Domingo Pimentel Zúñiga,m
5697,William Esson,m
5698,Paul Genz,m
5699,Philip Fotheringham-Parker,m
5700,Cesar Ninken,m
5701,Franc Trlep,m
5702,Emil Bock,m
5703,Bartholomäus Alberti von Poja,m
5704,Arthur Henry Cobby,m
5705,Camillo de Simeoni,m
5706,Ernest Cyril Gepp,m
5707,Jack Edwin Stawell Stevens,m
5708,Johann Stamitz,m
5709,Francis Simon,m
5710,Mira Danilova,f
5711,Julius Eckert,m
5712,Krišjānis Berķis,m
5713,Henri-Jean-Charles-Eugène Denis,m
5714,Josip Križan,m
5715,Simeon Bourgois,m
5716,Slavoj Slavik,m
5717,Strojimir Vlastimirović,m
5718,Justinijan I.,m
5719,Hubert Parry,m
5720,Davor Borno,m
5721,Arthur Ingram Boreman,m
5722,Tito Agosti,m
5723,Dimitrij Jakovljevič Laptev,m
5724,Ferdinand Novak,m
5725,Janez Nepomuk Bartholotti,m
5726,Camillo Di Pietro,m
5727,David Robertson Duguid,m
5728,Jurij Gika,m
5729,Francesco Cetti,m
5730,Ciril Pavlin,m
5731,Louis Auguste Victor de Ghaisne de Bourmont,m
5732,Ernst Mach,m
5733,Leopold Kovač,m
5734,Sigismund II. Avgust,m
5735,Ivanko,m
5736,Anton Aškerc,m
5737,Drago Zalar,m
5738,Stanisław Baczyński,m
5739,Théophile Gautier,m
5740,Evgen Matejka,m
5741,Macropedius,m
5742,Franz Grillparzer,m
5743,Cecil Roy Richards,m
5744,Joseph Murat,m
5745,Rado Železnik,m
5746,France Klopčič,m
5747,Mario Foerster,m
5748,Stepan Stepanovič Andrejevski,m
5749,Edmond James de Rothschild,m
5750,Charles Harvey Miller,m
5751,Jovan Pačić,m
5752,Kosroj I.,m
5753,William George Armstrong,m
5754,Matija Bravničar,m
5755,Pietro Vidoni mlajši,m
5756,Jan Frans van Bloemen,m
5757,Ivan Meštrović,m
5758,Ernst Bloch,m
5759,Czesław Młot-Fijałkowski,m
5760,Erich Jaschke,m
5761,Alexander Kasza,m
5762,Johann Karl Ehrenfried Kegel,m
5763,Lekë Dukagjini,m
5764,Jules-Marie-Antoine-Joseph Botreau-Roussel,m
5765,Niccolò I. Ludovisi,m
5766,Vilijem iz Ockhama,m
5767,Bolesław Drewek,m
5768,François-Virgile Dubillard,m
5769,Henry Miller,m
5770,Paul Lincke,m
5771,Papež Marcel II.,m
5772,Ugo Pizzarello,m
5773,Giorgione,m
5774,Thomas Arthur Atkinson Wilson,m
5775,Robert Gordon-Finlayson,m
5776,Anton Pimentel,m
5777,Paul Leitner,m
5778,John Johnston Collyer,m
5779,Lodovico Calini,m
5780,Franz Augé,m
5781,"Robert Clive Bridgeman, 2nd Viscount Bridgeman",m
5782,Angela Folinjska,f
5783,Bettina von Arnim,m
5784,Bonaventura Suhač,m
5785,Axel Paulsen,m
5786,Augustin-Léon Guillaume,m
5787,Louis Vivonne,m
5788,Nils Swedlund,m
5789,Cesar Saga,m
5790,Red Dutton,m
5791,William George Hugh Gough,m
5792,Janko Šlebinger,m
5793,Fastrada,m
5794,Alexandre-Ferdinand de Parseval-Deschênes,m
5795,Nadia Boulanger,m
5796,Hugó Sónyi,m
5797,Fran Eller,m
5798,Francesco Saverio de Zelada,m
5799,Oszkár Ginszkey,m
5800,Josip Mravljak,m
5801,László Stirling,m
5802,David Hume,m
5803,John Fullerton Evetts,m
5804,Charles-Théodore Brécard,m
5805,Gordon Miller Bourne Dobson,m
5806,Teodoald,m
5807,Krištof Kandut,m
5808,Giuseppe Callegari,m
5809,Aleksander Aleksandrovič Pisarjev,m
5810,François-Nicholas-Madeleine Morlot,m
5811,Filip Trpin,m
5812,Erik Satie,m
5813,Charles Rollin,m
5814,Guglielmo Marconi,m
5815,Giulio Cesare Martinengo,m
5816,Philippe-Paul Segur,m
5817,Abner Doubleday,m
5818,Allen Prichard Block,m
5819,Ciril Grmek,m
5820,Josip Klemenčič,m
5821,Sisebut,m
5822,Ivan Pyrski,m
5823,Jean-Baptiste-Henri Baurès,m
5824,Harry Farnham Germaine Letson,m
5825,John Gordon Deedes,m
5826,Drago Ulaga,m
5827,Tone Batagelj,m
5828,Skenderbeg,m
5829,François Certain de Canrobert,m
5830,Claud Goulder,m
5831,John Mott,m
5832,Maurice-Arthur-Alphonse Wemaere,m
5833,Jurij Alič,m
5834,Bahram II.,m
5835,Daniel Schwenter,m
5836,Hap Holmes,m
5837,Edward Walter Eberle,m
5838,Marie-Jules-Victor-Léon François,m
5839,Jean-Baptiste-Emmanuel Molinié,m
5840,Maximilien-Alfred-Théodore Chevalier de Nève de Roden,m
5841,Artur Winkler-Hermaden,m
5842,Valerijan,m
5843,Emiliano Zapata,m
5844,Anton od svete Ane Galvão,m
5845,Baba Tahir,m
5846,Vaclav IV. Češki,m
5847,Blaž Höfel,m
5848,Anna Botsford Comstock,m
5849,Daniel Hermanus Pienaar,m
5850,Milovan Gavazzi,m
5851,Nur ad-Din,m
5852,Carlo Martinuzzi,m
5853,Elophe-Jean Larcher,m
5854,Fran Orožen,m
5855,Walter Tewksbury,m
5856,Ralph Burgess Gibson,m
5857,Kejkubad II.,m
5858,Adam Ivanoci,m
5859,Thrassivoulos Tsakalotos,m
5860,John Alexander Longmore,m
5861,Edmund Hakewill Smith,m
5862,Irène Joliot-Curie,m
5863,Ferenc Ošlaj,m
5864,Adelchi Serena,m
5865,Cecil Guelph Brock,m
5866,Francesco di Giorgio Martini,m
5867,Cecil Arthur Callaghan,m
5868,Eric Winslow Woodward,m
5869,Wellesley Douglass Studholme Brownrigg,m
5870,Friedrich Ludwig Gottlob Frege,m
5871,Ahacij Stržinar,m
5872,Achille Manara,m
5873,Teodolfo Mertel,m
5874,Campbell Richard Hardy,m
5875,Juan Pueyrredon,m
5876,Elia Millosevich,m
5877,Kristian Kristiansen Laake,m
5878,Kurt von Greiff,m
5879,Henry de Nogaret de La Valette,m
5880,Franc Talanyi,m
5881,Simon Vouet,m
5882,Marcel Bolotto,m
5883,Madame Guyon,m
5884,Charles Bennett,m
5885,Jean-Marie-Louis Verret,m
5886,Gaston de Chasseloup-Laubat,m
5887,Evzebij Cezarejski,m
5888,Killingworth Michael Fentham Hedges,m
5889,Emmet Andrew McCusker,m
5890,Joseph Pope Balch,m
5891,Jamazaki Ansai,m
5892,Claude Louis Berthollet,m
5893,Antonio Anastasio Rossi,m
5894,Peter Kocjančič,m
5895,Colin Bullard,m
5896,Louis-Lazare Kahn,m
5897,Lovro Toman,m
5898,Dorothea Douglass Chambers,m
5899,Friedrich Wilhelm Brandt,m
5900,Georg Gunderloch,m
5901,René-Léon Marchand,m
5902,Ralph Mulford,m
5903,Francesco Baracca,m
5904,Ivo Sever,m
5905,Mihael Kritobul,m
5906,Bartolomeo Bacilieri,m
5907,Antonio Frosini,m
5908,Kazimierz Fabrycy,m
5909,Philip Kirkup,m
5910,William Wyndham Green,m
5911,Matija Jama,m
5912,Milan Leban,m
5913,Umor,m
5914,Uporabnik:Uvgzbefdn/sandbox,m
5915,Alberto Terziani,m
5916,Walther Lucht,m
5917,Piet Mondrian,m
5918,Sven Rydell,m
5919,Harold V.S. Charrington,m
5920,Othmar Kühn,m
5921,George William Symes,m
5922,Mile Pavičić,m
5923,Jožef Kerec,m
5924,Geoffrey Sylvester Peren,m
5925,Anastazij II.,m
5926,Gašper Luka Götzl,m
5927,Malcom Glover,m
5928,John Murphy Willems,m
5929,Karel IX. Francoski,m
5930,Abraham Baldwin,m
5931,John Colet,m
5932,Luís de Camões,m
5933,Fraser Fowler Fulton,m
5934,Otto Ruge,m
5935,Teoderik Veliki,m
5936,Domencijan,m
5937,Eulerjeva domneva,f
5938,Franc Župnek,m
5939,"Pierre Gaultier de Varennes, Sieur de La Vérendrye",m
5940,Maurice-Yves-Séraphin-Joseph Vanlande,m
5941,Jean Chassagne,m
5942,Andrej Beli,m
5943,Eric Liddell,m
5944,Émile Delchambre,m
5945,Sveti Bonaventura,m
5946,Ernst Loof,m
5947,Otmar Bergant,m
5948,Viljem I. Oranski,m
5949,Mara Apih Pečar,m
5950,Gheorghe Liteanu,m
5951,Ferenc Herzan von Harras,m
5952,Vladislav II. Ogrski,m
5953,Riko Debenjak,m
5954,Marie Alfred Cornu,m
5955,Arthur Kenneth Hay,m
5956,Peter Dens,m
5957,Richard Gardiner,m
5958,Vladimir Nazor,m
5959,Werner Forßmann,m
5960,James Gibbons,m
5961,Bernard Lorenzo de Robeck,m
5962,Veno Pilon,m
5963,Edwin Graves,m
5964,Georg von Babich,m
5965,Joaquín Lluch y Garriga,m
5966,Thomas Henry Jameson,m
5967,Maksimilijan Mihelčič,m
5968,Thomas Telford,m
5969,James Bryan George Baronet Hennessy of Windelsham,m
5970,Teoderik I.,m
5971,Ivan Cankar,m
5972,Wilhelm Voss,m
5973,Sergej Ivanovič Gricevec,m
5974,Balduin Luksemburški,m
5975,Corneliu Calotescu,m
5976,Giannin Andreossi,m
5977,Anton Neffat,m
5978,Ernest Joseph King,m
5979,Arbogast,m
5980,Niccolò Massa,m
5981,Henri-Louis-Léon-Gaspard Cyvoct,m
5982,Viktor Birsa,m
5983,Karol Bogucki,m
5984,Carlos Saavedra Lamas,m
5985,Janez Šubic mlajši,m
5986,Jurij VI. Britanski,m
5987,Charles John Cecil Grant,m
5988,Ivo Ivanovič Bučar,m
5989,Emidio Taliani,m
5990,Dmitrij Trofimovič Šepilov,m
5991,Carlo Lanza,m
5992,Hans Jonas,m
5993,Konrad,m
5994,Stanko Lapajne,m
5995,Edo Šlajmer,m
5996,Erazem Rotterdamski,m
5997,Jožef Uršič,m
5998,Anton Breznik,m
5999,Samuel Phillips,m
6000,Gustav Gregorin,m
6001,Oskar Klein,m
6002,Nicolea Ghineraru,m
6003,Carlo Goldoni,m
6004,Alexander von Württemberg,m
6005,Siegfried Haenicke,m
6006,Ludvik Augustič,m
6007,Hermann Hofmann,m
6008,Vicente Casanova y Marzol,m
6009,Anton Mažgon,m
6010,Hugo Wolf,m
6011,Franz Xaver Woschnagg,m
6012,Nicolae Tătăranu,m
6013,Gaston Maurice Julia,m
6014,Jan Długosz,m
6015,Anton Makovic,m
6016,Orban,m
6017,John Felton,m
6018,Maurice Lea-Cox,m
6019,Ignacij Kralj,m
6020,Philippe-Marie-Joseph-Charles de La Pomelie,m
6021,James Juvenal,m
6022,Jakob I. Angleški,m
6023,France Sever,m
6024,Arthur Ernest Percival,m
6025,Stanislav Bevk,m
6026,Štefan Izvoljeni,m
6027,Garnet Francis Malley,m
6028,Károlyi Beregffy,m
6029,Josip Zidanšek,m
6030,Albert-Antoine-Joseph Paloque,m
6031,Klara Hitler,m
6032,Karl Hermann Struve,m
6033,Leonard Wood,m
6034,Giuseppe Garampi,m
6035,Neidhart von Reuenthal,m
6036,Maurice Verdonck,m
6037,Adam Schall,m
6038,Janko Orožen,m
6039,Martin Bauzer,m
6040,Džu Ši,m
6041,Gérard Desargues,m
6042,Henri-Joseph-Martin Richter,m
6043,Franc Ušeničnik,m
6044,Leon V. Armenec,m
6045,Anton Grasser,m
6046,Ivan Oražen,m
6047,Edward Johns Grinling,m
6048,Papež Siricij,m
6049,Karl Friedrich Abel,m
6050,Maksimilijan Vraber,m
6051,Luiz de Sousa,m
6052,Theodore Pell,m
6053,Krsto Odak,m
6054,Eugénie Pétain,m
6055,Auguste Poulet-Malassis,m
6056,Dáibhí Ó Bruadair,m
6057,Ivan Napotnik,m
6058,Papež Poncijan,m
6059,Anton Wolf,m
6060,Rodoljub Čolaković,m
6061,Henry Hughes Wilson,m
6062,Robert Eliot Fryer,m
6063,Luigi Pandolfi,m
6064,Fulko Neuillyjski,m
6065,Felix Christian Klein,m
6066,Herman Slamič,m
6067,George Ellery Hale,m
6068,Benjamin Collins Brodie,m
6069,Ignazio Nasalli-Ratti,m
6070,Alojzij Meško,m
6071,Cyril Maton Periam Durnford,m
6072,Rudolph Minkowski,m
6073,Miroslav Malovrh,m
6074,Jean Piaget,m
6075,Džundži Nišikava,m
6076,Petar Zoranić,m
6077,Claud Jacob,m
6078,John Cardew Armstrong,m
6079,Arthur Adamov,m
6080,Joško Žigon,m
6081,Jože Basaj,m
6082,Fran Govekar,m
6083,Orville Elias Babcock,m
6084,Giuseppina Strepponi,m
6085,Ignaz Brüll,m
6086,Richard Fanshawe,m
6087,Jožef Sušnik,m
6088,Charles A. Bartlett,m
6089,Adi Šankara,m
6090,Placid Sancin,m
6091,Edvard Vaupotič,m
6092,Raymond-Emmanuel-Marie-Siméon Chomel,m
6093,John Jacob Abel,m
6094,Pierre de Caters,m
6095,Franc II. Rákóczi,m
6096,Jožef Berke,m
6097,Adrien Maurice de Noailles,m
6098,Maestro Piero,m
6099,Alfonso Gesualdo di Conza,m
6100,Semjon Mihajlovič Budjoni,m
6101,Aleksander Ivanovič Ostermann-Tolstoj,m
6102,Jean le Rond d'Alembert,m
6103,Ion Glogojanu,m
6104,Džang Čongren,m
6105,Hans Bockelberg,m
6106,Dimitrij Vladimirovič Golicin,m
6107,Reginald Herbert Ryrie Steward,m
6108,Sarah Bernhardt,m
6109,Osborne Reynolds,m
6110,Gustav Harteneck,m
6111,Kazinierz Strezemie-Marszynski,m
6112,Fredegunda,m
6113,Charles Malapert,m
6114,John Canton,m
6115,Jurij Wertatsch,m
6116,François de Coninck,m
6117,Josip Žitek,m
6118,Fjodor Vasiljevič Sazanov,m
6119,Ljudevit Andrassy,m
6120,Alojzija Petrič,m
6121,Anton Mahnič,m
6122,Jurij Zaninović,m
6123,Louis-Marie Jamet,m
6124,Eileen Edwards,m
6125,Gerard Corfield Bucknall,m
6126,Clarence Clark,m
6127,Marie von Ebner-Eschenbach,m
6128,Giulio Raimondo Mazzarino,m
6129,Giovanni Bellini,m
6130,Eva Kotchever,m
6131,Ian Fleming,m
6132,Adolf Hermann Kolbe,m
6133,Billy the Kid,m
6134,Stanko Jelačin,m
6135,Papež Leon XI.,m
6136,Ronald Basil Bowen Bancroft Cooke,m
6137,Matija Rutar,m
6138,Maurice Anthony Wingfield,m
6139,Alexius Meinong,m
6140,Arthur Aikin,m
6141,Karel Plešasti,m
6142,Ana Lebar,m
6143,Winifred McNair,m
6144,Daphne Akhurst,m
6145,Peter Berke,m
6146,Friedrich von Löwis of Menar,m
6147,Manlio Brosio,m
6148,Slavko Jelinčič,m
6149,Viljem II. Nemški,m
6150,Nell Hall Hopman,m
6151,John Aarundel Theobalds,m
6152,Jack Thayer,m
6153,Aurelio Roverella,m
6154,Lancelot Daryl Hickes,m
6155,Guillaume de Montfort,m
6156,Štefan III. Bavarski,m
6157,Fran Čadež,m
6158,Dušan Pešić,m
6159,Hinko Nučič,m
6160,Eugen Netto,m
